HOUSEID,PT,FSA,EVALTYPE,ENTRYDATE,AuditYear,TYPEOFHOUSE,FLOORAREA,STOREYS,YEARBUILT,FNDTYPE,NUMDWELLINGUNITS,AIR50P,EGHDESHTLOSS,PeakLoad_kW,EGHFURNACEAEC,HeatEnergy_kWh,EGHFCONTOTAL,TotalEnergy_kWh,HeatElectricity_kWh,HeatNaturalGas_kWh,HeatOil_kWh,HeatPropane_kWh,HeatWood_kWh,AHRI,HPSOURCE,HPEquipType,HPCAP,CCASHP,CCASHPCAP,COP,CCASHPCOP,CCASHPHSPF2,CCASHPSEER2,CCASHPCAPACITYMAINTENANCE,ASHPHSPF2,ASHPSEER2,HPESTAR,AIRCONDTYPE,AIRCOP,FURNACETYPE,FURNACEFUEL,SUPPHTGTYPE1,SUPPHTGFUEL1,Cert_Resolved,Cert_Brand,Cert_Model,Cert_IndoorModel,Cert_Cap47_btuh,Cert_Cap17_btuh,Cert_Cap5_btuh,Cert_COP5,Cert_HSPF2,Cert_SEER2,Cert_ColdClimate,Cert_Cap47_kW,Cert_Cap5_kW,SizingRatio_47F,SizingRatio_5F
2016715,YK,Y1A,E,2023-01-01,2023,Single Detached,240.5,One storey,1997,B1,1,2.0241,10154.9,10.155,41297.2,11471.5,84528.5,23480.3,11471.5,0.0,0.0,0.0,0.0,207706560,Air,,17420.1,T,9.67,3.06,1.77,,,78.0,,,ESTAR,Not installed,0.0,Electric furnace,Electricity,Pellet Stove,Wood Pellets,Yes,MOOVAIR,DMA30HOS20230E7,FMA30HIAHUU230X7,33000,21000,24000,1.80,8.9,16.2,Yes,9.671,7.034,0.952,0.693
2078931,YK,Y1A,N,2022-08-01,2022,Single Detached,207.6,One storey,2022,B1,1,0.9886,5534.6,5.535,17967.5,4991.0,58946.4,16374.1,4991.2,0.0,0.0,0.0,0.0,207613967,Air,,8071.5,t,5.51,3.73,2.18,,,64.0,,,ESTAR,Not installed,0.0,Baseboard/Hydronic/Plenum(duct) htrs.,Electricity,,,Yes,SENVILLE,SENL/18CD/OY,SENL/18CD/IY,18800,11500,10100,2.10,8.7,19,No,5.51,2.96,0.996,0.535
2129329,YK,Y1A,N,2023-06-01,2023,Single Detached,263.2,Two storeys,2023,B1,1,0.4988,5754.9,5.755,17327.2,4813.1,61966.3,17213.0,4813.1,0.0,0.0,0.0,0.0,207657629,Air,,12672.1,t,5.28,3.09,1.82,,,103.0,,,,Mini-split ductless,1.78565,Baseboard/Hydronic/Plenum(duct) htrs.,Electricity,,,Yes,SENVILLE,SENA/18HF/OQ,SENA/18HF/IQ,18000,15000,18000,1.80,11.3,21.5,Yes,5.275,5.275,0.917,0.917
2129329,YK,Y1A,P,2023-06-01,2023,Single Detached,263.2,Two storeys,2023,B1,1,1.5,7164.6,7.165,21893.6,6081.6,63092.8,17525.9,6081.7,0.0,0.0,0.0,0.0,207657629,Air,,12672.1,t,5.28,3.09,1.82,,,103.0,,,,Not installed,0.0,Baseboard/Hydronic/Plenum(duct) htrs.,Electricity,,,Yes,SENVILLE,SENA/18HF/OQ,SENA/18HF/IQ,18000,15000,18000,1.80,11.3,21.5,Yes,5.275,5.275,0.736,0.736
2129812,YK,Y1A,N,2023-07-01,2023,Single Detached,263.2,Two storeys,2023,B1,1,0.5012,5779.8,5.78,17405.6,4834.9,58604.7,16279.2,4835.0,0.0,0.0,0.0,0.0,207657629,Air,,12672.1,t,5.28,3.09,1.82,,,103.0,,,,Not installed,0.0,Baseboard/Hydronic/Plenum(duct) htrs.,Electricity,,,Yes,SENVILLE,SENA/18HF/OQ,SENA/18HF/IQ,18000,15000,18000,1.80,11.3,21.5,Yes,5.275,5.275,0.913,0.913
2129812,YK,Y1A,P,2023-06-01,2023,Single Detached,263.2,Two storeys,2023,B1,1,1.5,7164.6,7.165,21893.6,6081.6,63092.8,17525.9,6081.7,0.0,0.0,0.0,0.0,207657629,Air,,12672.1,t,5.28,3.09,1.82,,,103.0,,,,Not installed,0.0,Baseboard/Hydronic/Plenum(duct) htrs.,Electricity,,,Yes,SENVILLE,SENA/18HF/OQ,SENA/18HF/IQ,18000,15000,18000,1.80,11.3,21.5,Yes,5.275,5.275,0.736,0.736
2129912,YK,Y1A,N,2023-07-01,2023,Single Detached,254.5,Two storeys,2022,,1,0.4899,5821.2,5.821,10692.3,2970.1,61335.2,17037.7,2970.0,0.0,0.0,0.0,0.0,8033584,Air,,12593.8,t,6.45,3.35,1.85,,,100.0,,,,Mini-split ductless,3.16,Baseboard/Hydronic/Plenum(duct) htrs.,Electricity,,,Yes,FUJITSU,AOU18RLXFZH,,18000,14200,22000,1.84,9.6,21.5,Yes,5.275,6.448,0.906,1.108
2130530,YK,Y1A,N,2022-08-01,2022,Single Detached,199.5,Two storeys,2022,B1,1,0.908,6606.6,6.607,20268.6,5630.2,64266.6,17852.0,5630.3,0.0,0.0,0.0,0.0,2076139657,Air,,7000.0,t,5.51,3.39,2.18,,,64.0,,,,Central split system,1.7776,Baseboard/Hydronic/Plenum(duct) htrs.,Electricity,,,Yes,,,,,,,,,,,,,,
10916746,YK,Y1A,E,2023-11-01,2023,Double/Semi-detached,163.4,Two storeys,1957,B1,1,4.4566,13517.7,13.518,35110.2,9752.9,80530.3,22369.7,9752.9,0.0,0.0,0.0,0.0,206223052,Air,,11136.7,T,11.14,4.991,2.0,,,100.0,,,ESTAR,Central split system,2.578,Baseboard/Hydronic/Plenum(duct) htrs.,Electricity,,,Yes,,,,,,,,,,,,,,
5061151,YK,Y0B,E,2023-05-01,2023,Single Detached,201.6,One storey,2019,B1,1,1.018,4862.3,4.862,12094.0,3359.5,55731.2,15481.0,3359.5,0.0,0.0,0.0,0.0,10221199,Air,,11093.9,T,7.62,3.38,2.1,,,72.0,,,ESTAR,Mini-split ductless,3.0,Baseboard/Hydronic/Plenum(duct) htrs.,Electricity,,,Yes,PANASONIC,CU-3E19RBU-5,,19000,20800,18900,1.88,10.1,22,Yes,5.568,5.539,1.145,1.139
