"BORE_HOLE_ID","WELL_ID","DP2BR","CODEOB","OPEN_HOLE","DATE_COMPLETED","Remarks","ZONE","EAST83","NORTH83","UTMRC","LOCATION_METHOD","ORGCS","ELEVATION","ELEVRC","LOCATION_SOURCE_DATE","SOURCE_REVISION_COMMENT","IMPROVEMENT_LOCATION_SOURCE","IMPROVEMENT_LOCATION_METHOD","SUPPLIER_COMMENT","SPATIAL_STATUS","CLUSTER_KIND"
10039558,"1517686",,,,9/21/1981 0:00:00,"",18,424029.6,5005421,"4","p4",,,"",,,,,,,
10039559,"1517687",,,,9/2/1981 0:00:00,"",18,435429.8,5008521,"9","p4",,,"",,,,,,,
10039560,"1517688",,,,7/31/1981 0:00:00,"",18,428529.7,5009321,"4","p4",,,"",,,,,,,
10039561,"1517689",,,,11/11/1981 0:00:00,"",18,420929.5,5019321,"4","p4",,,"",,,,,,,
10039562,"1517690",,,,11/30/1981 0:00:00,"",18,417829.6,5032621,"5","p5",,,"",,,,,,,
10039563,"1517691",,,,11/23/1981 0:00:00,"",18,434592.6,5003510,"5","gis",,,"",,,,,,,
10039564,"1517692",,,,10/14/1981 0:00:00,"",18,443629.7,5013321,"4","p4",,,"",,,,,,,
10039565,"1517693",,,,10/15/1981 0:00:00,"",18,445829.7,4991421,"5","p5",,,"",,,,,,,
10039566,"1517694",,,,10/19/1981 0:00:00,"",18,423029.6,5017021,"4","p4",,,"",,,,,,,
10039567,"1517695",,,,9/24/1981 0:00:00,"",18,434329.6,5004721,"4","p4",,,"",,,,,,,
10039568,"1517696",,,,10/20/1981 0:00:00,"",18,440729.7,5020621,"4","p4",,,"",,,,,,,
10039569,"1517697",,,,9/29/1981 0:00:00,"",18,444129.7,5012621,"4","p4",,,"",,,,,,,
10039570,"1517698",,,,10/12/1981 0:00:00,"",18,448429.8,5000421,"4","p4",,,"",,,,,,,
10039571,"1517699",,,,8/27/1981 0:00:00,"",18,453629.8,5011321,"4","p4",,,"",,,,,,,
10039572,"1517700",,,,8/27/1981 0:00:00,"",18,455529.8,5012421,"4","p4",,,"",,,,,,,
10039573,"1517701",,,,9/14/1981 0:00:00,"",18,450929.7,5003121,"4","p4",,,"",,,,,,,
10039574,"1517702",,,,6/24/1981 0:00:00,"",18,461229.8,5013821,"4","p4",,,"",,,,,,,
10039575,"1517703",,,,2/16/1981 0:00:00,"",18,422608.6,5032790,"9","lot",,,"",,,,,,,
10039576,"1517704",,,,6/17/1981 0:00:00,"",18,,,"9","na",,,"",,,,,,,
10039577,"1517705",,,,9/15/1981 0:00:00,"",18,422229.6,5036421,"4","p4",,,"",,,,,,,
10039578,"1517706",,,,11/10/1981 0:00:00,"",18,467729.8,5040822,"4","p4",,,"",,,,,,,
10039579,"1517707",,,,4/24/1981 0:00:00,"",18,434329.6,5003721,"4","p4",,,"",,,,,,,
10039580,"1517708",,,,6/25/1981 0:00:00,"",18,443929.8,4997421,"5","p5",,,"",,,,,,,
10039581,"1517709",,,,11/26/1981 0:00:00,"",18,444929.7,5017921,"4","p4",,,"",,,,,,,
10039582,"1517710",,,,9/15/1981 0:00:00,"",18,426829.6,5022721,"4","p4",,,"",,,,,,,
10039583,"1517711",,,,8/27/1981 0:00:00,"",18,,,"9","na",,,"",,,,,,,
10039584,"1517712",,,,9/22/1981 0:00:00,"",18,,,"9","na",,,"",,,,,,,
10039585,"1517713",,,,2/23/1981 0:00:00,"",18,459729.8,5036622,"4","p4",,,"",,,,,,,
10039586,"1517714",,,,7/10/1981 0:00:00,"",18,474329.8,5039722,"5","p5",,,"",,,,,,,
10039587,"1517715",,,,11/19/1981 0:00:00,"",18,466429.9,5029721,"5","p5",,,"",,,,,,,
10039588,"1517716",,,,6/4/1981 0:00:00,"",18,470629.8,5038322,"4","p4",,,"",,,,,,,
10039589,"1517717",,,,4/2/1981 0:00:00,"",18,468329.8,5040622,"4","p4",,,"",,,,,,,
10039590,"1517718",,,,12/5/1981 0:00:00,"",18,463029.8,5037321,"4","p4",,,"",,,,,,,
10039591,"1517719",,,,11/18/1981 0:00:00,"",18,466629.9,5029621,"5","p5",,,"",,,,,,,
10039592,"1517720",,,,6/12/1981 0:00:00,"",18,466129.8,5030321,"4","p4",,,"",,,,,,,
10039593,"1517721",,,,12/3/1981 0:00:00,"",18,468529.8,5039922,"4","p4",,,"",,,,,,,
10039594,"1517722",,,,6/19/1981 0:00:00,"",18,466729.9,5029221,"4","p4",,,"",,,,,,,
10039595,"1517723",,,,10/21/1981 0:00:00,"",18,468329.8,5040422,"4","p4",,,"",,,,,,,
10039596,"1517724",,,,9/16/1981 0:00:00,"",18,474929.8,5032321,"5","p5",,,"",,,,,,,
10039597,"1517725",,,,10/29/1981 0:00:00,"",18,446229.7,4995321,"5","p5",,,"",,,,,,,
10039598,"1517726",,,,8/28/1981 0:00:00,"",18,445529.7,5014821,"4","p4",,,"",,,,,,,
10039599,"1517727",,,,8/31/1981 0:00:00,"",18,423429.6,5026021,"4","p4",,,"",,,,,,,
10039600,"1517728",,,,9/3/1981 0:00:00,"",18,449229.7,5005621,"4","p4",,,"",,,,,,,
10039601,"1517729",,,,9/8/1981 0:00:00,"",18,420329.6,5013721,"4","p4",,,"",,,,,,,
10039602,"1517730",,,,9/17/1981 0:00:00,"",18,444929.7,5019521,"4","p4",,,"",,,,,,,
10039603,"1517731",,,,9/21/1981 0:00:00,"",18,428429.6,5021721,"4","p4",,,"",,,,,,,
10039604,"1517732",,,,9/25/1981 0:00:00,"",18,446129.8,5008021,"4","p4",,,"",,,,,,,
10039605,"1517733",,,,9/30/1981 0:00:00,"",18,434529.6,5003421,"4","p4",,,"",,,,,,,
10039606,"1517734",,,,10/14/1981 0:00:00,"",18,419429.6,5001321,"5","p5",,,"",,,,,,,
10039607,"1517735",,,,10/14/1981 0:00:00,"",18,446129.8,5008121,"4","p4",,,"",,,,,,,
10039608,"1517736",,,,10/21/1981 0:00:00,"",18,445729.7,5018921,"4","p4",,,"",,,,,,,
10039609,"1517737",,,,10/21/1981 0:00:00,"",18,423531.6,5035391,"5","gis",,,"",,,,,,,
10039610,"1517738",,,,10/22/1981 0:00:00,"",18,447929.8,5007021,"4","p4",,,"",,,,,,,
10039611,"1517739",,,,8/20/1981 0:00:00,"",18,424829.6,5028921,"4","p4",,,"",,,,,,,
10039612,"1517740",,,,8/24/1981 0:00:00,"",18,443829.7,5012921,"4","p4",,,"",,,,,,,
10039613,"1517741",,,,8/27/1981 0:00:00,"",18,,,"9","na",,,"",,,,,,,
10039614,"1517742",,,,7/29/1981 0:00:00,"",18,424129.6,5032121,"4","p4",,,"",,,,,,,
10039615,"1517743",,,,8/4/1981 0:00:00,"",18,438629.8,5003521,"5","p5",,,"",,,,,,,
10039616,"1517744",,,,8/27/1981 0:00:00,"",18,450329.8,5013621,"4","p4",,,"",,,,,,,
10039617,"1517745",,,,11/10/1981 0:00:00,"",18,435129.6,5017821,"4","p4",,,"",,,,,,,
10039618,"1517746",,,,11/13/1981 0:00:00,"",18,445129.8,5009821,"4","p4",,,"",,,,,,,
10039619,"1517747",,,,11/13/1981 0:00:00,"",18,425229.6,5024421,"4","p4",,,"",,,,,,,
10039620,"1517748",,,,11/19/1981 0:00:00,"",18,414008.6,5038314,"5","gis",,,"",,,,,,,
10039621,"1517749",,,,12/3/1981 0:00:00,"",18,446129.7,4995321,"5","p5",,,"",,,,,,,
10039622,"1517750",,,,11/10/1981 0:00:00,"",18,428129.6,5027721,"4","p4",,,"",,,,,,,
10039623,"1517751",,,,5/23/1981 0:00:00,"",18,424371.6,4995606,"9","lot",,,"",,,,,,,
10039624,"1517752",,,,2/19/1982 0:00:00,"",18,425029.6,5033021,"4","p4",,,"",,,,,,,
10039625,"1517753",,,,2/23/1982 0:00:00,"",18,,,"9","na",,,"",,,,,,,
10039626,"1517754",,,,8/4/1981 0:00:00,"",18,452629.8,4999121,"4","p4",,,"",,,,,,,
10039627,"1517755",,,,8/4/1981 0:00:00,"",18,455929.8,5012221,"4","p4",,,"",,,,,,,
10039628,"1517756",,,,8/26/1981 0:00:00,"",18,461929.8,5012121,"4","p4",,,"",,,,,,,
10039629,"1517757",,,,8/17/1981 0:00:00,"",18,452729.8,4999021,"4","p4",,,"",,,,,,,
10039630,"1517758",,,,8/12/1981 0:00:00,"",18,451129.8,5001821,"4","p4",,,"",,,,,,,
10039631,"1517759",,,,2/11/1981 0:00:00,"",18,469129.9,5004721,"4","p4",,,"",,,,,,,
10039632,"1517760",,,,10/1/1981 0:00:00,"",18,464629.8,5004021,"4","p4",,,"",,,,,,,
10039633,"1517761",,,,10/2/1981 0:00:00,"",18,464429.8,5000721,"4","p4",,,"",,,,,,,
10039634,"1517762",,,,9/21/1981 0:00:00,"",18,456229.7,5004821,"4","p4",,,"",,,,,,,
10039635,"1517763",,,,9/18/1981 0:00:00,"",18,455629.8,5012421,"4","p4",,,"",,,,,,,
10039636,"1517764",,,,9/17/1981 0:00:00,"",18,453529.8,5010121,"4","p4",,,"",,,,,,,
10039637,"1517765",,,,5/22/1981 0:00:00,"",18,452629.8,4999421,"4","p4",,,"",,,,,,,
10039638,"1517766",,,,8/26/1981 0:00:00,"",18,468824.9,5011303,"5","gis",,,"",,,,,,,
10039639,"1517767",,,,1/13/1982 0:00:00,"",18,452729.8,4999521,"4","p4",,,"",,,,,,,
10039640,"1517768",,,,8/12/1981 0:00:00,"",18,422402.6,5036426,"5","gis",,,"",,,,,,,
10039641,"1517769",,,,8/3/1981 0:00:00,"",18,422221.6,5036478,"5","gis",,,"",,,,,,,
10039642,"1517770",,,,7/29/1981 0:00:00,"",18,417129.5,5013321,"4","p4",,,"",,,,,,,
10039643,"1517771",,,,7/31/1981 0:00:00,"",18,409329.5,5021021,"5","p5",,,"",,,,,,,
10039644,"1517772",,,,8/6/1981 0:00:00,"",18,410829.5,5021921,"5","p5",,,"",,,,,,,
10039645,"1517773",,,,8/8/1981 0:00:00,"",18,419551.6,5036749,"5","gis",,,"",,,,,,,
10039646,"1517774",,,,8/22/1981 0:00:00,"",18,424529.6,5017321,"4","p4",,,"",,,,,,,
10039647,"1517775",,,,10/16/1981 0:00:00,"",18,412629.6,5039722,"5","gis",,,"",,,,,,,
10039648,"1517776",,,,10/16/1981 0:00:00,"",18,420129.6,5036821,"5","p5",,,"",,,,,,,
10039649,"1517777",,,,10/19/1981 0:00:00,"",18,413929.6,5038422,"5","p5",,,"",,,,,,,
10039650,"1517778",,,,10/8/1981 0:00:00,"",18,424105.6,5015729,"5","gis",,,"",,,,,,,
10039651,"1517779",,,,9/15/1981 0:00:00,"",18,424129.6,5015821,"4","p4",,,"",,,,,,,
10039652,"1517780",,,,9/29/1981 0:00:00,"",18,425129.6,5014121,"4","p4",,,"",,,,,,,
10039653,"1517781",,,,9/30/1981 0:00:00,"",18,421929.5,5018521,"4","p4",,,"",,,,,,,
10039654,"1517782",,,,12/1/1981 0:00:00,"",18,416729.5,5028321,"5","p5",,,"",,,,,,,
10039655,"1517783",,,,8/31/1981 0:00:00,"",18,424112.6,5015743,"5","gis",,,"",,,,,,,
10039656,"1517784",,,,3/23/1981 0:00:00,"",18,446429.8,5008121,"4","p4",,,"",,,,,,,
10039657,"1517785",,,,7/20/1981 0:00:00,"",18,413129.6,5033821,"5","p5",,,"",,,,,,,
10039658,"1517786",,,,3/4/1982 0:00:00,"",18,397829.5,5030022,"5","p5",,,"",,,,,,,
10039659,"1517787",,,,11/6/1981 0:00:00,"",18,405129.5,5035922,"5","p5",,,"",,,,,,,
10039660,"1517788",,,,5/29/1981 0:00:00,"",18,404729.5,5023721,"5","p5",,,"",,,,,,,
10039661,"1517789",,,,9/24/1981 0:00:00,"",18,425283.6,5015270,"9","lot",,,"",,,,,,,
10039662,"1517790",,,,11/9/1981 0:00:00,"",18,450129.7,5021321,"4","p4",,,"",,,,,,,
10039663,"1517791",,,,11/19/1981 0:00:00,"",18,429829.6,4998621,"4","p4",,,"",,,,,,,
10039664,"1517792",,,,11/12/1981 0:00:00,"",18,,,"9","na",,,"",,,,,,,
10039665,"1517793",,,,11/25/1977 0:00:00,"",18,468729.8,5040722,"4","p4",,,"",,,,,,,
10039666,"1517794",,,,7/30/1979 0:00:00,"",18,468729.8,5040722,"4","p4",,,"",,,,,,,
10039667,"1517795",,,,10/11/1980 0:00:00,"",18,468029.8,5040622,"4","p4",,,"",,,,,,,
10039668,"1517796",,,,9/30/1980 0:00:00,"",18,466129.8,5035921,"4","p4",,,"",,,,,,,
10039669,"1517797",,,,3/1/1980 0:00:00,"",18,468629.8,5040722,"4","p4",,,"",,,,,,,
10039670,"1517798",,,,7/1/1981 0:00:00,"",18,467629.8,5040522,"4","p4",,,"",,,,,,,
10039671,"1517799",,,,4/26/1982 0:00:00,"",18,468729.8,5035121,"4","p4",,,"",,,,,,,
10039672,"1517800",,,,4/22/1982 0:00:00,"",18,467229.8,5038621,"4","p4",,,"",,,,,,,
10039673,"1517801",,,,4/12/1982 0:00:00,"",18,469929.9,5030521,"4","p4",,,"",,,,,,,
10039674,"1517802",,,,5/11/1982 0:00:00,"",18,405029.5,5035922,"5","p5",,,"",,,,,,,
10039675,"1517803",,,,4/26/1982 0:00:00,"",18,405029.5,5036222,"5","p5",,,"",,,,,,,
10039676,"1517804",,,,5/10/1982 0:00:00,"",18,437129.6,5019121,"4","p4",,,"",,,,,,,
10039677,"1517805",,,,5/15/1982 0:00:00,"",18,408429.6,5039422,"5","p5",,,"",,,,,,,
10039678,"1517806",,,,5/21/1982 0:00:00,"",18,467929.8,5040422,"4","p4",,,"",,,,,,,
10039679,"1517807",,,,5/23/1981 0:00:00,"",18,472029.9,5022321,"5","p5",,,"",,,,,,,
10039680,"1517808",,,,5/22/1981 0:00:00,"",18,472129.9,5022421,"5","p5",,,"",,,,,,,
10039681,"1517809",,,,8/18/1981 0:00:00,"",18,470529.8,5040722,"4","p4",,,"",,,,,,,
10039682,"1517810",,,,11/3/1981 0:00:00,"",18,470529.8,5040722,"4","p4",,,"",,,,,,,
10039683,"1517811",,,,5/8/1982 0:00:00,"",18,476629.8,5033721,"5","p5",,,"",,,,,,,
10039684,"1517812",,,,5/10/1982 0:00:00,"",18,473329.8,5022421,"5","p5",,,"",,,,,,,
10039685,"1517813",,,,5/25/1981 0:00:00,"",18,472229.9,5022321,"5","p5",,,"",,,,,,,
10039686,"1517814",,,,1/4/1982 0:00:00,"",18,471929.8,5031821,"5","p5",,,"",,,,,,,
10039687,"1517815",,,,5/26/1982 0:00:00,"",18,465529.9,5028921,"4","p4",,,"",,,,,,,
10039688,"1517816",,,,4/27/1982 0:00:00,"",18,466429.9,5029621,"4","p4",,,"",,,,,,,
10039689,"1517817",,,,4/28/1982 0:00:00,"",18,466229.9,5029721,"4","p4",,,"",,,,,,,
10039690,"1517818",,,,5/13/1982 0:00:00,"",18,466529.9,5029721,"4","p4",,,"",,,,,,,
10039691,"1517819",,,,3/31/1982 0:00:00,"",18,467929.8,5040622,"4","p4",,,"",,,,,,,
10039692,"1517820",,,,5/19/1982 0:00:00,"",18,417429.5,5012921,"4","p4",,,"",,,,,,,
10039693,"1517821",,,,5/14/1982 0:00:00,"",18,452829.8,4999121,"4","p4",,,"",,,,,,,
10039694,"1517822",,,,5/13/1982 0:00:00,"",18,462829.9,5009221,"4","p4",,,"",,,,,,,
10039695,"1517823",,,,5/25/1982 0:00:00,"",18,464129.8,5001021,"4","p4",,,"",,,,,,,
10039696,"1517824",,,,9/16/1981 0:00:00,"",18,,,"9","na",,,"",,,,,,,
10039697,"1517825",,,,6/2/1982 0:00:00,"",18,468529.8,5040622,"4","p4",,,"",,,,,,,
10039698,"1517826",,,,6/8/1982 0:00:00,"",18,466129.8,5040422,"4","p4",,,"",,,,,,,
10039699,"1517827",,,,6/16/1982 0:00:00,"",18,469729.8,5040722,"4","p4",,,"",,,,,,,
10039700,"1517828",,,,6/28/1982 0:00:00,"",18,467729.8,5040422,"4","p4",,,"",,,,,,,
10039701,"1517829",,,,6/1/1982 0:00:00,"",18,467829.9,5034621,"4","p4",,,"",,,,,,,
10039702,"1517830",,,,6/10/1982 0:00:00,"",18,466029.9,5029321,"4","p4",,,"",,,,,,,
10039703,"1517831",,,,6/14/1982 0:00:00,"",18,468029.8,5040522,"4","p4",,,"",,,,,,,
10039704,"1517832",,,,6/30/1982 0:00:00,"",18,466029.9,5029621,"4","p4",,,"",,,,,,,
10039705,"1517833",,,,7/2/1982 0:00:00,"",18,465929.9,5029321,"4","p4",,,"",,,,,,,
10039706,"1517834",,,,7/3/1982 0:00:00,"",18,466829.9,5029721,"4","p4",,,"",,,,,,,
10039707,"1517835",,,,6/29/1982 0:00:00,"",18,433429.7,5007521,"4","p4",,,"",,,,,,,
10039708,"1517836",,,,6/16/1982 0:00:00,"",18,417929.5,5006721,"5","p5",,,"",,,,,,,
10039709,"1517837",,,,5/14/1982 0:00:00,"",18,435529.7,5003321,"4","p4",,,"",,,,,,,
10039710,"1517838",,,,6/22/1982 0:00:00,"",18,418929.6,5002021,"5","p5",,,"",,,,,,,
10039711,"1517839",,,,5/4/1982 0:00:00,"",18,410729.5,5016721,"5","p5",,,"",,,,,,,
10039712,"1517840",,,,6/24/1982 0:00:00,"",18,418629.6,5022421,"4","p4",,,"",,,,,,,
10039713,"1517841",,,,6/3/1982 0:00:00,"",18,417129.5,5006821,"5","p5",,,"",,,,,,,
10039714,"1517842",,,,3/31/1982 0:00:00,"",18,435029.7,5013021,"4","p4",,,"",,,,,,,
10039715,"1517843",,,,4/19/1982 0:00:00,"",18,452129.8,4999121,"4","p4",,,"",,,,,,,
10039716,"1517844",,,,4/19/1982 0:00:00,"",18,455229.8,5001021,"4","p4",,,"",,,,,,,
10039717,"1517845",,,,5/14/1982 0:00:00,"",18,450129.7,5004421,"4","p4",,,"",,,,,,,
10039718,"1517846",,,,3/23/1982 0:00:00,"",18,453329.8,5001221,"4","p4",,,"",,,,,,,
10039719,"1517847",,,,7/2/1982 0:00:00,"",18,460429.8,5007921,"4","p4",,,"",,,,,,,
10039720,"1517848",,,,5/6/1982 0:00:00,"",18,463729.8,5001221,"4","p4",,,"",,,,,,,
10039721,"1517849",,,,5/11/1982 0:00:00,"",18,455729.8,5012321,"4","p4",,,"",,,,,,,
10039722,"1517850",,,,5/20/1982 0:00:00,"",18,464029.8,5017321,"4","p4",,,"",,,,,,,
10039723,"1517851",,,,6/24/1982 0:00:00,"",18,447329.8,5009121,"4","p4",,,"",,,,,,,
10039724,"1517852",,,,3/22/1982 0:00:00,"",18,434329.6,5005021,"4","p4",,,"",,,,,,,
10039725,"1517853",,,,5/27/1982 0:00:00,"",18,435129.7,5004321,"4","p4",,,"",,,,,,,
10039726,"1517854",,,,6/30/1982 0:00:00,"",18,434829.7,5004021,"4","p4",,,"",,,,,,,
10039727,"1517855",,,,6/4/1982 0:00:00,"",18,434429.6,5003321,"4","p4",,,"",,,,,,,
10039728,"1517856",,,,5/26/1982 0:00:00,"",18,442129.8,4999621,"4","p4",,,"",,,,,,,
10039729,"1517857",,,,5/25/1982 0:00:00,"",18,,,"9","na",,,"",,,,,,,
10039730,"1517858",,,,5/12/1982 0:00:00,"",18,449478.9,5002425,"9","lot",,,"",,,,,,,
10039731,"1517859",,,,6/29/1982 0:00:00,"",18,448629.7,5006321,"4","p4",,,"",,,,,,,
10039732,"1517860",,,,6/28/1982 0:00:00,"",18,442129.7,5002521,"4","p4",,,"",,,,,,,
10039733,"1517861",,,,3/15/1982 0:00:00,"",18,429820.6,4992043,"9","lot",,,"",,,,,,,
10039734,"1517862",,,,4/12/1982 0:00:00,"",18,448162.8,5006400,"5","gis",,,"",,,,,,,
10039735,"1517863",,,,4/5/1982 0:00:00,"",18,446329.8,5008421,"4","p4",,,"",,,,,,,
10039736,"1517865",,,,5/25/1982 0:00:00,"",18,446329.8,5008421,"4","p4",,,"",,,,,,,
10039737,"1517866",,,,3/29/1982 0:00:00,"",18,449129.8,4999821,"4","p4",,,"",,,,,,,
10039738,"1517867",,,,3/30/1982 0:00:00,"",18,448493.7,4990365,"5","gis",,,"",,,,,,,
10039739,"1517868",,,,6/1/1982 0:00:00,"",18,,,"9","na",,,"",,,,,,,
10039740,"1517869",,,,6/18/1982 0:00:00,"",18,408929.5,5032922,"5","p5",,,"",,,,,,,
10039741,"1517870",,,,7/3/1982 0:00:00,"",18,418914.6,5022674,"9","lot",,,"",,,,,,,
10039742,"1517871",,,,7/16/1982 0:00:00,"",18,452129.8,5016121,"4","p4",,,"",,,,,,,
10039743,"1517872",,,,7/28/1982 0:00:00,"",18,422129.6,4997121,"5","p5",,,"",,,,,,,
10039744,"1517873",,,,7/28/1982 0:00:00,"",18,422029.6,4998021,"5","p5",,,"",,,,,,,
10039745,"1517874",,,,7/24/1982 0:00:00,"",18,428329.7,5010221,"4","p4",,,"",,,,,,,
10039746,"1517875",,,,8/3/1982 0:00:00,"",18,420329.6,5003421,"5","p5",,,"",,,,,,,
10039747,"1517876",,,,8/4/1982 0:00:00,"",18,424529.6,5025521,"4","p4",,,"",,,,,,,
10039748,"1517877",,,,7/21/1982 0:00:00,"",18,423929.6,5028721,"4","p4",,,"",,,,,,,
10039749,"1517878",,,,6/23/1982 0:00:00,"",18,455829.8,5011821,"4","p4",,,"",,,,,,,
10039750,"1517879",,,,6/28/1982 0:00:00,"",18,455829.8,5011821,"4","p4",,,"",,,,,,,
10039751,"1517880",,,,6/30/1982 0:00:00,"",18,455629.8,5012621,"4","p4",,,"",,,,,,,
10039752,"1517881",,,,7/3/1982 0:00:00,"",18,460329.8,5014821,"4","p4",,,"",,,,,,,
10039753,"1517882",,,,8/5/1982 0:00:00,"",18,438629.7,4999621,"4","p4",,,"",,,,,,,
10039754,"1517883",,,,8/11/1982 0:00:00,"",18,443529.8,4998321,"4","p4",,,"",,,,,,,
10039755,"1517884",,,,7/30/1982 0:00:00,"",18,443829.8,4997721,"4","p4",,,"",,,,,,,
10039756,"1517885",,,,7/23/1982 0:00:00,"",18,442529.7,5004421,"4","p4",,,"",,,,,,,
10039757,"1517886",,,,7/26/1982 0:00:00,"",18,450110.8,5001446,"9","lot",,,"",,,,,,,
10039758,"1517887",,,,7/19/1982 0:00:00,"",18,413429.6,5035321,"5","p5",,,"",,,,,,,
10039759,"1517888",,,,7/14/1982 0:00:00,"",18,407829.5,5028521,"5","p5",,,"",,,,,,,
10039760,"1517889",,,,7/28/1982 0:00:00,"",18,435067.2,5020437,"9","lot",,,"",,,,,,,
10039761,"1517890",,,,8/17/1982 0:00:00,"",18,466829.9,5029321,"4","p4",,,"",,,,,,,
10039762,"1517891",,,,5/12/1982 0:00:00,"",18,412029.5,5031621,"5","p5",,,"",,,,,,,
10039763,"1517892",,,,5/11/1982 0:00:00,"",18,412029.5,5031721,"5","p5",,,"",,,,,,,
10039764,"1517893",,,,5/11/1982 0:00:00,"",18,412129.5,5031621,"5","p5",,,"",,,,,,,
10039765,"1517894",,,,8/17/1982 0:00:00,"",18,405529.5,5026121,"5","p5",,,"",,,,,,,
10039766,"1517895",,,,3/12/1982 0:00:00,"",18,434329.6,5003721,"4","p4",,,"",,,,,,,
10039767,"1517896",,,,3/12/1982 0:00:00,"",18,434529.6,5003821,"4","p4",,,"",,,,,,,
10039768,"1517897",,,,6/24/1982 0:00:00,"",18,421529.5,5018621,"4","p4",,,"",,,,,,,
10039769,"1517898",,,,7/13/1982 0:00:00,"",18,425429.6,5024321,"4","p4",,,"",,,,,,,
10039770,"1517899",,,,8/31/1982 0:00:00,"",18,442629.7,5016721,"4","p4",,,"",,,,,,,
10039771,"1517900",,,,8/30/1982 0:00:00,"",18,437029.8,5008521,"4","p4",,,"",,,,,,,
10039772,"1517901",,,,5/26/1982 0:00:00,"",18,450229.8,5003321,"4","p4",,,"",,,,,,,
10039773,"1517902",,,,6/25/1982 0:00:00,"",18,414429.6,5033421,"5","p5",,,"",,,,,,,
10039774,"1517903",,,,6/25/1982 0:00:00,"",18,419229.6,5035421,"5","p5",,,"",,,,,,,
10039775,"1517904",,,,8/12/1982 0:00:00,"",18,408829.6,5039722,"9","p5",,,"",,,,,,,
10039776,"1517905",,,,6/24/1980 0:00:00,"",18,475529.8,5033821,"5","p5",,,"",,,,,,,
10039777,"1517906",,,,3/27/1981 0:00:00,"",18,462729.9,5009321,"5","p5",,,"",,,,,,,
10039778,"1517907",,,,5/27/1982 0:00:00,"",18,470729.8,5040322,"4","p4",,,"",,,,,,,
10039779,"1517908",,,,5/12/1982 0:00:00,"",18,465529.8,5030521,"4","p4",,,"",,,,,,,
10039780,"1517909",,,,6/18/1982 0:00:00,"",18,466529.9,5037621,"4","p4",,,"",,,,,,,
10039781,"1517910",,,,7/20/1982 0:00:00,"",18,470129.9,5030921,"4","p4",,,"",,,,,,,
10039782,"1517911",,,,8/28/1982 0:00:00,"",18,469129.9,5027621,"4","p4",,,"",,,,,,,
10039783,"1517912",,,,7/16/1982 0:00:00,"",18,469229.9,5022721,"4","p4",,,"",,,,,,,
10039784,"1517913",,,,8/18/1982 0:00:00,"",18,472929.8,5032621,"5","p5",,,"",,,,,,,
10039785,"1517914",,,,8/20/1982 0:00:00,"",18,468329.8,5040822,"4","p4",,,"",,,,,,,
10039786,"1517915",,,,8/19/1982 0:00:00,"",18,466829.9,5029121,"4","p4",,,"",,,,,,,
10039787,"1517916",,,,8/13/1982 0:00:00,"",18,465629.9,5029421,"4","p4",,,"",,,,,,,
10039788,"1517917",,,,8/28/1982 0:00:00,"",18,460829.8,5033121,"4","p4",,,"",,,,,,,
10039789,"1517918",,,,9/4/1982 0:00:00,"",18,474829.8,5030921,"4","p4",,,"",,,,,,,
10039790,"1517919",,,,8/25/1982 0:00:00,"",18,470929.8,5032821,"5","p5",,,"",,,,,,,
10039791,"1517920",,,,9/25/1982 0:00:00,"",18,466529.9,5037621,"4","p4",,,"",,,,,,,
10039792,"1517921",,,,9/17/1982 0:00:00,"",18,467729.8,5040322,"4","p4",,,"",,,,,,,
10039793,"1517922",,,,8/20/1982 0:00:00,"",18,468329.8,5040722,"4","p4",,,"",,,,,,,
10039794,"1517923",,,,4/13/1982 0:00:00,"",18,410529.5,5023521,"5","p5",,,"",,,,,,,
10039795,"1517924",,,,7/7/1982 0:00:00,"",18,445529.7,5014421,"4","p4",,,"",,,,,,,
10039796,"1517925",,,,3/26/1982 0:00:00,"",18,,,"9","na",,,"",,,,,,,
10039797,"1517926",,,,3/11/1982 0:00:00,"",18,461729.8,5025021,"4","p4",,,"",,,,,,,
10039798,"1517927",,,,8/11/1982 0:00:00,"",18,445329.8,5011221,"4","p4",,,"",,,,,,,
10039799,"1517928",,,,5/20/1982 0:00:00,"",18,428429.7,5009921,"4","p4",,,"",,,,,,,
10039800,"1517929",,,,5/17/1982 0:00:00,"",18,434729.7,5003521,"4","p4",,,"",,,,,,,
10039801,"1517930",,,,7/17/1982 0:00:00,"",18,434635.6,5003484,"5","gis",,,"",,,,,,,
10039802,"1517931",,,,7/9/1982 0:00:00,"",18,433929.6,5004521,"4","p4",,,"",,,,,,,
10039803,"1517932",,,,7/29/1982 0:00:00,"",18,434629.6,5003421,"4","p4",,,"",,,,,,,
10039804,"1517933",,,,7/13/1982 0:00:00,"",18,434629.6,5003421,"4","p4",,,"",,,,,,,
10039805,"1517934",,,,7/1/1982 0:00:00,"",18,414129.5,5010321,"5","p5",,,"",,,,,,,
10039806,"1517935",,,,6/7/1982 0:00:00,"",18,419329.6,5021721,"4","p4",,,"",,,,,,,
10039807,"1517936",,,,6/17/1982 0:00:00,"",18,412229.5,5023121,"4","p4",,,"",,,,,,,
10039808,"1517937",,,,7/17/1982 0:00:00,"",18,426429.6,5023021,"4","p4",,,"",,,,,,,
