"METHOD_CONSTRUCTION_ID","BORE_HOLE_ID","WELL_ID","METHOD_CONSTRUCTION_CODE","OTHER_METHOD_CONSTRUCTION"
961519927,10041780,"1519927","5",
961519928,10041781,"1519928","5",
961519929,10041782,"1519929","5",
961519930,10041783,"1519930","5",
961519931,10041784,"1519931","5",
961519932,10041785,"1519932","5",
961519933,10041786,"1519933","1",
961519934,10041787,"1519934","1",
961519935,10041788,"1519935","1",
961519936,10041789,"1519936","1",
961519938,10041790,"1519938","4",
961519939,10041791,"1519939","5",
961519940,10041792,"1519940","5",
961519941,10041793,"1519941","5",
961519942,10041794,"1519942","5",
961519944,10041795,"1519944","4",
961519945,10041796,"1519945","5",
961519946,10041797,"1519946","5",
961519948,10041798,"1519948","5",
961519949,10041799,"1519949","5",
961519950,10041800,"1519950","5",
961519951,10041801,"1519951","5",
961519952,10041802,"1519952","5",
961519953,10041803,"1519953","5",
961519954,10041804,"1519954","1",
961519955,10041805,"1519955","5",
961519956,10041806,"1519956","5",
961519957,10041807,"1519957","1",
961519958,10041808,"1519958","1",
961519959,10041809,"1519959","5",
961519960,10041810,"1519960","5",
961519961,10041811,"1519961","4",
961519962,10041812,"1519962","4",
961519963,10041813,"1519963","5",
961519964,10041814,"1519964","4",
961519965,10041815,"1519965","1",
961519966,10041816,"1519966","5",
961519967,10041817,"1519967","5",
961519968,10041818,"1519968","5",
961519969,10041819,"1519969","5",
961519970,10041820,"1519970","4",
961519971,10041821,"1519971","5",
961519972,10041822,"1519972","4",
961519973,10041823,"1519973","1",
961519974,10041824,"1519974","1",
961519975,10041825,"1519975","1",
961519976,10041826,"1519976","1",
961519977,10041827,"1519977","1",
961519978,10041828,"1519978","1",
961519979,10041829,"1519979","1",
961519980,10041830,"1519980","1",
961519981,10041831,"1519981","4",
961519982,10041832,"1519982","4",
961519983,10041833,"1519983","1",
961519984,10041834,"1519984","1",
961519985,10041835,"1519985","1",
961519986,10041836,"1519986","1",
961519987,10041837,"1519987","1",
961519988,10041838,"1519988","1",
961519989,10041839,"1519989","1",
961519990,10041840,"1519990","1",
961519991,10041841,"1519991","1",
961519992,10041842,"1519992","1",
961519993,10041843,"1519993","1",
961519994,10041844,"1519994","1",
961519995,10041845,"1519995","1",
961519996,10041846,"1519996","1",
961519997,10041847,"1519997","1",
961519998,10041848,"1519998","1",
961519999,10041849,"1519999","1",
961520000,10041850,"1520000","1",
961520001,10041851,"1520001","1",
961520002,10041852,"1520002","1",
961520003,10041853,"1520003","1",
961520004,10041854,"1520004","1",
961520005,10041855,"1520005","1",
961520006,10041856,"1520006","1",
961520007,10041857,"1520007","1",
961520008,10041858,"1520008","1",
961520009,10041859,"1520009","1",
961520010,10041860,"1520010","5",
961520011,10041861,"1520011","1",
961520012,10041862,"1520012","1",
961520013,10041863,"1520013","1",
961520014,10041864,"1520014","1",
961520015,10041865,"1520015","4",
961520016,10041866,"1520016","5",
961520017,10041867,"1520017","5",
961520018,10041868,"1520018","5",
961520019,10041869,"1520019","5",
961520020,10041870,"1520020","5",
961520021,10041871,"1520021","5",
961520022,10041872,"1520022","5",
961520023,10041873,"1520023","5",
961520024,10041874,"1520024","5",
961520025,10041875,"1520025","5",
961520026,10041876,"1520026","5",
961520027,10041877,"1520027","1",
961520028,10041878,"1520028","4",
961520029,10041879,"1520029","1",
961520030,10041880,"1520030","4",
961520031,10041881,"1520031","5",
961520032,10041882,"1520032","5",
961520033,10041883,"1520033","5",
961520034,10041884,"1520034","5",
961520035,10041885,"1520035","1",
961520036,10041886,"1520036","5",
961520037,10041887,"1520037","5",
961520038,10041888,"1520038","5",
961520039,10041889,"1520039","5",
961520040,10041890,"1520040","5",
961520041,10041891,"1520041","5",
961520042,10041892,"1520042","5",
961520043,10041893,"1520043","5",
961520044,10041894,"1520044","5",
961520045,10041895,"1520045","5",
961520046,10041896,"1520046","5",
961520047,10041897,"1520047","5",
961520048,10041898,"1520048","5",
961520049,10041899,"1520049","5",
961520050,10041900,"1520050","5",
961520051,10041901,"1520051","5",
961520052,10041902,"1520052","5",
961520053,10041903,"1520053","5",
961520054,10041904,"1520054","4",
961520055,10041905,"1520055","5",
961520056,10041906,"1520056","5",
961520057,10041907,"1520057","5",
961520058,10041908,"1520058","5",
961520059,10041909,"1520059","5",
961520060,10041910,"1520060","5",
961520061,10041911,"1520061","5",
961520062,10041912,"1520062","5",
961520063,10041913,"1520063","5",
961520064,10041914,"1520064","5",
961520065,10041915,"1520065","5",
961520066,10041916,"1520066","5",
961520067,10041917,"1520067","5",
961520068,10041918,"1520068","5",
961520069,10041919,"1520069","5",
961520070,10041920,"1520070","5",
961520071,10041921,"1520071","5",
961520072,10041922,"1520072","5",
961520073,10041923,"1520073","5",
961520074,10041924,"1520074","5",
961520075,10041925,"1520075","5",
961520076,10041926,"1520076","5",
961520077,10041927,"1520077","1",
961520078,10041928,"1520078","5",
961520079,10041929,"1520079","1",
961520080,10041930,"1520080","1",
961520081,10041931,"1520081","1",
961520082,10041932,"1520082","1",
961520083,10041933,"1520083","1",
961520084,10041934,"1520084","1",
961520085,10041935,"1520085","2",
961520086,10041936,"1520086","1",
961520087,10041937,"1520087","5",
961520088,10041938,"1520088","5",
961520089,10041939,"1520089","5",
961520090,10041940,"1520090","5",
961520091,10041941,"1520091","5",
961520092,10041942,"1520092","5",
961520093,10041943,"1520093","5",
961520094,10041944,"1520094","5",
961520095,10041945,"1520095","5",
961520096,10041946,"1520096","5",
961520097,10041947,"1520097","5",
961520098,10041948,"1520098","4",
961520099,10041949,"1520099","5",
961520100,10041950,"1520100","5",
961520101,10041951,"1520101","5",
961520102,10041952,"1520102","5",
961520103,10041953,"1520103","5",
961520104,10041954,"1520104","1",
961520105,10041955,"1520105","5",
961520106,10041956,"1520106","5",
961520107,10041957,"1520107","5",
961520108,10041958,"1520108","5",
961520109,10041959,"1520109","1",
961520110,10041960,"1520110","5",
961520111,10041961,"1520111","4",
961520112,10041962,"1520112","5",
961520113,10041963,"1520113","5",
961520114,10041964,"1520114","4",
961520115,10041965,"1520115","5",
961520116,10041966,"1520116","5",
961520117,10041967,"1520117","4",
961520118,10041968,"1520118","5",
961520119,10041969,"1520119","5",
961520120,10041970,"1520120","5",
961520122,10041971,"1520122","4",
961520123,10041972,"1520123","5",
961520124,10041973,"1520124","4",
961520125,10041974,"1520125","4",
961520126,10041975,"1520126","4",
961520127,10041976,"1520127","5",
961520128,10041977,"1520128","5",
961520130,10041978,"1520130","5",
961520131,10041979,"1520131","5",
961520132,10041980,"1520132","5",
961520133,10041981,"1520133","5",
961520134,10041982,"1520134","4",
961520135,10041983,"1520135","4",
961520136,10041984,"1520136","4",
961520137,10041985,"1520137","4",
961520138,10041986,"1520138","4",
961520139,10041987,"1520139","1",
961520140,10041988,"1520140","5",
961520142,10041989,"1520142","4",
961520143,10041990,"1520143","4",
961520145,10041991,"1520145","5",
961520147,10041992,"1520147","5",
961520148,10041993,"1520148","5",
961520149,10041994,"1520149","4",
961520150,10041995,"1520150","5",
961520151,10041996,"1520151","1",
961520152,10041997,"1520152","1",
961520153,10041998,"1520153","1",
961520154,10041999,"1520154","1",
961520155,10042000,"1520155","1",
961520156,10042001,"1520156","1",
961520157,10042002,"1520157","1",
961520158,10042003,"1520158","1",
961520159,10042004,"1520159","1",
961520160,10042005,"1520160","1",
961520161,10042006,"1520161","1",
961520162,10042007,"1520162","1",
961520163,10042008,"1520163","1",
961520164,10042009,"1520164","1",
961520165,10042010,"1520165","1",
961520166,10042011,"1520166","1",
961520167,10042012,"1520167","4",
961520168,10042013,"1520168","4",
961520169,10042014,"1520169","1",
961520170,10042015,"1520170","1",
961520171,10042016,"1520171","5",
961520172,10042017,"1520172","1",
961520173,10042018,"1520173","1",
961520174,10042019,"1520174","1",
961520175,10042020,"1520175","1",
961520176,10042021,"1520176","1",
961520177,10042022,"1520177","1",
961520178,10042023,"1520178","1",
961520179,10042024,"1520179","1",
961520180,10042025,"1520180","1",
961520181,10042026,"1520181","1",
961520182,10042027,"1520182","4",
961520183,10042028,"1520183","1",
961520184,10042029,"1520184","1",
961520185,10042030,"1520185","4",
961520186,10042031,"1520186","1",
961520187,10042032,"1520187","4",
961520188,10042033,"1520188","5",
961520189,10042034,"1520189","5",
961520190,10042035,"1520190","5",
961520191,10042036,"1520191","5",
961520192,10042037,"1520192","5",
961520193,10042038,"1520193","1",
961520194,10042039,"1520194","5",
961520195,10042040,"1520195","5",
961520196,10042041,"1520196","5",
961520197,10042042,"1520197","1",
961520198,10042043,"1520198","1",
961520199,10042044,"1520199","1",
961520200,10042045,"1520200","1",
961520201,10042046,"1520201","1",
961520202,10042047,"1520202","1",
961520203,10042048,"1520203","1",
961520204,10042049,"1520204","1",
961520205,10042050,"1520205","1",
961520206,10042051,"1520206","1",
961520207,10042052,"1520207","1",
961520208,10042053,"1520208","5",
961520209,10042054,"1520209","5",
961520210,10042055,"1520210","1",
961520211,10042056,"1520211","1",
961520212,10042057,"1520212","1",
961520213,10042058,"1520213","1",
961520214,10042059,"1520214","1",
961520215,10042060,"1520215","1",
961520216,10042061,"1520216","1",
961520217,10042062,"1520217","4",
961520218,10042063,"1520218","4",
961520219,10042064,"1520219","4",
961520220,10042065,"1520220","4",
961520221,10042066,"1520221","4",
961520222,10042067,"1520222","5",
961520223,10042068,"1520223","5",
961520224,10042069,"1520224","1",
961520225,10042070,"1520225","5",
961520226,10042071,"1520226","5",
961520227,10042072,"1520227","5",
961520228,10042073,"1520228","1",
961520229,10042074,"1520229","1",
961520230,10042075,"1520230","1",
961520231,10042076,"1520231","1",
961520232,10042077,"1520232","1",
961520233,10042078,"1520233","1",
961520234,10042079,"1520234","1",
961520235,10042080,"1520235","1",
961520236,10042081,"1520236","1",
961520237,10042082,"1520237","5",
961520238,10042083,"1520238","1",
961520239,10042084,"1520239","5",
961520240,10042085,"1520240","5",
961520242,10042086,"1520242","5",
961520243,10042087,"1520243","5",
961520244,10042088,"1520244","5",
961520246,10042089,"1520246","5",
961520247,10042090,"1520247","1",
961520248,10042091,"1520248","1",
961520249,10042092,"1520249","5",
961520250,10042093,"1520250","5",
961520251,10042094,"1520251","5",
961520252,10042095,"1520252","5",
961520253,10042096,"1520253","1",
961520254,10042097,"1520254","1",
961520255,10042098,"1520255","5",
961520256,10042099,"1520256","5",
961520257,10042100,"1520257","5",
961520258,10042101,"1520258","5",
961520259,10042102,"1520259","2",
961520260,10042103,"1520260","5",
961520261,10042104,"1520261","5",
961520262,10042105,"1520262","5",
961520263,10042106,"1520263","5",
961520264,10042107,"1520264","1",
961520265,10042108,"1520265","1",
961520266,10042109,"1520266","1",
961520267,10042110,"1520267","5",
961520268,10042111,"1520268","5",
961520269,10042112,"1520269","5",
961520270,10042113,"1520270","1",
961520271,10042114,"1520271","1",
961520272,10042115,"1520272","5",
961520273,10042116,"1520273","5",
961520274,10042117,"1520274","5",
961520275,10042118,"1520275","5",
961520276,10042119,"1520276","5",
961520277,10042120,"1520277","5",
961520278,10042121,"1520278","5",
961520279,10042122,"1520279","5",
961520280,10042123,"1520280","1",
961520281,10042124,"1520281","5",
961520282,10042125,"1520282","5",
961520283,10042126,"1520283","5",
961520284,10042127,"1520284","5",
961520285,10042128,"1520285","5",
961520286,10042129,"1520286","1",
961520287,10042130,"1520287","5",
961520288,10042131,"1520288","5",
961520289,10042132,"1520289","5",
961520290,10042133,"1520290","5",
961520291,10042134,"1520291","1",
961520292,10042135,"1520292","1",
961520293,10042136,"1520293","1",
961520294,10042137,"1520294","5",
961520295,10042138,"1520295","1",
961520296,10042139,"1520296","5",
961520297,10042140,"1520297","1",
961520298,10042141,"1520298","5",
961520299,10042142,"1520299","5",
961520300,10042143,"1520300","1",
961520301,10042144,"1520301","5",
961520302,10042145,"1520302","5",
961520303,10042146,"1520303","5",
961520304,10042147,"1520304","5",
961520305,10042148,"1520305","5",
961520306,10042149,"1520306","5",
961520307,10042150,"1520307","5",
961520308,10042151,"1520308","5",
961520309,10042152,"1520309","5",
961520310,10042153,"1520310","5",
961520311,10042154,"1520311","5",
961520312,10042155,"1520312","5",
961520313,10042156,"1520313","1",
961520314,10042157,"1520314","5",
961520315,10042158,"1520315","5",
961520316,10042159,"1520316","5",
961520317,10042160,"1520317","5",
961520318,10042161,"1520318","5",
961520319,10042162,"1520319","5",
961520320,10042163,"1520320","5",
961520321,10042164,"1520321","5",
961520322,10042165,"1520322","5",
961520323,10042166,"1520323","5",
961520324,10042167,"1520324","5",
961520325,10042168,"1520325","5",
961520326,10042169,"1520326","5",
961520327,10042170,"1520327","5",
961520328,10042171,"1520328","5",
961520329,10042172,"1520329","5",
961520330,10042173,"1520330","5",
961520331,10042174,"1520331","5",
961520332,10042175,"1520332","1",
961520333,10042176,"1520333","5",
961520334,10042177,"1520334","5",
961520335,10042178,"1520335","5",
961520336,10042179,"1520336","5",
961520337,10042180,"1520337","5",
961520338,10042181,"1520338","5",
961520339,10042182,"1520339","5",
961520340,10042183,"1520340","5",
961520341,10042184,"1520341","5",
961520342,10042185,"1520342","5",
961520343,10042186,"1520343","5",
961520344,10042187,"1520344","5",
961520345,10042188,"1520345","5",
961520346,10042189,"1520346","5",
961520347,10042190,"1520347","5",
961520348,10042191,"1520348","5",
961520349,10042192,"1520349","5",
961520350,10042193,"1520350","5",
961520351,10042194,"1520351","5",
961520352,10042195,"1520352","5",
961520353,10042196,"1520353","5",
961520354,10042197,"1520354","5",
961520355,10042198,"1520355","5",
961520356,10042199,"1520356","5",
961520357,10042200,"1520357","5",
961520358,10042201,"1520358","5",
961520359,10042202,"1520359","5",
961520360,10042203,"1520360","5",
961520361,10042204,"1520361","5",
961520362,10042205,"1520362","5",
961520363,10042206,"1520363","5",
961520364,10042207,"1520364","5",
961520365,10042208,"1520365","5",
961520366,10042209,"1520366","5",
961520367,10042210,"1520367","5",
961520368,10042211,"1520368","5",
961520369,10042212,"1520369","5",
961520370,10042213,"1520370","5",
961520371,10042214,"1520371","5",
961520372,10042215,"1520372","5",
961520373,10042216,"1520373","5",
961520374,10042217,"1520374","5",
961520375,10042218,"1520375","5",
961520376,10042219,"1520376","5",
961520377,10042220,"1520377","5",
961520378,10042221,"1520378","5",
961520379,10042222,"1520379","5",
961520380,10042223,"1520380","5",
961520381,10042224,"1520381","5",
961520382,10042225,"1520382","5",
961520383,10042226,"1520383","5",
961520384,10042227,"1520384","5",
961520385,10042228,"1520385","5",
961520386,10042229,"1520386","5",
961520387,10042230,"1520387","1",
961520388,10042231,"1520388","1",
961520389,10042232,"1520389","5",
961520390,10042233,"1520390","1",
961520391,10042234,"1520391","1",
961520392,10042235,"1520392","5",
961520393,10042236,"1520393","5",
961520394,10042237,"1520394","1",
961520395,10042238,"1520395","1",
961520396,10042239,"1520396","1",
961520397,10042240,"1520397","5",
961520398,10042241,"1520398","5",
961520399,10042242,"1520399","5",
961520400,10042243,"1520400","1",
961520401,10042244,"1520401","5",
961520402,10042245,"1520402","4",
961520403,10042246,"1520403","5",
961520404,10042247,"1520404","5",
961520405,10042248,"1520405","5",
961520406,10042249,"1520406","5",
961520407,10042250,"1520407","5",
961520408,10042251,"1520408","5",
961520409,10042252,"1520409","5",
961520410,10042253,"1520410","5",
961520411,10042254,"1520411","5",
961520412,10042255,"1520412","5",
961520413,10042256,"1520413","5",
961520414,10042257,"1520414","5",
961520415,10042258,"1520415","5",
961520416,10042259,"1520416","5",
961520417,10042260,"1520417","5",
961520418,10042261,"1520418","5",
961520419,10042262,"1520419","4",
961520420,10042263,"1520420","4",
961520421,10042264,"1520421","1",
961520422,10042265,"1520422","1",
961520423,10042266,"1520423","1",
961520424,10042267,"1520424","1",
961520425,10042268,"1520425","1",
961520426,10042269,"1520426","2",
961520427,10042270,"1520427","2",
961520428,10042271,"1520428","4",
961520429,10042272,"1520429","4",
961520430,10042273,"1520430","4",
961520431,10042274,"1520431","4",
961520432,10042275,"1520432","5",
961520433,10042276,"1520433","2",
961520434,10042277,"1520434","2",
961520435,10042278,"1520435","1",
961520436,10042279,"1520436","5",
961520437,10042280,"1520437","5",
961520438,10042281,"1520438","2",
961520439,10042282,"1520439","5",
961520440,10042283,"1520440","1",
961520441,10042284,"1520441","1",
961520442,10042285,"1520442","1",
961520443,10042286,"1520443","1",
961520444,10042287,"1520444","1",
961520445,10042288,"1520445","1",
961520446,10042289,"1520446","5",
961520447,10042290,"1520447","5",
961520448,10042291,"1520448","1",
961520449,10042292,"1520449","1",
961520450,10042293,"1520450","1",
961520451,10042294,"1520451","1",
961520452,10042295,"1520452","1",
961520453,10042296,"1520453","1",
961520454,10042297,"1520454","1",
961520455,10042298,"1520455","1",
961520456,10042299,"1520456","1",
961520457,10042300,"1520457","1",
961520458,10042301,"1520458","1",
961520459,10042302,"1520459","1",
961520460,10042303,"1520460","5",
961520461,10042304,"1520461","5",
961520462,10042305,"1520462","5",
961520463,10042306,"1520463","5",
961520464,10042307,"1520464","5",
961520465,10042308,"1520465","5",
961520466,10042309,"1520466","5",
961520467,10042310,"1520467","1",
961520468,10042311,"1520468","1",
961520469,10042312,"1520469","1",
961520470,10042313,"1520470","1",
961520471,10042314,"1520471","1",
961520472,10042315,"1520472","1",
961520473,10042316,"1520473","5",
961520474,10042317,"1520474","2",
961520475,10042318,"1520475","2",
961520476,10042319,"1520476","2",
961520477,10042320,"1520477","2",
961520478,10042321,"1520478","5",
961520479,10042322,"1520479","2",
961520480,10042323,"1520480","2",
961520481,10042324,"1520481","2",
961520482,10042325,"1520482","2",
961520483,10042326,"1520483","1",
961520484,10042327,"1520484","1",
961520486,10042328,"1520486","5",
961520487,10042329,"1520487","4",
961520488,10042330,"1520488","1",
961520489,10042331,"1520489","1",
961520490,10042332,"1520490","1",
961520491,10042333,"1520491","1",
961520492,10042334,"1520492","1",
961520493,10042335,"1520493","1",
961520494,10042336,"1520494","1",
961520495,10042337,"1520495","1",
961520496,10042338,"1520496","1",
961520497,10042339,"1520497","1",
961520498,10042340,"1520498","1",
961520499,10042341,"1520499","1",
961520500,10042342,"1520500","1",
961520501,10042343,"1520501","5",
961520502,10042344,"1520502","1",
961520503,10042345,"1520503","1",
961520504,10042346,"1520504","1",
961520505,10042347,"1520505","4",
961520506,10042348,"1520506","4",
961520507,10042349,"1520507","4",
961520508,10042350,"1520508","4",
961520509,10042351,"1520509","4",
961520510,10042352,"1520510","1",
961520511,10042353,"1520511","1",
961520512,10042354,"1520512","1",
961520513,10042355,"1520513","4",
961520514,10042356,"1520514","4",
961520515,10042357,"1520515","4",
961520516,10042358,"1520516","1",
961520517,10042359,"1520517","0",
961520518,10042360,"1520518","2",
961520519,10042361,"1520519","4",
961520520,10042362,"1520520","4",
961520521,10042363,"1520521","4",
961520522,10042364,"1520522","2",
961520523,10042365,"1520523","4",
961520524,10042366,"1520524","4",
961520525,10042367,"1520525","2",
961520526,10042368,"1520526","4",
961520527,10042369,"1520527","4",
961520528,10042370,"1520528","4",
961520529,10042371,"1520529","4",
961520530,10042372,"1520530","4",
961520531,10042373,"1520531","4",
961520532,10042374,"1520532","0",
961520533,10042375,"1520533","4",
961520534,10042376,"1520534","4",
961520535,10042377,"1520535","4",
961520536,10042378,"1520536","5",
961520537,10042379,"1520537","5",
961520538,10042380,"1520538","5",
961520539,10042381,"1520539","4",
961520540,10042382,"1520540","5",
961520541,10042383,"1520541","5",
961520542,10042384,"1520542","4",
961520543,10042385,"1520543","4",
961520544,10042386,"1520544","1",
961520545,10042387,"1520545","1",
961520546,10042388,"1520546","1",
961520547,10042389,"1520547","1",
961520548,10042390,"1520548","1",
961520549,10042391,"1520549","1",
961520550,10042392,"1520550","5",
961520551,10042393,"1520551","4",
961520552,10042394,"1520552","5",
961520553,10042395,"1520553","5",
961520554,10042396,"1520554","5",
961520555,10042397,"1520555","5",
961520556,10042398,"1520556","5",
961520557,10042399,"1520557","1",
961520558,10042400,"1520558","2",
961520559,10042401,"1520559","4",
961520560,10042402,"1520560","1",
961520561,10042403,"1520561","1",
961520562,10042404,"1520562","1",
961520563,10042405,"1520563","5",
961520564,10042406,"1520564","5",
961520565,10042407,"1520565","1",
961520566,10042408,"1520566","1",
961520567,10042409,"1520567","1",
961520568,10042410,"1520568","1",
961520569,10042411,"1520569","5",
961520570,10042412,"1520570","5",
961520571,10042413,"1520571","4",
961520572,10042414,"1520572","4",
961520573,10042415,"1520573","5",
961520574,10042416,"1520574","5",
961520575,10042417,"1520575","5",
961520576,10042418,"1520576","4",
961520577,10042419,"1520577","4",
961520578,10042420,"1520578","4",
961520579,10042421,"1520579","1",
961520580,10042422,"1520580","1",
961520581,10042423,"1520581","1",
961520582,10042424,"1520582","1",
961520583,10042425,"1520583","1",
961520584,10042426,"1520584","1",
961520585,10042427,"1520585","1",
961520586,10042428,"1520586","5",
961520587,10042429,"1520587","5",
961520588,10042430,"1520588","5",
961520589,10042431,"1520589","5",
961520590,10042432,"1520590","5",
961520591,10042433,"1520591","5",
961520592,10042434,"1520592","5",
961520593,10042435,"1520593","5",
961520594,10042436,"1520594","5",
961520595,10042437,"1520595","1",
961520596,10042438,"1520596","4",
961520597,10042439,"1520597","5",
961520598,10042440,"1520598","5",
961520599,10042441,"1520599","5",
961520600,10042442,"1520600","1",
961520601,10042443,"1520601","5",
961520602,10042444,"1520602","5",
961520603,10042445,"1520603","5",
961520604,10042446,"1520604","5",
961520605,10042447,"1520605","5",
961520606,10042448,"1520606","5",
961520607,10042449,"1520607","5",
961520608,10042450,"1520608","5",
961520609,10042451,"1520609","5",
961520610,10042452,"1520610","1",
961520611,10042453,"1520611","1",
961520612,10042454,"1520612","5",
961520613,10042455,"1520613","5",
961520614,10042456,"1520614","5",
961520615,10042457,"1520615","5",
961520616,10042458,"1520616","5",
961520617,10042459,"1520617","5",
961520618,10042460,"1520618","5",
961520619,10042461,"1520619","5",
961520620,10042462,"1520620","5",
961520621,10042463,"1520621","5",
961520622,10042464,"1520622","5",
961520623,10042465,"1520623","5",
961520624,10042466,"1520624","5",
961520625,10042467,"1520625","5",
961520626,10042468,"1520626","5",
961520627,10042469,"1520627","5",
961520628,10042470,"1520628","5",
961520629,10042471,"1520629","5",
961520630,10042472,"1520630","5",
961520631,10042473,"1520631","5",
961520632,10042474,"1520632","5",
961520633,10042475,"1520633","5",
961520634,10042476,"1520634","5",
961520635,10042477,"1520635","5",
961520636,10042478,"1520636","5",
961520637,10042479,"1520637","5",
961520638,10042480,"1520638","5",
961520639,10042481,"1520639","5",
961520640,10042482,"1520640","5",
961520641,10042483,"1520641","5",
961520642,10042484,"1520642","5",
961520643,10042485,"1520643","5",
961520644,10042486,"1520644","5",
961520645,10042487,"1520645","5",
961520646,10042488,"1520646","5",
961520647,10042489,"1520647","5",
961520648,10042490,"1520648","5",
961520649,10042491,"1520649","5",
961520650,10042492,"1520650","5",
961520651,10042493,"1520651","5",
961520652,10042494,"1520652","5",
961520653,10042495,"1520653","5",
961520654,10042496,"1520654","5",
961520655,10042497,"1520655","5",
961520656,10042498,"1520656","5",
961520657,10042499,"1520657","5",
961520658,10042500,"1520658","5",
961520659,10042501,"1520659","5",
961520660,10042502,"1520660","5",
961520661,10042503,"1520661","5",
961520662,10042504,"1520662","5",
961520663,10042505,"1520663","5",
961520664,10042506,"1520664","1",
961520665,10042507,"1520665","5",
961520666,10042508,"1520666","1",
961520667,10042509,"1520667","5",
961520668,10042510,"1520668","5",
961520669,10042511,"1520669","1",
961520670,10042512,"1520670","1",
961520671,10042513,"1520671","1",
961520672,10042514,"1520672","5",
961520673,10042515,"1520673","2",
961520674,10042516,"1520674","2",
961520675,10042517,"1520675","5",
961520676,10042518,"1520676","1",
961520677,10042519,"1520677","1",
961520678,10042520,"1520678","1",
961520679,10042521,"1520679","1",
961520680,10042522,"1520680","1",
961520681,10042523,"1520681","1",
961520682,10042524,"1520682","2",
961520683,10042525,"1520683","2",
961520684,10042526,"1520684","2",
961520685,10042527,"1520685","5",
961520686,10042528,"1520686","2",
961520687,10042529,"1520687","2",
961520688,10042530,"1520688","1",
961520689,10042531,"1520689","1",
961520690,10042532,"1520690","1",
961520691,10042533,"1520691","1",
961520692,10042534,"1520692","1",
961520693,10042535,"1520693","1",
961520694,10042536,"1520694","1",
961520695,10042537,"1520695","1",
961520696,10042538,"1520696","1",
961520697,10042539,"1520697","1",
961520698,10042540,"1520698","1",
961520699,10042541,"1520699","1",
961520700,10042542,"1520700","1",
961520701,10042543,"1520701","0",
961520702,10042544,"1520702","5",
961520703,10042545,"1520703","5",
961520704,10042546,"1520704","5",
961520705,10042547,"1520705","5",
961520706,10042548,"1520706","5",
961520707,10042549,"1520707","1",
961520708,10042550,"1520708","1",
961520709,10042551,"1520709","5",
961520710,10042552,"1520710","4",
961520711,10042553,"1520711","1",
961520712,10042554,"1520712","1",
961520713,10042555,"1520713","5",
961520714,10042556,"1520714","5",
961520715,10042557,"1520715","5",
961520716,10042558,"1520716","5",
961520717,10042559,"1520717","5",
961520718,10042560,"1520718","5",
961520719,10042561,"1520719","5",
961520720,10042562,"1520720","5",
961520721,10042563,"1520721","5",
961520722,10042564,"1520722","5",
961520723,10042565,"1520723","5",
961520724,10042566,"1520724","5",
961520725,10042567,"1520725","5",
961520726,10042568,"1520726","5",
961520727,10042569,"1520727","5",
961520729,10042570,"1520729","5",
961520730,10042571,"1520730","5",
961520731,10042572,"1520731","5",
961520732,10042573,"1520732","5",
961520733,10042574,"1520733","5",
961520734,10042575,"1520734","5",
961520735,10042576,"1520735","5",
961520736,10042577,"1520736","2",
961520737,10042578,"1520737","5",
961520738,10042579,"1520738","5",
961520739,10042580,"1520739","1",
961520740,10042581,"1520740","1",
961520741,10042582,"1520741","5",
961520742,10042583,"1520742","5",
961520743,10042584,"1520743","5",
961520744,10042585,"1520744","5",
961520745,10042586,"1520745","1",
961520746,10042587,"1520746","5",
961520747,10042588,"1520747","5",
961520748,10042589,"1520748","5",
961520749,10042590,"1520749","1",
961520750,10042591,"1520750","1",
961520751,10042592,"1520751","5",
961520752,10042593,"1520752","1",
961520753,10042594,"1520753","1",
961520754,10042595,"1520754","5",
961520755,10042596,"1520755","1",
961520756,10042597,"1520756","1",
961520757,10042598,"1520757","5",
961520758,10042599,"1520758","5",
961520759,10042600,"1520759","4",
961520760,10042601,"1520760","4",
961520761,10042602,"1520761","5",
961520762,10042603,"1520762","5",
961520763,10042604,"1520763","1",
961520764,10042605,"1520764","1",
961520765,10042606,"1520765","1",
961520766,10042607,"1520766","1",
961520767,10042608,"1520767","1",
961520768,10042609,"1520768","1",
961520769,10042610,"1520769","1",
961520770,10042611,"1520770","1",
961520771,10042612,"1520771","1",
961520772,10042613,"1520772","1",
961520773,10042614,"1520773","1",
961520774,10042615,"1520774","1",
961520775,10042616,"1520775","1",
961520776,10042617,"1520776","1",
961520777,10042618,"1520777","1",
961520778,10042619,"1520778","1",
961520779,10042620,"1520779","1",
961520780,10042621,"1520780","1",
961520781,10042622,"1520781","1",
961520782,10042623,"1520782","1",
961520783,10042624,"1520783","4",
961520784,10042625,"1520784","5",
961520785,10042626,"1520785","5",
961520786,10042627,"1520786","5",
961520787,10042628,"1520787","1",
961520788,10042629,"1520788","5",
961520789,10042630,"1520789","2",
961520790,10042631,"1520790","1",
961520791,10042632,"1520791","1",
961520792,10042633,"1520792","1",
961520793,10042634,"1520793","1",
961520794,10042635,"1520794","1",
961520795,10042636,"1520795","5",
961520796,10042637,"1520796","5",
961520797,10042638,"1520797","4",
961520798,10042639,"1520798","0",
961520799,10042640,"1520799","1",
961520800,10042641,"1520800","1",
961520801,10042642,"1520801","1",
961520802,10042643,"1520802","1",
961520803,10042644,"1520803","5",
961520804,10042645,"1520804","5",
961520805,10042646,"1520805","5",
961520806,10042647,"1520806","1",
961520807,10042648,"1520807","1",
961520808,10042649,"1520808","5",
