"METHOD_CONSTRUCTION_ID","BORE_HOLE_ID","WELL_ID","METHOD_CONSTRUCTION_CODE","OTHER_METHOD_CONSTRUCTION"
961501859,10023902,"1501859","7",
961501860,10023903,"1501860","7",
961501861,10023904,"1501861","1",
961501862,10023905,"1501862","1",
961501863,10023906,"1501863","1",
961501864,10023907,"1501864","1",
961501865,10023908,"1501865","1",
961501866,10023909,"1501866","7",
961501867,10023910,"1501867","1",
961501868,10023911,"1501868","7",
961501869,10023912,"1501869","7",
961501870,10023913,"1501870","1",
961501871,10023914,"1501871","7",
961501872,10023915,"1501872","1",
961501873,10023916,"1501873","1",
961501874,10023917,"1501874","1",
961501875,10023918,"1501875","7",
961501876,10023919,"1501876","1",
961501877,10023920,"1501877","1",
961501878,10023921,"1501878","7",
961501879,10023922,"1501879","1",
961501880,10023923,"1501880","1",
961501881,10023924,"1501881","7",
961501882,10023925,"1501882","1",
961501883,10023926,"1501883","1",
961501884,10023927,"1501884","1",
961501885,10023928,"1501885","7",
961501886,10023929,"1501886","7",
961501887,10023930,"1501887","7",
961501888,10023931,"1501888","1",
961501889,10023932,"1501889","7",
961501890,10023933,"1501890","1",
961501891,10023934,"1501891","1",
961501892,10023935,"1501892","1",
961501893,10023936,"1501893","1",
961501894,10023937,"1501894","1",
961501895,10023938,"1501895","1",
961501896,10023939,"1501896","1",
961501897,10023940,"1501897","1",
961501898,10023941,"1501898","7",
961501899,10023942,"1501899","7",
961501900,10023943,"1501900","1",
961501901,10023944,"1501901","7",
961501902,10023945,"1501902","1",
961501903,10023946,"1501903","1",
961501904,10023947,"1501904","1",
961501905,10023948,"1501905","1",
961501906,10023949,"1501906","1",
961501907,10023950,"1501907","7",
961501908,10023951,"1501908","1",
961501909,10023952,"1501909","1",
961501910,10023953,"1501910","1",
961501911,10023954,"1501911","1",
961501912,10023955,"1501912","1",
961501913,10023956,"1501913","7",
961501914,10023957,"1501914","1",
961501915,10023958,"1501915","1",
961501916,10023959,"1501916","1",
961501917,10023960,"1501917","1",
961501918,10023961,"1501918","1",
961501919,10023962,"1501919","1",
961501920,10023963,"1501920","1",
961501921,10023964,"1501921","1",
961501922,10023965,"1501922","1",
961501923,10023966,"1501923","1",
961501924,10023967,"1501924","1",
961501925,10023968,"1501925","7",
961501926,10023969,"1501926","1",
961501927,10023970,"1501927","1",
961501928,10023971,"1501928","7",
961501929,10023972,"1501929","1",
961501930,10023973,"1501930","7",
961501931,10023974,"1501931","1",
961501932,10023975,"1501932","7",
961501933,10023976,"1501933","7",
961501934,10023977,"1501934","7",
961501935,10023978,"1501935","1",
961501936,10023979,"1501936","1",
961501937,10023980,"1501937","7",
961501938,10023981,"1501938","1",
961501939,10023982,"1501939","1",
961501940,10023983,"1501940","1",
961501941,10023984,"1501941","1",
961501942,10023985,"1501942","7",
961501943,10023986,"1501943","7",
961501944,10023987,"1501944","7",
961501945,10023988,"1501945","7",
961501946,10023989,"1501946","1",
961501947,10023990,"1501947","1",
961501948,10023991,"1501948","1",
961501949,10023992,"1501949","1",
961501950,10023993,"1501950","1",
961501951,10023994,"1501951","1",
961501952,10023995,"1501952","1",
961501953,10023996,"1501953","1",
961501954,10023997,"1501954","1",
961501955,10023998,"1501955","1",
961501956,10023999,"1501956","7",
961501957,10024000,"1501957","7",
961501958,10024001,"1501958","1",
961501959,10024002,"1501959","7",
961501960,10024003,"1501960","7",
961501961,10024004,"1501961","7",
961501962,10024005,"1501962","1",
961501963,10024006,"1501963","7",
961501964,10024007,"1501964","1",
961501965,10024008,"1501965","7",
961501966,10024009,"1501966","7",
961501967,10024010,"1501967","1",
961501968,10024011,"1501968","1",
961501969,10024012,"1501969","1",
961501970,10024013,"1501970","1",
961501971,10024014,"1501971","1",
961501972,10024015,"1501972","1",
961501973,10024016,"1501973","1",
961501974,10024017,"1501974","1",
961501975,10024018,"1501975","1",
961501976,10024019,"1501976","1",
961501977,10024020,"1501977","1",
961501978,10024021,"1501978","1",
961501979,10024022,"1501979","1",
961501980,10024023,"1501980","1",
961501981,10024024,"1501981","7",
961501982,10024025,"1501982","7",
961501983,10024026,"1501983","7",
961501984,10024027,"1501984","1",
961501985,10024028,"1501985","7",
961501986,10024029,"1501986","1",
961501987,10024030,"1501987","7",
961501988,10024031,"1501988","7",
961501989,10024032,"1501989","7",
961501990,10024033,"1501990","7",
961501991,10024034,"1501991","1",
961501992,10024035,"1501992","7",
961501993,10024036,"1501993","1",
961501994,10024037,"1501994","7",
961501995,10024038,"1501995","1",
961501996,10024039,"1501996","7",
961501997,10024040,"1501997","1",
961501998,10024041,"1501998","7",
961501999,10024042,"1501999","7",
961502000,10024043,"1502000","7",
961502001,10024044,"1502001","7",
961502002,10024045,"1502002","7",
961502003,10024046,"1502003","7",
961502004,10024047,"1502004","7",
961502005,10024048,"1502005","7",
961502006,10024049,"1502006","7",
961502007,10024050,"1502007","1",
961502008,10024051,"1502008","7",
961502009,10024052,"1502009","7",
961502010,10024053,"1502010","7",
961502011,10024054,"1502011","1",
961502012,10024055,"1502012","7",
961502013,10024056,"1502013","1",
961502014,10024057,"1502014","1",
961502015,10024058,"1502015","1",
961502016,10024059,"1502016","7",
961502017,10024060,"1502017","1",
961502018,10024061,"1502018","1",
961502019,10024062,"1502019","7",
961502020,10024063,"1502020","7",
961502021,10024064,"1502021","1",
961502022,10024065,"1502022","1",
961502023,10024066,"1502023","1",
961502024,10024067,"1502024","1",
961502025,10024068,"1502025","7",
961502026,10024069,"1502026","7",
961502027,10024070,"1502027","1",
961502028,10024071,"1502028","7",
961502029,10024072,"1502029","1",
961502030,10024073,"1502030","1",
961502031,10024074,"1502031","7",
961502032,10024075,"1502032","7",
961502033,10024076,"1502033","1",
961502034,10024077,"1502034","7",
961502035,10024078,"1502035","1",
961502036,10024079,"1502036","7",
961502037,10024080,"1502037","7",
961502038,10024081,"1502038","1",
961502039,10024082,"1502039","7",
961502040,10024083,"1502040","7",
961502041,10024084,"1502041","7",
961502042,10024085,"1502042","7",
961502043,10024086,"1502043","1",
961502044,10024087,"1502044","1",
961502045,10024088,"1502045","1",
961502046,10024089,"1502046","7",
961502047,10024090,"1502047","1",
961502048,10024091,"1502048","1",
961502049,10024092,"1502049","7",
961502050,10024093,"1502050","1",
961502051,10024094,"1502051","7",
961502052,10024095,"1502052","1",
961502053,10024096,"1502053","1",
961502054,10024097,"1502054","1",
961502055,10024098,"1502055","7",
961502056,10024099,"1502056","1",
961502057,10024100,"1502057","7",
961502058,10024101,"1502058","7",
961502059,10024102,"1502059","7",
961502060,10024103,"1502060","1",
961502061,10024104,"1502061","1",
961502062,10024105,"1502062","1",
961502063,10024106,"1502063","7",
961502064,10024107,"1502064","1",
961502065,10024108,"1502065","7",
961502066,10024109,"1502066","1",
961502067,10024110,"1502067","1",
961502068,10024111,"1502068","1",
961502069,10024112,"1502069","7",
961502070,10024113,"1502070","1",
961502071,10024114,"1502071","1",
961502072,10024115,"1502072","7",
961502073,10024116,"1502073","7",
961502074,10024117,"1502074","1",
961502075,10024118,"1502075","7",
961502076,10024119,"1502076","1",
961502077,10024120,"1502077","1",
961502078,10024121,"1502078","7",
961502079,10024122,"1502079","1",
961502080,10024123,"1502080","1",
961502081,10024124,"1502081","1",
961502082,10024125,"1502082","1",
961502083,10024126,"1502083","7",
961502084,10024127,"1502084","7",
961502085,10024128,"1502085","7",
961502086,10024129,"1502086","1",
961502087,10024130,"1502087","1",
961502088,10024131,"1502088","7",
961502089,10024132,"1502089","7",
961502090,10024133,"1502090","7",
961502091,10024134,"1502091","7",
961502092,10024135,"1502092","7",
961502093,10024136,"1502093","7",
961502094,10024137,"1502094","1",
961502095,10024138,"1502095","1",
961502096,10024139,"1502096","1",
961502097,10024140,"1502097","1",
961502098,10024141,"1502098","1",
961502099,10024142,"1502099","1",
961502100,10024143,"1502100","1",
961502101,10024144,"1502101","1",
961502102,10024145,"1502102","1",
961502103,10024146,"1502103","1",
961502104,10024147,"1502104","1",
961502105,10024148,"1502105","1",
961502106,10024149,"1502106","1",
961502107,10024150,"1502107","1",
961502108,10024151,"1502108","1",
961502109,10024152,"1502109","1",
961502110,10024153,"1502110","1",
961502111,10024154,"1502111","1",
961502112,10024155,"1502112","7",
961502113,10024156,"1502113","1",
961502114,10024157,"1502114","1",
961502115,10024158,"1502115","1",
961502116,10024159,"1502116","7",
961502117,10024160,"1502117","1",
961502118,10024161,"1502118","1",
961502119,10024162,"1502119","1",
961502120,10024163,"1502120","1",
961502121,10024164,"1502121","1",
961502122,10024165,"1502122","1",
961502123,10024166,"1502123","1",
961502124,10024167,"1502124","1",
961502125,10024168,"1502125","7",
961502126,10024169,"1502126","7",
961502127,10024170,"1502127","1",
961502128,10024171,"1502128","1",
961502129,10024172,"1502129","1",
961502130,10024173,"1502130","7",
961502131,10024174,"1502131","1",
961502132,10024175,"1502132","1",
961502133,10024176,"1502133","1",
961502134,10024177,"1502134","1",
961502135,10024178,"1502135","1",
961502136,10024179,"1502136","1",
961502137,10024180,"1502137","7",
961502138,10024181,"1502138","1",
961502139,10024182,"1502139","1",
961502140,10024183,"1502140","1",
961502141,10024184,"1502141","1",
961502142,10024185,"1502142","1",
961502143,10024186,"1502143","1",
961502144,10024187,"1502144","1",
961502145,10024188,"1502145","1",
961502146,10024189,"1502146","1",
961502147,10024190,"1502147","1",
961502148,10024191,"1502148","1",
961502149,10024192,"1502149","1",
961502150,10024193,"1502150","1",
961502151,10024194,"1502151","1",
961502152,10024195,"1502152","1",
961502153,10024196,"1502153","1",
961502154,10024197,"1502154","1",
961502155,10024198,"1502155","1",
961502156,10024199,"1502156","1",
961502157,10024200,"1502157","1",
961502158,10024201,"1502158","1",
961502159,10024202,"1502159","1",
961502160,10024203,"1502160","1",
961502161,10024204,"1502161","1",
961502162,10024205,"1502162","1",
961502163,10024206,"1502163","7",
961502164,10024207,"1502164","7",
961502165,10024208,"1502165","7",
961502166,10024209,"1502166","7",
961502167,10024210,"1502167","1",
961502168,10024211,"1502168","1",
961502169,10024212,"1502169","1",
961502170,10024213,"1502170","1",
961502171,10024214,"1502171","1",
961502172,10024215,"1502172","1",
961502173,10024216,"1502173","1",
961502174,10024217,"1502174","1",
961502175,10024218,"1502175","1",
961502176,10024219,"1502176","1",
961502177,10024220,"1502177","1",
961502178,10024221,"1502178","1",
961502179,10024222,"1502179","7",
961502180,10024223,"1502180","1",
961502181,10024224,"1502181","1",
961502182,10024225,"1502182","1",
961502183,10024226,"1502183","1",
961502184,10024227,"1502184","1",
961502185,10024228,"1502185","1",
961502186,10024229,"1502186","1",
961502187,10024230,"1502187","1",
961502188,10024231,"1502188","1",
961502189,10024232,"1502189","1",
961502190,10024233,"1502190","1",
961502191,10024234,"1502191","1",
961502192,10024235,"1502192","1",
961502193,10024236,"1502193","1",
961502194,10024237,"1502194","1",
961502195,10024238,"1502195","1",
961502196,10024239,"1502196","1",
961502197,10024240,"1502197","1",
961502198,10024241,"1502198","1",
961502199,10024242,"1502199","1",
961502200,10024243,"1502200","1",
961502201,10024244,"1502201","1",
961502202,10024245,"1502202","1",
961502203,10024246,"1502203","1",
961502204,10024247,"1502204","1",
961502205,10024248,"1502205","1",
961502206,10024249,"1502206","1",
961502207,10024250,"1502207","1",
961502208,10024251,"1502208","1",
961502209,10024252,"1502209","1",
961502210,10024253,"1502210","1",
961502211,10024254,"1502211","1",
961502212,10024255,"1502212","1",
961502213,10024256,"1502213","1",
961502214,10024257,"1502214","1",
961502215,10024258,"1502215","1",
961502216,10024259,"1502216","1",
961502217,10024260,"1502217","7",
961502218,10024261,"1502218","1",
961502219,10024262,"1502219","1",
961502220,10024263,"1502220","1",
961502221,10024264,"1502221","1",
961502222,10024265,"1502222","1",
961502223,10024266,"1502223","1",
961502224,10024267,"1502224","1",
961502225,10024268,"1502225","1",
961502226,10024269,"1502226","1",
961502227,10024270,"1502227","1",
961502228,10024271,"1502228","1",
961502229,10024272,"1502229","1",
961502230,10024273,"1502230","1",
961502231,10024274,"1502231","1",
961502232,10024275,"1502232","1",
961502233,10024276,"1502233","1",
961502234,10024277,"1502234","1",
961502235,10024278,"1502235","1",
961502236,10024279,"1502236","1",
961502237,10024280,"1502237","1",
961502238,10024281,"1502238","1",
961502239,10024282,"1502239","1",
961502240,10024283,"1502240","1",
961502241,10024284,"1502241","1",
961502242,10024285,"1502242","1",
961502243,10024286,"1502243","1",
961502244,10024287,"1502244","1",
961502245,10024288,"1502245","1",
961502246,10024289,"1502246","1",
961502247,10024290,"1502247","1",
961502248,10024291,"1502248","1",
961502249,10024292,"1502249","1",
961502250,10024293,"1502250","1",
961502251,10024294,"1502251","1",
961502252,10024295,"1502252","1",
961502253,10024296,"1502253","1",
961502254,10024297,"1502254","1",
961502255,10024298,"1502255","1",
961502256,10024299,"1502256","1",
961502257,10024300,"1502257","1",
961502258,10024301,"1502258","1",
961502259,10024302,"1502259","1",
961502260,10024303,"1502260","1",
961502261,10024304,"1502261","1",
961502262,10024305,"1502262","1",
961502263,10024306,"1502263","1",
961502264,10024307,"1502264","1",
961502265,10024308,"1502265","1",
961502266,10024309,"1502266","1",
961502267,10024310,"1502267","1",
961502268,10024311,"1502268","1",
961502269,10024312,"1502269","1",
961502270,10024313,"1502270","1",
961502271,10024314,"1502271","1",
961502272,10024315,"1502272","1",
961502273,10024316,"1502273","1",
961502274,10024317,"1502274","1",
961502275,10024318,"1502275","1",
961502276,10024319,"1502276","1",
961502277,10024320,"1502277","1",
961502278,10024321,"1502278","1",
961502279,10024322,"1502279","1",
961502280,10024323,"1502280","1",
961502281,10024324,"1502281","1",
961502282,10024325,"1502282","1",
961502283,10024326,"1502283","1",
961502284,10024327,"1502284","1",
961502285,10024328,"1502285","1",
961502286,10024329,"1502286","1",
961502287,10024330,"1502287","1",
961502288,10024331,"1502288","1",
961502289,10024332,"1502289","1",
961502290,10024333,"1502290","1",
961502291,10024334,"1502291","1",
961502292,10024335,"1502292","1",
961502293,10024336,"1502293","1",
961502294,10024337,"1502294","1",
961502295,10024338,"1502295","1",
961502296,10024339,"1502296","1",
961502297,10024340,"1502297","1",
961502298,10024341,"1502298","1",
961502299,10024342,"1502299","1",
961502300,10024343,"1502300","1",
961502301,10024344,"1502301","1",
961502302,10024345,"1502302","1",
961502303,10024346,"1502303","1",
961502304,10024347,"1502304","1",
961502305,10024348,"1502305","1",
961502306,10024349,"1502306","1",
961502307,10024350,"1502307","1",
961502308,10024351,"1502308","1",
961502309,10024352,"1502309","1",
961502310,10024353,"1502310","1",
961502311,10024354,"1502311","1",
961502312,10024355,"1502312","1",
961502313,10024356,"1502313","7",
961502314,10024357,"1502314","1",
961502315,10024358,"1502315","7",
961502316,10024359,"1502316","1",
961502317,10024360,"1502317","1",
961502318,10024361,"1502318","1",
961502319,10024362,"1502319","1",
961502320,10024363,"1502320","1",
961502321,10024364,"1502321","1",
961502322,10024365,"1502322","1",
961502323,10024366,"1502323","1",
961502324,10024367,"1502324","1",
961502325,10024368,"1502325","1",
961502326,10024369,"1502326","7",
961502327,10024370,"1502327","1",
961502328,10024371,"1502328","6",
961502329,10024372,"1502329","7",
961502330,10024373,"1502330","1",
961502331,10024374,"1502331","1",
961502332,10024375,"1502332","7",
961502333,10024376,"1502333","1",
961502334,10024377,"1502334","1",
961502335,10024378,"1502335","7",
961502336,10024379,"1502336","1",
961502337,10024380,"1502337","1",
961502338,10024381,"1502338","1",
961502339,10024382,"1502339","1",
961502340,10024383,"1502340","1",
961502341,10024384,"1502341","1",
961502342,10024385,"1502342","1",
961502343,10024386,"1502343","1",
961502344,10024387,"1502344","1",
961502345,10024388,"1502345","1",
961502346,10024389,"1502346","1",
961502347,10024390,"1502347","1",
961502348,10024391,"1502348","1",
961502349,10024392,"1502349","1",
961502350,10024393,"1502350","1",
961502351,10024394,"1502351","1",
961502352,10024395,"1502352","1",
961502353,10024396,"1502353","1",
961502354,10024397,"1502354","1",
961502355,10024398,"1502355","1",
961502356,10024399,"1502356","1",
961502357,10024400,"1502357","1",
961502358,10024401,"1502358","1",
961502359,10024402,"1502359","1",
961502360,10024403,"1502360","1",
961502361,10024404,"1502361","1",
961502362,10024405,"1502362","1",
961502363,10024406,"1502363","1",
961502364,10024407,"1502364","1",
961502365,10024408,"1502365","1",
961502366,10024409,"1502366","1",
961502367,10024410,"1502367","1",
961502368,10024411,"1502368","1",
961502369,10024412,"1502369","1",
961502370,10024413,"1502370","7",
961502371,10024414,"1502371","1",
961502372,10024415,"1502372","1",
961502373,10024416,"1502373","1",
961502374,10024417,"1502374","1",
961502375,10024418,"1502375","7",
961502376,10024419,"1502376","1",
961502377,10024420,"1502377","1",
961502378,10024421,"1502378","1",
961502379,10024422,"1502379","1",
961502380,10024423,"1502380","1",
961502381,10024424,"1502381","1",
961502382,10024425,"1502382","1",
961502383,10024426,"1502383","1",
961502384,10024427,"1502384","1",
961502385,10024428,"1502385","1",
961502386,10024429,"1502386","1",
961502387,10024430,"1502387","1",
961502388,10024431,"1502388","1",
961502389,10024432,"1502389","1",
961502390,10024433,"1502390","1",
961502391,10024434,"1502391","1",
961502392,10024435,"1502392","1",
961502393,10024436,"1502393","1",
961502394,10024437,"1502394","1",
961502395,10024438,"1502395","1",
961502396,10024439,"1502396","1",
961502397,10024440,"1502397","1",
961502398,10024441,"1502398","1",
961502399,10024442,"1502399","1",
961502400,10024443,"1502400","1",
961502401,10024444,"1502401","1",
961502402,10024445,"1502402","1",
961502403,10024446,"1502403","1",
961502404,10024447,"1502404","1",
961502405,10024448,"1502405","1",
961502406,10024449,"1502406","1",
961502407,10024450,"1502407","1",
961502408,10024451,"1502408","1",
961502409,10024452,"1502409","1",
961502410,10024453,"1502410","1",
961502411,10024454,"1502411","1",
961502412,10024455,"1502412","1",
961502413,10024456,"1502413","1",
961502414,10024457,"1502414","1",
961502415,10024458,"1502415","1",
961502416,10024459,"1502416","1",
961502417,10024460,"1502417","1",
961502418,10024461,"1502418","1",
961502419,10024462,"1502419","1",
961502420,10024463,"1502420","1",
961502421,10024464,"1502421","1",
961502422,10024465,"1502422","1",
961502423,10024466,"1502423","1",
961502424,10024467,"1502424","1",
961502425,10024468,"1502425","1",
961502426,10024469,"1502426","1",
961502427,10024470,"1502427","1",
961502428,10024471,"1502428","1",
961502429,10024472,"1502429","1",
961502430,10024473,"1502430","1",
961502431,10024474,"1502431","1",
961502432,10024475,"1502432","1",
961502433,10024476,"1502433","1",
961502434,10024477,"1502434","1",
961502435,10024478,"1502435","1",
961502436,10024479,"1502436","1",
961502437,10024480,"1502437","1",
961502438,10024481,"1502438","1",
961502439,10024482,"1502439","1",
961502440,10024483,"1502440","1",
961502441,10024484,"1502441","1",
961502442,10024485,"1502442","1",
961502443,10024486,"1502443","1",
961502444,10024487,"1502444","1",
961502445,10024488,"1502445","1",
961502446,10024489,"1502446","1",
961502447,10024490,"1502447","1",
961502448,10024491,"1502448","1",
961502449,10024492,"1502449","1",
961502450,10024493,"1502450","1",
961502451,10024494,"1502451","1",
961502452,10024495,"1502452","1",
961502453,10024496,"1502453","1",
961502454,10024497,"1502454","1",
961502455,10024498,"1502455","1",
961502456,10024499,"1502456","1",
961502457,10024500,"1502457","1",
961502458,10024501,"1502458","1",
961502459,10024502,"1502459","1",
961502460,10024503,"1502460","1",
961502461,10024504,"1502461","1",
961502462,10024505,"1502462","1",
961502463,10024506,"1502463","1",
961502464,10024507,"1502464","1",
961502465,10024508,"1502465","1",
961502466,10024509,"1502466","1",
961502467,10024510,"1502467","1",
961502468,10024511,"1502468","1",
961502469,10024512,"1502469","1",
961502470,10024513,"1502470","1",
961502471,10024514,"1502471","1",
961502472,10024515,"1502472","1",
961502473,10024516,"1502473","1",
961502474,10024517,"1502474","1",
961502475,10024518,"1502475","1",
961502476,10024519,"1502476","1",
961502477,10024520,"1502477","1",
961502478,10024521,"1502478","1",
961502479,10024522,"1502479","1",
961502480,10024523,"1502480","1",
961502481,10024524,"1502481","1",
961502482,10024525,"1502482","1",
961502483,10024526,"1502483","1",
961502484,10024527,"1502484","1",
961502485,10024528,"1502485","1",
961502486,10024529,"1502486","1",
961502487,10024530,"1502487","1",
961502488,10024531,"1502488","1",
961502489,10024532,"1502489","1",
961502490,10024533,"1502490","1",
961502491,10024534,"1502491","1",
961502492,10024535,"1502492","1",
961502493,10024536,"1502493","1",
961502494,10024537,"1502494","1",
961502495,10024538,"1502495","1",
961502496,10024539,"1502496","1",
961502497,10024540,"1502497","1",
961502498,10024541,"1502498","1",
961502499,10024542,"1502499","1",
961502500,10024543,"1502500","1",
961502501,10024544,"1502501","1",
961502502,10024545,"1502502","1",
961502503,10024546,"1502503","1",
961502504,10024547,"1502504","1",
961502505,10024548,"1502505","1",
961502506,10024549,"1502506","1",
961502507,10024550,"1502507","1",
961502508,10024551,"1502508","1",
961502509,10024552,"1502509","1",
961502510,10024553,"1502510","1",
961502511,10024554,"1502511","1",
961502512,10024555,"1502512","1",
961502513,10024556,"1502513","1",
961502514,10024557,"1502514","1",
961502515,10024558,"1502515","1",
961502516,10024559,"1502516","1",
961502517,10024560,"1502517","1",
961502518,10024561,"1502518","1",
961502519,10024562,"1502519","1",
961502520,10024563,"1502520","1",
961502521,10024564,"1502521","1",
961502522,10024565,"1502522","1",
961502523,10024566,"1502523","1",
961502524,10024567,"1502524","1",
961502525,10024568,"1502525","1",
961502526,10024569,"1502526","1",
961502527,10024570,"1502527","1",
961502528,10024571,"1502528","1",
961502529,10024572,"1502529","1",
961502530,10024573,"1502530","1",
961502531,10024574,"1502531","1",
961502532,10024575,"1502532","1",
961502533,10024576,"1502533","1",
961502534,10024577,"1502534","1",
961502535,10024578,"1502535","1",
961502536,10024579,"1502536","1",
961502537,10024580,"1502537","1",
961502538,10024581,"1502538","1",
961502539,10024582,"1502539","1",
961502540,10024583,"1502540","1",
961502541,10024584,"1502541","1",
961502542,10024585,"1502542","1",
961502543,10024586,"1502543","1",
961502544,10024587,"1502544","1",
961502545,10024588,"1502545","1",
961502546,10024589,"1502546","1",
961502547,10024590,"1502547","1",
961502548,10024591,"1502548","1",
961502549,10024592,"1502549","1",
961502550,10024593,"1502550","1",
961502551,10024594,"1502551","1",
961502552,10024595,"1502552","1",
961502553,10024596,"1502553","1",
961502554,10024597,"1502554","1",
961502555,10024598,"1502555","1",
961502556,10024599,"1502556","1",
961502557,10024600,"1502557","1",
961502558,10024601,"1502558","1",
961502559,10024602,"1502559","1",
961502560,10024603,"1502560","1",
961502561,10024604,"1502561","1",
961502562,10024605,"1502562","1",
961502563,10024606,"1502563","1",
961502564,10024607,"1502564","1",
961502565,10024608,"1502565","1",
961502566,10024609,"1502566","1",
961502567,10024610,"1502567","1",
961502568,10024611,"1502568","1",
961502569,10024612,"1502569","1",
961502570,10024613,"1502570","1",
961502571,10024614,"1502571","1",
961502572,10024615,"1502572","1",
961502573,10024616,"1502573","1",
961502574,10024617,"1502574","1",
961502575,10024618,"1502575","1",
961502576,10024619,"1502576","1",
961502577,10024620,"1502577","1",
961502578,10024621,"1502578","1",
961502579,10024622,"1502579","1",
961502580,10024623,"1502580","1",
961502581,10024624,"1502581","1",
961502582,10024625,"1502582","1",
961502583,10024626,"1502583","1",
961502584,10024627,"1502584","1",
961502585,10024628,"1502585","1",
961502586,10024629,"1502586","1",
961502587,10024630,"1502587","1",
961502588,10024631,"1502588","1",
961502589,10024632,"1502589","1",
961502590,10024633,"1502590","1",
961502591,10024634,"1502591","1",
961502592,10024635,"1502592","1",
961502593,10024636,"1502593","1",
961502594,10024637,"1502594","1",
961502595,10024638,"1502595","1",
961502596,10024639,"1502596","1",
961502597,10024640,"1502597","1",
961502598,10024641,"1502598","1",
961502599,10024642,"1502599","1",
961502600,10024643,"1502600","1",
961502601,10024644,"1502601","1",
961502602,10024645,"1502602","7",
961502603,10024646,"1502603","1",
961502604,10024647,"1502604","1",
961502605,10024648,"1502605","1",
961502606,10024649,"1502606","1",
961502607,10024650,"1502607","1",
961502608,10024651,"1502608","1",
961502609,10024652,"1502609","1",
961502610,10024653,"1502610","1",
961502611,10024654,"1502611","1",
961502612,10024655,"1502612","1",
961502613,10024656,"1502613","1",
961502614,10024657,"1502614","1",
961502615,10024658,"1502615","1",
961502616,10024659,"1502616","1",
961502617,10024660,"1502617","1",
961502618,10024661,"1502618","1",
961502619,10024662,"1502619","1",
961502620,10024663,"1502620","1",
961502621,10024664,"1502621","1",
961502622,10024665,"1502622","1",
961502623,10024666,"1502623","1",
961502624,10024667,"1502624","7",
961502625,10024668,"1502625","1",
961502626,10024669,"1502626","1",
961502627,10024670,"1502627","1",
961502628,10024671,"1502628","1",
961502629,10024672,"1502629","1",
961502630,10024673,"1502630","1",
961502631,10024674,"1502631","1",
961502632,10024675,"1502632","1",
961502633,10024676,"1502633","1",
961502634,10024677,"1502634","1",
961502635,10024678,"1502635","1",
961502636,10024679,"1502636","1",
961502637,10024680,"1502637","7",
961502638,10024681,"1502638","7",
961502639,10024682,"1502639","1",
961502640,10024683,"1502640","1",
961502641,10024684,"1502641","1",
961502642,10024685,"1502642","1",
961502643,10024686,"1502643","1",
961502644,10024687,"1502644","1",
961502645,10024688,"1502645","1",
961502646,10024689,"1502646","1",
961502647,10024690,"1502647","1",
961502648,10024691,"1502648","1",
961502649,10024692,"1502649","1",
961502650,10024693,"1502650","1",
961502651,10024694,"1502651","1",
961502652,10024695,"1502652","1",
961502653,10024696,"1502653","1",
961502654,10024697,"1502654","1",
961502655,10024698,"1502655","1",
961502656,10024699,"1502656","1",
961502657,10024700,"1502657","1",
961502658,10024701,"1502658","1",
961502659,10024702,"1502659","1",
961502660,10024703,"1502660","1",
961502661,10024704,"1502661","1",
961502662,10024705,"1502662","1",
961502663,10024706,"1502663","1",
961502664,10024707,"1502664","1",
961502665,10024708,"1502665","1",
961502666,10024709,"1502666","1",
961502667,10024710,"1502667","1",
961502668,10024711,"1502668","1",
961502669,10024712,"1502669","1",
961502670,10024713,"1502670","1",
961502671,10024714,"1502671","1",
961502672,10024715,"1502672","1",
961502673,10024716,"1502673","1",
961502674,10024717,"1502674","1",
961502675,10024718,"1502675","1",
961502676,10024719,"1502676","1",
961502677,10024720,"1502677","1",
961502678,10024721,"1502678","1",
961502679,10024722,"1502679","1",
961502680,10024723,"1502680","1",
961502681,10024724,"1502681","1",
961502682,10024725,"1502682","1",
961502683,10024726,"1502683","1",
961502684,10024727,"1502684","1",
961502685,10024728,"1502685","1",
961502686,10024729,"1502686","1",
961502687,10024730,"1502687","1",
961502688,10024731,"1502688","1",
961502689,10024732,"1502689","1",
961502690,10024733,"1502690","1",
961502691,10024734,"1502691","1",
961502692,10024735,"1502692","1",
961502693,10024736,"1502693","1",
961502694,10024737,"1502694","1",
961502695,10024738,"1502695","1",
961502696,10024739,"1502696","1",
961502697,10024740,"1502697","1",
961502698,10024741,"1502698","1",
961502699,10024742,"1502699","1",
961502700,10024743,"1502700","1",
961502701,10024744,"1502701","1",
961502702,10024745,"1502702","1",
961502703,10024746,"1502703","1",
961502704,10024747,"1502704","1",
961502705,10024748,"1502705","1",
961502706,10024749,"1502706","1",
961502707,10024750,"1502707","1",
961502708,10024751,"1502708","1",
961502709,10024752,"1502709","1",
961502710,10024753,"1502710","1",
961502711,10024754,"1502711","1",
961502712,10024755,"1502712","1",
961502713,10024756,"1502713","1",
961502714,10024757,"1502714","1",
961502715,10024758,"1502715","1",
961502716,10024759,"1502716","1",
961502717,10024760,"1502717","1",
961502718,10024761,"1502718","1",
961502719,10024762,"1502719","1",
961502720,10024763,"1502720","1",
961502721,10024764,"1502721","1",
961502722,10024765,"1502722","1",
961502723,10024766,"1502723","1",
961502724,10024767,"1502724","1",
961502725,10024768,"1502725","1",
961502726,10024769,"1502726","1",
961502727,10024770,"1502727","1",
961502728,10024771,"1502728","1",
