"WATER_ID","WELL_ID","PIPE_ID","Layer","kind","WATER_FOUND_DEPTH","WATER_FOUND_DEPTH_UOM"
933452380,"1500001",10570616,1,"1",90.00,"ft"
933452381,"1500001",10570616,2,"1",160.00,"ft"
933452382,"1500002",10570617,1,"2",742.00,"ft"
933452383,"1500003",10570618,1,"1",80.00,"ft"
933452384,"1500003",10570618,2,"1",100.00,"ft"
933452385,"1500004",10570619,1,"3",260.00,"ft"
933452386,"1500005",10570620,1,"1",185.00,"ft"
933452387,"1500006",10570621,1,"1",91.00,"ft"
933452388,"1500006",10570621,2,"5",157.00,"ft"
933452389,"1500006",10570621,3,"5",200.00,"ft"
933452390,"1500007",10570622,1,"1",95.00,"ft"
933452391,"1500007",10570622,2,"5",100.00,"ft"
933452392,"1500008",10570623,1,"1",150.00,"ft"
933452393,"1500009",10570624,1,"1",54.00,"ft"
933452394,"1500010",10570625,1,"3",221.00,"ft"
933452395,"1500010",10570625,2,"5",325.00,"ft"
933452396,"1500011",10570626,1,"2",176.00,"ft"
933452397,"1500011",10570626,2,"5",190.00,"ft"
933452398,"1500012",10570627,1,"1",80.00,"ft"
933452399,"1500013",10570628,1,"3",113.00,"ft"
933452400,"1500013",10570628,2,"5",160.00,"ft"
933452401,"1500014",10570629,1,"3",163.00,"ft"
933452402,"1500014",10570629,2,"5",185.00,"ft"
933452403,"1500015",10570630,1,"2",161.00,"ft"
933452404,"1500016",10570631,1,"1",185.00,"ft"
933452405,"1500017",10570632,1,"1",115.00,"ft"
933452406,"1500017",10570632,2,"1",123.00,"ft"
933452407,"1500018",10570633,1,"1",120.00,"ft"
933452408,"1500019",10570634,1,"2",130.00,"ft"
933452409,"1500020",10570635,1,"5",,"ft"
933452410,"1500021",10570636,1,"5",,"ft"
933452411,"1500022",10570637,1,"5",,"ft"
933452412,"1500023",10570638,1,"5",,"ft"
933452413,"1500024",10570639,1,"1",165.00,"ft"
933452414,"1500025",10570640,1,"1",197.00,"ft"
933452415,"1500025",10570640,2,"1",245.00,"ft"
933452416,"1500025",10570640,3,"2",255.00,"ft"
933452417,"1500026",10570641,1,"2",245.00,"ft"
933452418,"1500027",10570642,1,"1",225.00,"ft"
933452419,"1500027",10570642,2,"1",255.00,"ft"
933452420,"1500028",10570643,1,"1",22.00,"ft"
933452421,"1500029",10570644,1,"1",75.00,"ft"
933452422,"1500029",10570644,2,"1",80.00,"ft"
933452423,"1500030",10570645,1,"2",200.00,"ft"
933452424,"1500031",10570646,1,"1",63.00,"ft"
933452425,"1500031",10570646,2,"1",98.00,"ft"
933452426,"1500032",10570647,1,"1",103.00,"ft"
933452427,"1500032",10570647,2,"1",174.00,"ft"
933452428,"1500033",10570648,1,"1",110.00,"ft"
933452429,"1500034",10570649,1,"1",240.00,"ft"
933452430,"1500035",10570650,1,"2",290.00,"ft"
933452431,"1500036",10570651,1,"1",257.00,"ft"
933452432,"1500036",10570651,2,"1",320.00,"ft"
933452433,"1500037",10570652,1,"1",63.00,"ft"
933452434,"1500037",10570652,2,"1",108.00,"ft"
933452435,"1500038",10570653,1,"1",251.00,"ft"
933452436,"1500038",10570653,2,"1",268.00,"ft"
933452437,"1500039",10570654,1,"1",125.00,"ft"
933452438,"1500039",10570654,2,"1",160.00,"ft"
933452439,"1500040",10570655,1,"2",125.00,"ft"
933452440,"1500041",10570656,1,"2",200.00,"ft"
933452441,"1500041",10570656,2,"2",244.00,"ft"
933452442,"1500042",10570657,1,"1",75.00,"ft"
933452443,"1500043",10570658,1,"2",271.00,"ft"
933452444,"1500044",10570659,1,"1",292.00,"ft"
933452445,"1500044",10570659,2,"1",325.00,"ft"
933452446,"1500045",10570660,1,"4",200.00,"ft"
933452447,"1500046",10570661,1,"1",183.00,"ft"
933452448,"1500046",10570661,2,"1",195.00,"ft"
933452449,"1500047",10570662,1,"2",315.00,"ft"
933452450,"1500048",10570663,1,"2",240.00,"ft"
933452451,"1500049",10570664,1,"1",183.00,"ft"
933452452,"1500050",10570665,1,"1",189.00,"ft"
933452453,"1500051",10570666,1,"1",156.00,"ft"
933452454,"1500051",10570666,2,"1",170.00,"ft"
933452455,"1500051",10570666,3,"1",205.00,"ft"
933452456,"1500052",10570667,1,"1",65.00,"ft"
933452457,"1500052",10570667,2,"1",109.00,"ft"
933452458,"1500053",10570668,1,"1",53.00,"ft"
933452459,"1500053",10570668,2,"1",57.00,"ft"
933452460,"1500054",10570669,1,"1",70.00,"ft"
933452461,"1500054",10570669,2,"1",85.00,"ft"
933452462,"1500055",10570670,1,"1",62.00,"ft"
933452463,"1500056",10570671,1,"1",130.00,"ft"
933452464,"1500057",10570672,1,"1",95.00,"ft"
933452465,"1500058",10570673,1,"1",111.00,"ft"
933452466,"1500059",10570674,1,"1",125.00,"ft"
933452467,"1500060",10570675,1,"1",87.00,"ft"
933452468,"1500061",10570676,1,"1",30.00,"ft"
933452469,"1500061",10570676,2,"1",48.00,"ft"
933452470,"1500062",10570677,1,"1",134.00,"ft"
933452471,"1500063",10570678,1,"5",123.00,"ft"
933452472,"1500063",10570678,2,"1",157.00,"ft"
933452473,"1500064",10570679,1,"1",110.00,"ft"
933452474,"1500065",10570680,1,"1",20.00,"ft"
933452475,"1500065",10570680,2,"1",73.00,"ft"
933452476,"1500065",10570680,3,"1",202.00,"ft"
933452477,"1500066",10570681,1,"5",23.00,"ft"
933452478,"1500066",10570681,2,"1",62.00,"ft"
933452479,"1500067",10570682,1,"1",106.00,"ft"
933452480,"1500067",10570682,2,"1",115.00,"ft"
933452481,"1500068",10570683,1,"1",68.00,"ft"
933452482,"1500069",10570684,1,"1",56.00,"ft"
933452483,"1500070",10570685,1,"1",69.00,"ft"
933452484,"1500070",10570685,2,"1",90.00,"ft"
933452485,"1500070",10570685,3,"1",155.00,"ft"
933452486,"1500071",10570686,1,"1",316.00,"ft"
933452487,"1500072",10570687,1,"3",75.00,"ft"
933452488,"1500073",10570688,1,"1",110.00,"ft"
933452489,"1500074",10570689,1,"1",128.00,"ft"
933452490,"1500075",10570690,1,"1",128.00,"ft"
933452491,"1500076",10570691,1,"2",475.00,"ft"
933452492,"1500076",10570691,2,"2",515.00,"ft"
933452493,"1500077",10570692,1,"1",65.00,"ft"
933452494,"1500078",10570693,1,"5",135.00,"ft"
933452495,"1500078",10570693,2,"1",175.00,"ft"
933452496,"1500079",10570694,1,"1",50.00,"ft"
933452497,"1500079",10570694,2,"1",87.00,"ft"
933452498,"1500080",10570695,1,"1",48.00,"ft"
933452499,"1500080",10570695,2,"1",79.00,"ft"
933452500,"1500080",10570695,3,"1",105.00,"ft"
933452501,"1500081",10570696,1,"1",93.00,"ft"
933452502,"1500082",10570697,1,"1",90.00,"ft"
933452503,"1500083",10570698,1,"1",50.00,"ft"
933452504,"1500084",10570699,1,"1",80.00,"ft"
933452505,"1500085",10570700,1,"1",71.00,"ft"
933452506,"1500085",10570700,2,"1",88.00,"ft"
933452507,"1500086",10570701,1,"1",35.00,"ft"
933452508,"1500086",10570701,2,"1",67.00,"ft"
933452509,"1500087",10570702,1,"1",35.00,"ft"
933452510,"1500087",10570702,2,"3",45.00,"ft"
933452511,"1500088",10570703,1,"3",110.00,"ft"
933452512,"1500089",10570704,1,"3",210.00,"ft"
933452513,"1500090",10570705,1,"1",83.00,"ft"
933452514,"1500090",10570705,2,"1",95.00,"ft"
933452515,"1500090",10570705,3,"1",108.00,"ft"
933452516,"1500091",10570706,1,"1",97.00,"ft"
933452517,"1500091",10570706,2,"1",168.00,"ft"
933452518,"1500092",10570707,1,"1",80.00,"ft"
933452519,"1500093",10570708,1,"1",100.00,"ft"
933452520,"1500093",10570708,2,"1",150.00,"ft"
933452521,"1500093",10570708,3,"1",165.00,"ft"
933452522,"1500094",10570709,1,"2",285.00,"ft"
933452523,"1500095",10570710,1,"1",238.00,"ft"
933452524,"1500095",10570710,2,"1",250.00,"ft"
933452525,"1500096",10570711,1,"2",152.00,"ft"
933452526,"1500097",10570712,1,"3",183.00,"ft"
933452527,"1500097",10570712,2,"3",198.00,"ft"
933452528,"1500098",10570713,1,"2",223.00,"ft"
933452529,"1500098",10570713,2,"2",254.00,"ft"
933452530,"1500098",10570713,3,"2",280.00,"ft"
933452531,"1500099",10570714,1,"2",315.00,"ft"
933452532,"1500099",10570714,2,"1",320.00,"ft"
933452533,"1500100",10570715,1,"1",120.00,"ft"
933452534,"1500101",10570716,1,"5",70.00,"ft"
933452535,"1500101",10570716,2,"1",120.00,"ft"
933452536,"1500102",10570717,1,"1",80.00,"ft"
933452537,"1500102",10570717,2,"1",138.00,"ft"
933452538,"1500103",10570718,1,"1",140.00,"ft"
933452539,"1500104",10570719,1,"1",185.00,"ft"
933452540,"1500105",10570720,1,"1",68.00,"ft"
933452541,"1500106",10570721,1,"1",113.00,"ft"
933452542,"1500106",10570721,2,"1",140.00,"ft"
933452543,"1500107",10570722,1,"1",60.00,"ft"
933452544,"1500107",10570722,2,"1",82.00,"ft"
933452545,"1500108",10570723,1,"1",110.00,"ft"
933452546,"1500109",10570724,1,"1",105.00,"ft"
933452547,"1500110",10570725,1,"1",40.00,"ft"
933452548,"1500110",10570725,2,"1",63.00,"ft"
933452549,"1500110",10570725,3,"1",78.00,"ft"
933452550,"1500111",10570726,1,"1",32.00,"ft"
933452551,"1500111",10570726,2,"1",50.00,"ft"
933452552,"1500111",10570726,3,"1",79.00,"ft"
933452553,"1500112",10570727,1,"1",77.00,"ft"
933452554,"1500112",10570727,2,"1",110.00,"ft"
933452555,"1500113",10570728,1,"1",75.00,"ft"
933452556,"1500113",10570728,2,"1",86.00,"ft"
933452557,"1500114",10570729,1,"1",85.00,"ft"
933452558,"1500115",10570730,1,"1",83.00,"ft"
933452559,"1500116",10570731,1,"1",93.00,"ft"
933452560,"1500116",10570731,2,"1",165.00,"ft"
933452561,"1500116",10570731,3,"1",230.00,"ft"
933452562,"1500117",10570732,1,"1",160.00,"ft"
933452563,"1500118",10570733,1,"5",70.00,"ft"
933452564,"1500119",10570734,1,"1",48.00,"ft"
933452565,"1500121",10570736,1,"1",54.00,"ft"
933452566,"1500122",10570737,1,"1",270.00,"ft"
933452567,"1500123",10570738,1,"1",80.00,"ft"
933452568,"1500124",10570739,1,"1",140.00,"ft"
933452569,"1500125",10570740,1,"1",300.00,"ft"
933452570,"1500126",10570741,1,"1",163.00,"ft"
933452571,"1500126",10570741,2,"1",198.00,"ft"
933452572,"1500127",10570742,1,"1",140.00,"ft"
933452573,"1500127",10570742,2,"1",196.00,"ft"
933452574,"1500128",10570743,1,"1",180.00,"ft"
933452575,"1500129",10570744,1,"1",80.00,"ft"
933452576,"1500129",10570744,2,"1",118.00,"ft"
933452577,"1500130",10570745,1,"1",132.00,"ft"
933452578,"1500130",10570745,2,"1",198.00,"ft"
933452579,"1500130",10570745,3,"1",215.00,"ft"
933452580,"1500131",10570746,1,"1",91.00,"ft"
933452581,"1500131",10570746,2,"1",127.00,"ft"
933452582,"1500131",10570746,3,"1",166.00,"ft"
933452583,"1500132",10570747,1,"1",60.00,"ft"
933452584,"1500132",10570747,2,"1",99.00,"ft"
933452585,"1500133",10570748,1,"1",90.00,"ft"
933452586,"1500134",10570749,1,"1",100.00,"ft"
933452587,"1500134",10570749,2,"1",125.00,"ft"
933452588,"1500135",10570750,1,"1",113.00,"ft"
933452589,"1500135",10570750,2,"1",157.00,"ft"
933452590,"1500136",10570751,1,"1",265.00,"ft"
933452591,"1500137",10570752,1,"1",145.00,"ft"
933452592,"1500138",10570753,1,"3",130.00,"ft"
933452593,"1500139",10570754,1,"1",160.00,"ft"
933452594,"1500139",10570754,2,"1",217.00,"ft"
933452595,"1500140",10570755,1,"1",80.00,"ft"
933452596,"1500141",10570756,1,"3",117.00,"ft"
933452597,"1500141",10570756,2,"3",230.00,"ft"
933452598,"1500142",10570757,1,"3",150.00,"ft"
933452599,"1500143",10570758,1,"1",185.00,"ft"
933452600,"1500144",10570759,1,"1",168.00,"ft"
933452601,"1500145",10570760,1,"1",73.00,"ft"
933452602,"1500145",10570760,2,"1",135.00,"ft"
933452603,"1500146",10570761,1,"1",60.00,"ft"
933452604,"1500147",10570762,1,"5",,"ft"
933452605,"1500148",10570763,1,"3",103.00,"ft"
933452606,"1500149",10570764,1,"1",70.00,"ft"
933452607,"1500149",10570764,2,"1",160.00,"ft"
933452608,"1500150",10570765,1,"1",150.00,"ft"
933452609,"1500151",10570766,1,"1",87.00,"ft"
933452610,"1500151",10570766,2,"1",150.00,"ft"
933452611,"1500152",10570767,1,"1",50.00,"ft"
933452612,"1500153",10570768,1,"1",78.00,"ft"
933452613,"1500154",10570769,1,"1",90.00,"ft"
933452614,"1500155",10570770,1,"3",147.00,"ft"
933452615,"1500155",10570770,2,"3",275.00,"ft"
933452616,"1500155",10570770,3,"3",340.00,"ft"
933452617,"1500156",10570771,1,"1",220.00,"ft"
933452618,"1500157",10570772,1,"1",100.00,"ft"
933452619,"1500157",10570772,2,"1",180.00,"ft"
933452620,"1500157",10570772,3,"1",210.00,"ft"
933452621,"1500158",10570773,1,"2",120.00,"ft"
933452622,"1500159",10570774,1,"1",350.00,"ft"
933452623,"1500160",10570775,1,"1",50.00,"ft"
933452624,"1500161",10570776,1,"1",200.00,"ft"
933452625,"1500162",10570777,1,"1",55.00,"ft"
933452626,"1500162",10570777,2,"1",75.00,"ft"
933452627,"1500163",10570778,1,"1",28.00,"ft"
933452628,"1500163",10570778,2,"1",75.00,"ft"
933452629,"1500164",10570779,1,"1",35.00,"ft"
933452630,"1500165",10570780,1,"1",70.00,"ft"
933452631,"1500165",10570780,2,"1",101.00,"ft"
933452632,"1500166",10570781,1,"1",58.00,"ft"
933452633,"1500167",10570782,1,"1",86.00,"ft"
933452634,"1500167",10570782,2,"1",125.00,"ft"
933452635,"1500168",10570783,1,"1",67.00,"ft"
933452636,"1500168",10570783,2,"1",106.00,"ft"
933452637,"1500169",10570784,1,"1",140.00,"ft"
933452638,"1500169",10570784,2,"1",170.00,"ft"
933452639,"1500170",10570785,1,"1",175.00,"ft"
933452640,"1500170",10570785,2,"1",190.00,"ft"
933452641,"1500171",10570786,1,"1",175.00,"ft"
933452642,"1500172",10570787,1,"1",140.00,"ft"
933452643,"1500172",10570787,2,"1",165.00,"ft"
933452644,"1500173",10570788,1,"1",66.00,"ft"
933452645,"1500174",10570789,1,"1",165.00,"ft"
933452646,"1500175",10570790,1,"1",80.00,"ft"
933452647,"1500176",10570791,1,"1",120.00,"ft"
933452648,"1500177",10570792,1,"1",98.00,"ft"
933452649,"1500178",10570793,1,"1",69.00,"ft"
933452650,"1500178",10570793,2,"1",115.00,"ft"
933452651,"1500179",10570794,1,"1",90.00,"ft"
933452652,"1500179",10570794,2,"1",173.00,"ft"
933452653,"1500179",10570794,3,"1",185.00,"ft"
933452654,"1500179",10570794,4,"1",225.00,"ft"
933452655,"1500180",10570795,1,"1",93.00,"ft"
933452656,"1500181",10570796,1,"1",54.00,"ft"
933452657,"1500182",10570797,1,"1",67.00,"ft"
933452658,"1500182",10570797,2,"1",113.00,"ft"
933452659,"1500182",10570797,3,"1",165.00,"ft"
933452660,"1500182",10570797,4,"1",191.00,"ft"
933452661,"1500183",10570798,1,"1",37.00,"ft"
933452662,"1500184",10570799,1,"1",113.00,"ft"
933452663,"1500184",10570799,2,"1",160.00,"ft"
933452664,"1500185",10570800,1,"1",65.00,"ft"
933452665,"1500186",10570801,1,"1",87.00,"ft"
933452666,"1500187",10570802,1,"1",60.00,"ft"
933452667,"1500187",10570802,2,"1",80.00,"ft"
933452668,"1500187",10570802,3,"1",100.00,"ft"
933452669,"1500188",10570803,1,"1",55.00,"ft"
933452670,"1500189",10570804,1,"1",45.00,"ft"
933452671,"1500190",10570805,1,"1",68.00,"ft"
933452672,"1500191",10570806,1,"1",70.00,"ft"
933452673,"1500192",10570807,1,"1",210.00,"ft"
933452674,"1500193",10570808,1,"1",70.00,"ft"
933452675,"1500193",10570808,2,"1",92.00,"ft"
933452676,"1500193",10570808,3,"1",98.00,"ft"
933452677,"1500194",10570809,1,"1",40.00,"ft"
933452678,"1500194",10570809,2,"1",65.00,"ft"
933452679,"1500194",10570809,3,"1",156.00,"ft"
933452680,"1500195",10570810,1,"1",60.00,"ft"
933452681,"1500195",10570810,2,"1",158.00,"ft"
933452682,"1500196",10570811,1,"1",58.00,"ft"
933452683,"1500197",10570812,1,"1",40.00,"ft"
933452684,"1500197",10570812,2,"1",123.00,"ft"
933452685,"1500198",10570813,1,"1",55.00,"ft"
933452686,"1500199",10570814,1,"1",40.00,"ft"
933452687,"1500200",10570815,1,"1",60.00,"ft"
933452688,"1500200",10570815,2,"1",110.00,"ft"
933452689,"1500201",10570816,1,"1",57.00,"ft"
933452690,"1500201",10570816,2,"1",115.00,"ft"
933452691,"1500202",10570817,1,"1",80.00,"ft"
933452692,"1500203",10570818,1,"1",34.00,"ft"
933452693,"1500203",10570818,2,"1",73.00,"ft"
933452694,"1500204",10570819,1,"1",80.00,"ft"
933452695,"1500205",10570820,1,"1",68.00,"ft"
933452696,"1500206",10570821,1,"1",52.00,"ft"
933452697,"1500207",10570822,1,"1",78.00,"ft"
933452698,"1500208",10570823,1,"1",60.00,"ft"
933452699,"1500208",10570823,2,"1",75.00,"ft"
933452700,"1500209",10570824,1,"1",87.00,"ft"
933452701,"1500210",10570825,1,"1",35.00,"ft"
933452702,"1500210",10570825,2,"1",75.00,"ft"
933452703,"1500211",10570826,1,"1",55.00,"ft"
933452704,"1500212",10570827,1,"1",60.00,"ft"
933452705,"1500213",10570828,1,"1",65.00,"ft"
933452706,"1500214",10570829,1,"1",72.00,"ft"
933452707,"1500215",10570830,1,"1",98.00,"ft"
933452708,"1500216",10570831,1,"1",82.00,"ft"
933452709,"1500217",10570832,1,"1",75.00,"ft"
933452710,"1500218",10570833,1,"1",85.00,"ft"
933452711,"1500219",10570834,1,"1",92.00,"ft"
933452712,"1500220",10570835,1,"1",97.00,"ft"
933452713,"1500220",10570835,2,"1",113.00,"ft"
933452714,"1500221",10570836,1,"1",60.00,"ft"
933452715,"1500221",10570836,2,"1",71.00,"ft"
933452716,"1500222",10570837,1,"1",65.00,"ft"
933452717,"1500223",10570838,1,"1",58.00,"ft"
933452718,"1500224",10570839,1,"1",77.00,"ft"
933452719,"1500225",10570840,1,"1",73.00,"ft"
933452720,"1500226",10570841,1,"1",70.00,"ft"
933452721,"1500226",10570841,2,"1",85.00,"ft"
933452722,"1500227",10570842,1,"1",78.00,"ft"
933452723,"1500228",10570843,1,"1",77.00,"ft"
933452724,"1500229",10570844,1,"1",95.00,"ft"
933452725,"1500230",10570845,1,"1",83.00,"ft"
933452726,"1500230",10570845,2,"1",95.00,"ft"
933452727,"1500230",10570845,3,"1",108.00,"ft"
933452728,"1500231",10570846,1,"1",78.00,"ft"
933452729,"1500232",10570847,1,"1",96.00,"ft"
933452730,"1500232",10570847,2,"1",150.00,"ft"
933452731,"1500233",10570848,1,"1",48.00,"ft"
933452732,"1500234",10570849,1,"1",70.00,"ft"
933452733,"1500234",10570849,2,"1",110.00,"ft"
933452734,"1500235",10570850,1,"1",90.00,"ft"
933452735,"1500236",10570851,1,"1",78.00,"ft"
933452736,"1500236",10570851,2,"1",101.00,"ft"
933452737,"1500237",10570852,1,"1",98.00,"ft"
933452738,"1500238",10570853,1,"1",58.00,"ft"
933452739,"1500239",10570854,1,"1",88.00,"ft"
933452740,"1500240",10570855,1,"1",98.00,"ft"
933452741,"1500241",10570856,1,"1",118.00,"ft"
933452742,"1500242",10570857,1,"1",79.00,"ft"
933452743,"1500242",10570857,2,"1",104.00,"ft"
933452744,"1500243",10570858,1,"1",70.00,"ft"
933452745,"1500243",10570858,2,"1",104.00,"ft"
933452746,"1500244",10570859,1,"1",136.00,"ft"
933452747,"1500245",10570860,1,"1",68.00,"ft"
933452748,"1500246",10570861,1,"1",58.00,"ft"
933452749,"1500247",10570862,1,"1",78.00,"ft"
933452750,"1500248",10570863,1,"1",79.00,"ft"
933452751,"1500249",10570864,1,"1",90.00,"ft"
933452752,"1500250",10570865,1,"1",85.00,"ft"
933452753,"1500251",10570866,1,"1",81.00,"ft"
933452754,"1500252",10570867,1,"1",50.00,"ft"
933452755,"1500253",10570868,1,"1",85.00,"ft"
933452756,"1500254",10570869,1,"1",90.00,"ft"
933452757,"1500255",10570870,1,"1",109.00,"ft"
933452758,"1500256",10570871,1,"1",32.00,"ft"
933452759,"1500257",10570872,1,"3",36.00,"ft"
933452760,"1500258",10570873,1,"1",35.00,"ft"
933452761,"1500258",10570873,2,"1",50.00,"ft"
933452762,"1500259",10570874,1,"1",40.00,"ft"
933452763,"1500259",10570874,2,"1",60.00,"ft"
933452764,"1500260",10570875,1,"1",72.00,"ft"
933452765,"1500261",10570876,1,"1",55.00,"ft"
933452766,"1500262",10570877,1,"3",120.00,"ft"
933452767,"1500263",10570878,1,"1",35.00,"ft"
933452768,"1500263",10570878,2,"1",97.00,"ft"
933452769,"1500264",10570879,1,"1",75.00,"ft"
933452770,"1500265",10570880,1,"1",98.00,"ft"
933452771,"1500266",10570881,1,"1",68.00,"ft"
933452772,"1500267",10570882,1,"1",110.00,"ft"
933452773,"1500268",10570883,1,"1",60.00,"ft"
933452774,"1500269",10570884,1,"1",37.00,"ft"
933452775,"1500269",10570884,2,"1",49.00,"ft"
933452776,"1500269",10570884,3,"1",68.00,"ft"
933452777,"1500270",10570885,1,"1",94.00,"ft"
933452778,"1500271",10570886,1,"1",80.00,"ft"
933452779,"1500272",10570887,1,"1",32.00,"ft"
933452780,"1500272",10570887,2,"1",60.00,"ft"
933452781,"1500273",10570888,1,"1",30.00,"ft"
933452782,"1500273",10570888,2,"1",78.00,"ft"
933452783,"1500274",10570889,1,"1",135.00,"ft"
933452784,"1500275",10570890,1,"1",72.00,"ft"
933452785,"1500275",10570890,2,"1",95.00,"ft"
933452786,"1500276",10570891,1,"1",53.00,"ft"
933452787,"1500277",10570892,1,"1",70.00,"ft"
933452788,"1500278",10570893,1,"1",75.00,"ft"
933452789,"1500278",10570893,2,"1",105.00,"ft"
933452790,"1500279",10570894,1,"1",28.00,"ft"
933452791,"1500280",10570895,1,"1",50.00,"ft"
933452792,"1500280",10570895,2,"1",62.00,"ft"
933452793,"1500281",10570896,1,"1",90.00,"ft"
933452794,"1500281",10570896,2,"1",215.00,"ft"
933452795,"1500283",10570898,1,"1",80.00,"ft"
933452796,"1500283",10570898,2,"1",95.00,"ft"
933452797,"1500284",10570899,1,"1",130.00,"ft"
933452798,"1500285",10570900,1,"1",88.00,"ft"
933452799,"1500286",10570901,1,"1",63.00,"ft"
933452800,"1500287",10570902,1,"1",152.00,"ft"
933452801,"1500288",10570903,1,"1",114.00,"ft"
933452802,"1500289",10570904,1,"3",92.00,"ft"
933452803,"1500290",10570905,1,"1",82.00,"ft"
933452804,"1500291",10570906,1,"1",115.00,"ft"
933452805,"1500292",10570907,1,"1",115.00,"ft"
933452806,"1500293",10570908,1,"1",77.00,"ft"
933452807,"1500294",10570909,1,"1",95.00,"ft"
933452808,"1500295",10570910,1,"1",90.00,"ft"
933452809,"1500296",10570911,1,"1",82.00,"ft"
933452810,"1500297",10570912,1,"1",60.00,"ft"
933452811,"1500298",10570913,1,"1",80.00,"ft"
933452812,"1500299",10570914,1,"1",95.00,"ft"
933452813,"1500300",10570915,1,"3",79.00,"ft"
933452814,"1500301",10570916,1,"3",79.00,"ft"
933452815,"1500302",10570917,1,"1",70.00,"ft"
933452816,"1500303",10570918,1,"1",67.00,"ft"
933452817,"1500304",10570919,1,"1",76.00,"ft"
933452818,"1500305",10570920,1,"1",90.00,"ft"
933452819,"1500306",10570921,1,"1",101.00,"ft"
933452820,"1500307",10570922,1,"1",84.00,"ft"
933452821,"1500308",10570923,1,"1",126.00,"ft"
933452822,"1500309",10570924,1,"1",96.00,"ft"
933452823,"1500310",10570925,1,"1",110.00,"ft"
933452824,"1500311",10570926,1,"1",90.00,"ft"
933452825,"1500312",10570927,1,"1",99.00,"ft"
933452826,"1500313",10570928,1,"1",93.00,"ft"
933452827,"1500314",10570929,1,"1",102.00,"ft"
933452828,"1500315",10570930,1,"1",82.00,"ft"
933452829,"1500316",10570931,1,"1",64.00,"ft"
933452830,"1500317",10570932,1,"1",67.00,"ft"
933452831,"1500318",10570933,1,"1",78.00,"ft"
933452832,"1500319",10570934,1,"1",71.00,"ft"
933452833,"1500320",10570935,1,"1",80.00,"ft"
933452834,"1500320",10570935,2,"1",95.00,"ft"
933452835,"1500320",10570935,3,"1",101.00,"ft"
933452836,"1500321",10570936,1,"1",86.00,"ft"
933452837,"1500322",10570937,1,"1",77.00,"ft"
933452838,"1500323",10570938,1,"1",240.00,"ft"
933452839,"1500324",10570939,1,"3",90.00,"ft"
933452840,"1500324",10570939,2,"3",140.00,"ft"
933452841,"1500324",10570939,3,"3",209.00,"ft"
933452842,"1500325",10570940,1,"1",82.00,"ft"
933452843,"1500326",10570941,1,"1",51.00,"ft"
933452844,"1500327",10570942,1,"1",51.00,"ft"
933452845,"1500328",10570943,1,"1",51.00,"ft"
933452846,"1500329",10570944,1,"1",52.00,"ft"
933452847,"1500330",10570945,1,"1",52.00,"ft"
933452848,"1500331",10570946,1,"1",88.00,"ft"
933452849,"1500332",10570947,1,"1",120.00,"ft"
933452850,"1500333",10570948,1,"1",35.00,"ft"
933452851,"1500334",10570949,1,"3",100.00,"ft"
933452852,"1500335",10570950,1,"1",82.00,"ft"
933452853,"1500336",10570951,1,"1",37.00,"ft"
933452854,"1500337",10570952,1,"1",51.00,"ft"
933452855,"1500338",10570953,1,"1",63.00,"ft"
933452856,"1500339",10570954,1,"1",50.00,"ft"
933452857,"1500340",10570955,1,"1",66.00,"ft"
933452858,"1500341",10570956,1,"1",65.00,"ft"
933452859,"1500342",10570957,1,"1",68.00,"ft"
933452860,"1500343",10570958,1,"1",48.00,"ft"
933452861,"1500344",10570959,1,"1",58.00,"ft"
933452862,"1500345",10570960,1,"1",69.00,"ft"
933452863,"1500346",10570961,1,"1",75.00,"ft"
933452864,"1500347",10570962,1,"1",54.00,"ft"
933452865,"1500348",10570963,1,"1",60.00,"ft"
933452866,"1500349",10570964,1,"1",65.00,"ft"
933452867,"1500350",10570965,1,"1",75.00,"ft"
933452868,"1500351",10570966,1,"1",80.00,"ft"
933452869,"1500352",10570967,1,"1",50.00,"ft"
933452870,"1500353",10570968,1,"1",60.00,"ft"
933452871,"1500354",10570969,1,"1",91.00,"ft"
933452872,"1500355",10570970,1,"1",57.00,"ft"
933452873,"1500356",10570971,1,"1",78.00,"ft"
933452874,"1500357",10570972,1,"1",70.00,"ft"
933452875,"1500358",10570973,1,"1",66.00,"ft"
933452876,"1500359",10570974,1,"1",250.00,"ft"
933452877,"1500360",10570975,1,"1",65.00,"ft"
933452878,"1500361",10570976,1,"1",38.00,"ft"
933452879,"1500362",10570977,1,"1",64.00,"ft"
933452880,"1500363",10570978,1,"1",83.00,"ft"
933452881,"1500364",10570979,1,"1",76.00,"ft"
933452882,"1500365",10570980,1,"1",70.00,"ft"
933452883,"1500366",10570981,1,"1",75.00,"ft"
933452884,"1500367",10570982,1,"1",65.00,"ft"
933452885,"1500368",10570983,1,"1",80.00,"ft"
933452886,"1500369",10570984,1,"1",72.00,"ft"
933452887,"1500370",10570985,1,"1",70.00,"ft"
933452888,"1500371",10570986,1,"1",70.00,"ft"
933452889,"1500372",10570987,1,"1",72.00,"ft"
933452890,"1500373",10570988,1,"1",85.00,"ft"
933452891,"1500374",10570989,1,"1",51.00,"ft"
933452892,"1500375",10570990,1,"1",78.00,"ft"
933452893,"1500376",10570991,1,"1",49.00,"ft"
933452894,"1500377",10570992,1,"4",89.00,"ft"
933452895,"1500378",10570993,1,"1",55.00,"ft"
