"WATER_ID","WELL_ID","PIPE_ID","Layer","kind","WATER_FOUND_DEPTH","WATER_FOUND_DEPTH_UOM"
933466429,"1511314",10581880,1,"1",42.00,"ft"
933466430,"1511315",10581881,1,"1",34.00,"ft"
933466431,"1511316",10581882,1,"1",73.00,"ft"
933466432,"1511317",10581883,1,"1",73.00,"ft"
933466433,"1511318",10581884,1,"1",74.00,"ft"
933466434,"1511318",10581884,2,"1",148.00,"ft"
933466435,"1511319",10581885,1,"1",93.00,"ft"
933466436,"1511320",10581886,1,"1",87.00,"ft"
933466437,"1511321",10581887,1,"1",94.00,"ft"
933466438,"1511322",10581888,1,"1",47.00,"ft"
933466439,"1511323",10581889,1,"1",60.00,"ft"
933466440,"1511324",10581890,1,"2",250.00,"ft"
933466441,"1511325",10581891,1,"1",99.00,"ft"
933466442,"1511326",10581892,1,"1",68.00,"ft"
933466443,"1511327",10581893,1,"1",200.00,"ft"
933466444,"1511327",10581893,2,"1",223.00,"ft"
933466445,"1511327",10581893,3,"1",245.00,"ft"
933466446,"1511328",10581894,1,"1",95.00,"ft"
933466447,"1511329",10581895,1,"1",67.00,"ft"
933466448,"1511330",10581896,1,"1",,"ft"
933466449,"1511331",10581897,1,"1",,"ft"
933466450,"1511332",10581898,1,"1",34.00,"ft"
933466451,"1511332",10581898,2,"1",71.00,"ft"
933466452,"1511333",10581899,1,"1",71.00,"ft"
933466453,"1511334",10581900,1,"1",46.00,"ft"
933466454,"1511335",10581901,1,"1",81.00,"ft"
933466455,"1511335",10581901,2,"1",118.00,"ft"
933466456,"1511336",10581902,1,"1",87.00,"ft"
933466457,"1511337",10581903,1,"1",79.00,"ft"
933466458,"1511337",10581903,2,"1",82.00,"ft"
933466459,"1511338",10581904,1,"1",78.00,"ft"
933466460,"1511339",10581905,1,"1",43.00,"ft"
933466461,"1511340",10581906,1,"1",89.00,"ft"
933466462,"1511341",10581907,1,"1",28.00,"ft"
933466463,"1511341",10581907,2,"1",72.00,"ft"
933466464,"1511342",10581908,1,"1",74.00,"ft"
933466465,"1511343",10581909,1,"1",48.00,"ft"
933466466,"1511344",10581910,1,"1",47.00,"ft"
933466467,"1511345",10581911,1,"1",210.00,"ft"
933466468,"1511345",10581911,2,"1",297.00,"ft"
933466469,"1511346",10581912,1,"1",117.00,"ft"
933466470,"1511347",10581913,1,"1",60.00,"ft"
933466471,"1511347",10581913,2,"1",123.00,"ft"
933466472,"1511348",10581914,1,"1",91.00,"ft"
933466473,"1511349",10581915,1,"1",80.00,"ft"
933466474,"1511350",10581916,1,"1",93.00,"ft"
933466475,"1511351",10581917,1,"1",40.00,"ft"
933466476,"1511351",10581917,2,"1",197.00,"ft"
933466477,"1511352",10581918,1,"1",53.00,"ft"
933466478,"1511353",10581919,1,"1",62.00,"ft"
933466479,"1511355",10581921,1,"3",148.00,"ft"
933466480,"1511356",10581922,1,"1",45.00,"ft"
933466481,"1511357",10581923,1,"1",41.00,"ft"
933466482,"1511357",10581923,2,"1",67.00,"ft"
933466483,"1511357",10581923,3,"1",89.00,"ft"
933466484,"1511357",10581923,4,"1",108.00,"ft"
933466485,"1511358",10581924,1,"1",17.00,"ft"
933466486,"1511358",10581924,2,"1",47.00,"ft"
933466487,"1511359",10581925,1,"1",160.00,"ft"
933466488,"1511359",10581925,2,"1",212.00,"ft"
933466489,"1511360",10581926,1,"1",305.00,"ft"
933466490,"1511361",10581927,1,"1",37.00,"ft"
933466491,"1511362",10581928,1,"3",86.00,"ft"
933466492,"1511363",10581929,1,"1",43.00,"ft"
933466493,"1511363",10581929,2,"1",128.00,"ft"
933466494,"1511364",10581930,1,"1",118.00,"ft"
933466495,"1511365",10581931,1,"3",182.00,"ft"
933466496,"1511366",10581932,1,"1",75.00,"ft"
933466497,"1511367",10581933,1,"1",92.00,"ft"
933466498,"1511368",10581934,1,"1",64.00,"ft"
933466499,"1511369",10581935,1,"1",59.00,"ft"
933466500,"1511370",10581936,1,"1",174.00,"ft"
933466501,"1511371",10581937,1,"1",67.00,"ft"
933466502,"1511372",10581938,1,"1",50.00,"ft"
933466503,"1511372",10581938,2,"1",94.00,"ft"
933466504,"1511373",10581939,1,"1",90.00,"ft"
933466505,"1511373",10581939,2,"5",146.00,"ft"
933466506,"1511374",10581940,1,"1",68.00,"ft"
933466507,"1511375",10581941,1,"1",85.00,"ft"
933466508,"1511376",10581942,1,"1",35.00,"ft"
933466509,"1511377",10581943,1,"1",76.00,"ft"
933466510,"1511378",10581944,1,"1",50.00,"ft"
933466511,"1511379",10581945,1,"1",70.00,"ft"
933466512,"1511380",10581946,1,"1",47.00,"ft"
933466513,"1511380",10581946,2,"1",120.00,"ft"
933466514,"1511381",10581947,1,"1",42.00,"ft"
933466515,"1511382",10581948,1,"1",42.00,"ft"
933466516,"1511383",10581949,1,"1",63.00,"ft"
933466517,"1511383",10581949,2,"1",135.00,"ft"
933466518,"1511383",10581949,3,"1",160.00,"ft"
933466519,"1511384",10581950,1,"1",63.00,"ft"
933466520,"1511384",10581950,2,"1",96.00,"ft"
933466521,"1511385",10581951,1,"1",135.00,"ft"
933466522,"1511386",10581952,1,"1",108.00,"ft"
933466523,"1511387",10581953,1,"1",31.00,"ft"
933466524,"1511388",10581954,1,"1",63.00,"ft"
933466525,"1511389",10581955,1,"1",78.00,"ft"
933466526,"1511389",10581955,2,"1",149.00,"ft"
933466527,"1511390",10581956,1,"1",85.00,"ft"
933466528,"1511391",10581957,1,"1",35.00,"ft"
933466529,"1511392",10581958,1,"1",97.00,"ft"
933466530,"1511393",10581959,1,"1",105.00,"ft"
933466531,"1511393",10581959,2,"1",122.00,"ft"
933466532,"1511394",10581960,1,"1",72.00,"ft"
933466533,"1511395",10581961,1,"1",63.00,"ft"
933466534,"1511396",10581962,1,"1",80.00,"ft"
933466535,"1511397",10581963,1,"1",72.00,"ft"
933466536,"1511398",10581964,1,"1",65.00,"ft"
933466537,"1511399",10581965,1,"1",65.00,"ft"
933466538,"1511400",10581966,1,"1",92.00,"ft"
933466539,"1511400",10581966,2,"1",125.00,"ft"
933466540,"1511400",10581966,3,"1",151.00,"ft"
933466541,"1511401",10581967,1,"1",35.00,"ft"
933466542,"1511402",10581968,1,"1",36.00,"ft"
933466543,"1511403",10581969,1,"1",64.00,"ft"
933466544,"1511404",10581970,1,"1",72.00,"ft"
933466545,"1511405",10581971,1,"1",63.00,"ft"
933466546,"1511406",10581972,1,"1",58.00,"ft"
933466547,"1511407",10581973,1,"1",58.00,"ft"
933466548,"1511408",10581974,1,"1",55.00,"ft"
933466549,"1511408",10581974,2,"1",88.00,"ft"
933466550,"1511409",10581975,1,"2",123.00,"ft"
933466551,"1511410",10581976,1,"1",70.00,"ft"
933466552,"1511410",10581976,2,"1",146.00,"ft"
933466553,"1511411",10581977,1,"1",79.00,"ft"
933466554,"1511412",10581978,1,"1",157.00,"ft"
933466555,"1511413",10581979,1,"1",71.00,"ft"
933466556,"1511414",10581980,1,"1",47.00,"ft"
933466557,"1511414",10581980,2,"1",94.00,"ft"
933466558,"1511415",10581981,1,"1",20.00,"ft"
933466559,"1511415",10581981,2,"1",163.00,"ft"
933466560,"1511416",10581982,1,"1",55.00,"ft"
933466561,"1511416",10581982,2,"1",121.00,"ft"
933466562,"1511417",10581983,1,"1",40.00,"ft"
933466563,"1511418",10581984,1,"1",72.00,"ft"
933466564,"1511419",10581985,1,"1",38.00,"ft"
933466565,"1511421",10581986,1,"1",110.00,"ft"
933466566,"1511422",10581987,1,"1",41.00,"ft"
933466567,"1511422",10581987,2,"1",48.00,"ft"
933466568,"1511423",10581988,1,"1",65.00,"ft"
933466569,"1511423",10581988,2,"1",93.00,"ft"
933466570,"1511424",10581989,1,"1",27.00,"ft"
933466571,"1511424",10581989,2,"1",55.00,"ft"
933466572,"1511424",10581989,3,"1",72.00,"ft"
933466573,"1511425",10581990,1,"1",96.00,"ft"
933466574,"1511426",10581991,1,"1",91.00,"ft"
933466575,"1511427",10581992,1,"1",102.00,"ft"
933466576,"1511428",10581993,1,"1",58.00,"ft"
933466577,"1511429",10581994,1,"1",106.00,"ft"
933466578,"1511430",10581995,1,"1",102.00,"ft"
933466579,"1511431",10581996,1,"5",107.00,"ft"
933466580,"1511432",10581997,1,"1",93.00,"ft"
933466581,"1511433",10581998,1,"1",70.00,"ft"
933466582,"1511434",10581999,1,"1",196.00,"ft"
933466583,"1511435",10582000,1,"1",81.00,"ft"
933466584,"1511436",10582001,1,"1",84.00,"ft"
933466585,"1511437",10582002,1,"1",50.00,"ft"
933466586,"1511438",10582003,1,"1",59.00,"ft"
933466587,"1511439",10582004,1,"1",111.00,"ft"
933466588,"1511440",10582005,1,"1",60.00,"ft"
933466589,"1511441",10582006,1,"1",94.00,"ft"
933466590,"1511442",10582007,1,"1",105.00,"ft"
933466591,"1511443",10582008,1,"1",160.00,"ft"
933466592,"1511444",10582009,1,"1",58.00,"ft"
933466593,"1511445",10582010,1,"1",79.00,"ft"
933466594,"1511446",10582011,1,"1",50.00,"ft"
933466595,"1511447",10582012,1,"1",76.00,"ft"
933466596,"1511448",10582013,1,"1",72.00,"ft"
933466597,"1511449",10582014,1,"1",70.00,"ft"
933466598,"1511450",10582015,1,"1",140.00,"ft"
933466599,"1511451",10582016,1,"1",82.00,"ft"
933466600,"1511452",10582017,1,"1",74.00,"ft"
933466601,"1511453",10582018,1,"1",50.00,"ft"
933466602,"1511454",10582019,1,"1",76.00,"ft"
933466603,"1511455",10582020,1,"1",38.00,"ft"
933466604,"1511456",10582021,1,"1",40.00,"ft"
933466605,"1511457",10582022,1,"1",31.00,"ft"
933466606,"1511458",10582023,1,"5",67.00,"ft"
933466607,"1511459",10582024,1,"1",45.00,"ft"
933466608,"1511459",10582024,2,"1",60.00,"ft"
933466609,"1511460",10582025,1,"1",38.00,"ft"
933466610,"1511460",10582025,2,"1",70.00,"ft"
933466611,"1511461",10582026,1,"1",48.00,"ft"
933466612,"1511461",10582026,2,"1",52.00,"ft"
933466613,"1511462",10582027,1,"1",53.00,"ft"
933466614,"1511462",10582027,2,"1",92.00,"ft"
933466615,"1511462",10582027,3,"1",95.00,"ft"
933466616,"1511463",10582028,1,"1",175.00,"ft"
933466617,"1511464",10582029,1,"1",27.00,"ft"
933466618,"1511465",10582030,1,"1",65.00,"ft"
933466619,"1511467",10582031,1,"1",98.00,"ft"
933466620,"1511467",10582031,2,"1",116.00,"ft"
933466621,"1511468",10582032,1,"1",165.00,"ft"
933466622,"1511469",10582033,1,"1",56.00,"ft"
933466623,"1511469",10582033,2,"1",78.00,"ft"
933466624,"1511469",10582033,3,"1",89.00,"ft"
933466625,"1511470",10582034,1,"1",64.00,"ft"
933466626,"1511471",10582035,1,"1",35.00,"ft"
933466627,"1511472",10582036,1,"1",40.00,"ft"
933466628,"1511473",10582037,1,"1",78.00,"ft"
933466629,"1511473",10582037,2,"1",95.00,"ft"
933466630,"1511474",10582038,1,"1",122.00,"ft"
933466631,"1511474",10582038,2,"1",168.00,"ft"
933466632,"1511475",10582039,1,"1",110.00,"ft"
933466633,"1511475",10582039,2,"1",143.00,"ft"
933466634,"1511476",10582040,1,"1",63.00,"ft"
933466635,"1511476",10582040,2,"1",337.00,"ft"
933466636,"1511477",10582041,1,"1",71.00,"ft"
933466637,"1511478",10582042,1,"1",,"ft"
933466638,"1511479",10582043,1,"1",62.00,"ft"
933466639,"1511479",10582043,2,"1",86.00,"ft"
933466640,"1511480",10582044,1,"1",109.00,"ft"
933466641,"1511481",10582045,1,"1",45.00,"ft"
933466642,"1511482",10582046,1,"1",35.00,"ft"
933466643,"1511483",10582047,1,"1",61.00,"ft"
933466644,"1511484",10582048,1,"1",65.00,"ft"
933466645,"1511485",10582049,1,"1",41.00,"ft"
933466646,"1511485",10582049,2,"1",162.00,"ft"
933466647,"1511486",10582050,1,"1",32.00,"ft"
933466648,"1511486",10582050,2,"1",134.00,"ft"
933466649,"1511487",10582051,1,"1",44.00,"ft"
933466650,"1511488",10582052,1,"1",70.00,"ft"
933466651,"1511488",10582052,2,"1",73.00,"ft"
933466652,"1511489",10582053,1,"1",37.00,"ft"
933466653,"1511490",10582054,1,"1",120.00,"ft"
933466654,"1511490",10582054,2,"1",200.00,"ft"
933466655,"1511491",10582055,1,"2",210.00,"ft"
933466656,"1511491",10582055,2,"3",230.00,"ft"
933466657,"1511492",10582056,1,"1",56.00,"ft"
933466658,"1511493",10582057,1,"1",40.00,"ft"
933466659,"1511493",10582057,2,"1",47.00,"ft"
933466660,"1511494",10582058,1,"1",51.00,"ft"
933466661,"1511495",10582059,1,"1",40.00,"ft"
933466662,"1511495",10582059,2,"1",83.00,"ft"
933466663,"1511496",10582060,1,"1",36.00,"ft"
933466664,"1511497",10582061,1,"1",30.00,"ft"
933466665,"1511498",10582062,1,"1",97.00,"ft"
933466666,"1511499",10582063,1,"1",382.00,"ft"
933466667,"1511500",10582064,1,"1",67.00,"ft"
933466668,"1511501",10582065,1,"1",63.00,"ft"
933466669,"1511502",10582066,1,"1",58.00,"ft"
933466670,"1511503",10582067,1,"1",77.00,"ft"
933466671,"1511504",10582068,1,"1",70.00,"ft"
933466672,"1511504",10582068,2,"1",74.00,"ft"
933466673,"1511505",10582069,1,"1",55.00,"ft"
933466674,"1511506",10582070,1,"1",50.00,"ft"
933466675,"1511506",10582070,2,"1",110.00,"ft"
933466676,"1511506",10582070,3,"1",135.00,"ft"
933466677,"1511506",10582070,4,"1",145.00,"ft"
933466678,"1511506",10582070,5,"1",160.00,"ft"
933466679,"1511507",10582071,1,"1",68.00,"ft"
933466680,"1511508",10582072,1,"3",55.00,"ft"
933466681,"1511509",10582073,1,"1",17.00,"ft"
933466682,"1511510",10582074,1,"1",30.00,"ft"
933466683,"1511511",10582075,1,"1",60.00,"ft"
933466684,"1511512",10582076,1,"1",177.00,"ft"
933466685,"1511513",10582077,1,"1",91.00,"ft"
933466686,"1511514",10582078,1,"1",95.00,"ft"
933466687,"1511515",10582079,1,"1",109.00,"ft"
933466688,"1511516",10582080,1,"1",108.00,"ft"
933466689,"1511517",10582081,1,"1",26.00,"ft"
933466690,"1511517",10582081,2,"1",44.00,"ft"
933466691,"1511518",10582082,1,"1",32.00,"ft"
933466692,"1511518",10582082,2,"1",56.00,"ft"
933466693,"1511518",10582082,3,"1",63.00,"ft"
933466694,"1511519",10582083,1,"3",142.00,"ft"
933466695,"1511520",10582084,1,"1",46.00,"ft"
933466696,"1511521",10582085,1,"1",76.00,"ft"
933466697,"1511522",10582086,1,"1",101.00,"ft"
933466698,"1511523",10582087,1,"1",60.00,"ft"
933466699,"1511523",10582087,2,"1",173.00,"ft"
933466700,"1511524",10582088,1,"1",38.00,"ft"
933466701,"1511524",10582088,2,"1",70.00,"ft"
933466702,"1511525",10582089,1,"1",65.00,"ft"
933466703,"1511525",10582089,2,,141.00,"ft"
933466704,"1511526",10582090,1,"1",94.00,"ft"
933466705,"1511527",10582091,1,"1",64.00,"ft"
933466706,"1511527",10582091,2,"1",122.00,"ft"
933466707,"1511527",10582091,3,"1",193.00,"ft"
933466708,"1511527",10582091,4,"1",220.00,"ft"
933466709,"1511528",10582092,1,"1",49.00,"ft"
933466710,"1511528",10582092,2,"1",273.00,"ft"
933466711,"1511529",10582093,1,"1",56.00,"ft"
933466712,"1511530",10582094,1,"1",44.00,"ft"
933466713,"1511530",10582094,2,"1",48.00,"ft"
933466714,"1511531",10582095,1,"1",75.00,"ft"
933466715,"1511532",10582096,1,"1",63.00,"ft"
933466716,"1511532",10582096,2,"1",120.00,"ft"
933466717,"1511533",10582097,1,"1",68.00,"ft"
933466718,"1511535",10582099,1,"1",118.00,"ft"
933466719,"1511536",10582100,1,"1",45.00,"ft"
933466720,"1511536",10582100,2,"1",72.00,"ft"
933466721,"1511537",10582101,1,"1",77.00,"ft"
933466722,"1511537",10582101,2,"1",108.00,"ft"
933466723,"1511537",10582101,3,"1",132.00,"ft"
933466724,"1511538",10582102,1,"1",66.00,"ft"
933466725,"1511538",10582102,2,"1",94.00,"ft"
933466726,"1511539",10582103,1,"5",68.00,"ft"
933466727,"1511539",10582103,2,"5",95.00,"ft"
933466728,"1511540",10582104,1,"1",95.00,"ft"
933466729,"1511541",10582105,1,"1",60.00,"ft"
933466730,"1511542",10582106,1,"1",45.00,"ft"
933466731,"1511543",10582107,1,"5",95.00,"ft"
933466732,"1511544",10582108,1,"1",122.00,"ft"
933466733,"1511545",10582109,1,"1",72.00,"ft"
933466734,"1511545",10582109,2,"1",95.00,"ft"
933466735,"1511546",10582110,1,"1",65.00,"ft"
933466736,"1511546",10582110,2,"1",93.00,"ft"
933466737,"1511546",10582110,3,"1",122.00,"ft"
933466738,"1511547",10582111,1,"1",182.00,"ft"
933466739,"1511547",10582111,2,"1",312.00,"ft"
933466740,"1511548",10582112,1,"1",52.00,"ft"
933466741,"1511549",10582113,1,"1",33.00,"ft"
933466742,"1511550",10582114,1,"1",68.00,"ft"
933466743,"1511551",10582115,1,"1",87.00,"ft"
933466744,"1511551",10582115,2,"1",150.00,"ft"
933466745,"1511552",10582116,1,"1",73.00,"ft"
933466746,"1511553",10582117,1,"1",47.00,"ft"
933466747,"1511553",10582117,2,"1",122.00,"ft"
933466748,"1511553",10582117,3,"1",164.00,"ft"
933466749,"1511554",10582118,1,"1",36.00,"ft"
933466750,"1511555",10582119,1,"1",27.00,"ft"
933466751,"1511555",10582119,2,"1",46.00,"ft"
933466752,"1511556",10582120,1,"1",55.00,"ft"
933466753,"1511556",10582120,2,"1",121.00,"ft"
933466754,"1511557",10582121,1,"1",45.00,"ft"
933466755,"1511557",10582121,2,"1",78.00,"ft"
933466756,"1511558",10582122,1,"1",61.00,"ft"
933466757,"1511558",10582122,2,"1",98.00,"ft"
933466758,"1511559",10582123,1,"1",48.00,"ft"
933466759,"1511560",10582124,1,"1",59.00,"ft"
933466760,"1511561",10582125,1,"1",53.00,"ft"
933466761,"1511562",10582126,1,"1",76.00,"ft"
933466762,"1511563",10582127,1,"3",65.00,"ft"
933466763,"1511564",10582128,1,"1",79.00,"ft"
933466764,"1511565",10582129,1,"1",76.00,"ft"
933466765,"1511566",10582130,1,"1",60.00,"ft"
933466766,"1511567",10582131,1,"1",86.00,"ft"
933466767,"1511568",10582132,1,"1",114.00,"ft"
933466768,"1511569",10582133,1,"1",63.00,"ft"
933466769,"1511570",10582134,1,"1",51.00,"ft"
933466770,"1511571",10582135,1,"1",81.00,"ft"
933466771,"1511572",10582136,1,"1",49.00,"ft"
933466772,"1511573",10582137,1,"1",51.00,"ft"
933466773,"1511574",10582138,1,"1",55.00,"ft"
933466774,"1511575",10582139,1,"1",56.00,"ft"
933466775,"1511576",10582140,1,"1",51.00,"ft"
933466776,"1511577",10582141,1,"1",41.00,"ft"
933466777,"1511578",10582142,1,"1",208.00,"ft"
933466778,"1511579",10582143,1,"1",128.00,"ft"
933466779,"1511580",10582144,1,"1",134.00,"ft"
933466780,"1511581",10582145,1,"1",34.00,"ft"
933466781,"1511582",10582146,1,"1",30.00,"ft"
933466782,"1511583",10582147,1,"1",40.00,"ft"
933466783,"1511584",10582148,1,"1",50.00,"ft"
933466784,"1511585",10582149,1,"1",75.00,"ft"
933466785,"1511586",10582150,1,"1",52.00,"ft"
933466786,"1511587",10582151,1,"1",104.00,"ft"
933466787,"1511588",10582152,1,"1",60.00,"ft"
933466788,"1511589",10582153,1,"1",75.00,"ft"
933466789,"1511590",10582154,1,"1",232.00,"ft"
933466790,"1511591",10582155,1,"1",99.00,"ft"
933466791,"1511592",10582156,1,"1",81.00,"ft"
933466792,"1511593",10582157,1,"1",79.00,"ft"
933466793,"1511594",10582158,1,"1",108.00,"ft"
933466794,"1511595",10582159,1,"1",90.00,"ft"
933466795,"1511596",10582160,1,"1",73.00,"ft"
933466796,"1511597",10582161,1,"1",73.00,"ft"
933466797,"1511598",10582162,1,"1",67.00,"ft"
933466798,"1511599",10582163,1,"1",66.00,"ft"
933466799,"1511600",10582164,1,"1",36.00,"ft"
933466800,"1511601",10582165,1,"1",71.00,"ft"
933466801,"1511602",10582166,1,"1",72.00,"ft"
933466802,"1511602",10582166,2,"1",140.00,"ft"
933466803,"1511602",10582166,3,"1",174.00,"ft"
933466804,"1511603",10582167,1,"1",110.00,"ft"
933466805,"1511604",10582168,1,"1",64.00,"ft"
933466806,"1511605",10582169,1,"3",48.00,"ft"
933466807,"1511606",10582170,1,"1",72.00,"ft"
933466808,"1511607",10582171,1,"1",80.00,"ft"
933466809,"1511607",10582171,2,"1",97.00,"ft"
933466810,"1511608",10582172,1,"1",74.00,"ft"
933466811,"1511608",10582172,2,"1",83.00,"ft"
933466812,"1511609",10582173,1,"1",45.00,"ft"
933466813,"1511610",10582174,1,"1",89.00,"ft"
933466814,"1511610",10582174,2,"1",97.00,"ft"
933466815,"1511611",10582175,1,"1",60.00,"ft"
933466816,"1511611",10582175,2,"1",72.00,"ft"
933466817,"1511612",10582176,1,"1",62.00,"ft"
933466818,"1511613",10582177,1,"1",80.00,"ft"
933466819,"1511613",10582177,2,"1",95.00,"ft"
933466820,"1511614",10582178,1,"1",25.00,"ft"
933466821,"1511614",10582178,2,"1",78.00,"ft"
933466822,"1511615",10582179,1,"1",,"ft"
933466823,"1511616",10582180,1,"1",60.00,"ft"
933466824,"1511616",10582180,2,"1",150.00,"ft"
933466825,"1511616",10582180,3,"1",258.00,"ft"
933466826,"1511617",10582181,1,"1",220.00,"ft"
933466827,"1511618",10582182,1,"1",65.00,"ft"
933466828,"1511618",10582182,2,"1",97.00,"ft"
933466829,"1511619",10582183,1,"1",68.00,"ft"
933466830,"1511619",10582183,2,"1",131.00,"ft"
933466831,"1511620",10582184,1,"1",68.00,"ft"
933466832,"1511621",10582185,1,"1",49.00,"ft"
933466833,"1511622",10582186,1,"1",35.00,"ft"
933466834,"1511622",10582186,2,"1",44.00,"ft"
933466835,"1511623",10582187,1,"1",125.00,"ft"
933466836,"1511623",10582187,2,"1",194.00,"ft"
933466837,"1511623",10582187,3,"1",240.00,"ft"
933466838,"1511623",10582187,4,"1",248.00,"ft"
933466839,"1511625",10582189,1,"1",305.00,"ft"
933466840,"1511625",10582189,2,"3",490.00,"ft"
933466841,"1511626",10582190,1,"1",68.00,"ft"
933466842,"1511626",10582190,2,"1",122.00,"ft"
933466843,"1511627",10582191,1,"1",58.00,"ft"
933466844,"1511627",10582191,2,"1",72.00,"ft"
933466845,"1511628",10582192,1,"1",60.00,"ft"
933466846,"1511628",10582192,2,"1",95.00,"ft"
933466847,"1511629",10582193,1,"1",172.00,"ft"
933466848,"1511630",10582194,1,"1",253.00,"ft"
933466849,"1511630",10582194,2,"1",272.00,"ft"
933466850,"1511631",10582195,1,"1",92.00,"ft"
933466851,"1511631",10582195,2,"1",183.00,"ft"
933466852,"1511632",10582196,1,"1",35.00,"ft"
933466853,"1511632",10582196,2,"1",62.00,"ft"
933466854,"1511633",10582197,1,"5",45.00,"ft"
933466855,"1511634",10582198,1,"1",42.00,"ft"
933466856,"1511635",10582199,1,"1",50.00,"ft"
933466857,"1511636",10582200,1,"1",73.00,"ft"
933466858,"1511637",10582201,1,"1",42.00,"ft"
933466859,"1511637",10582201,2,"1",58.00,"ft"
933466860,"1511638",10582202,1,"1",40.00,"ft"
933466861,"1511638",10582202,2,"1",68.00,"ft"
933466862,"1511639",10582203,1,"1",85.00,"ft"
933466863,"1511639",10582203,2,"1",97.00,"ft"
933466864,"1511640",10582204,1,"1",27.00,"ft"
933466865,"1511640",10582204,2,"1",96.00,"ft"
933466866,"1511641",10582205,1,"1",58.00,"ft"
933466867,"1511642",10582206,1,"1",80.00,"ft"
933466868,"1511643",10582207,1,"1",78.00,"ft"
933466869,"1511643",10582207,2,"1",128.00,"ft"
933466870,"1511643",10582207,3,"1",174.00,"ft"
933466871,"1511644",10582208,1,"1",42.00,"ft"
933466872,"1511644",10582208,2,"1",68.00,"ft"
933466873,"1511644",10582208,3,"1",120.00,"ft"
933466874,"1511645",10582209,1,"1",72.00,"ft"
933466875,"1511647",10582211,1,"1",97.00,"ft"
933466876,"1511648",10582212,1,"1",102.00,"ft"
933466877,"1511649",10582213,1,"1",65.00,"ft"
933466878,"1511649",10582213,2,"1",115.00,"ft"
933466879,"1511650",10582214,1,"1",65.00,"ft"
933466880,"1511650",10582214,2,"1",95.00,"ft"
933466881,"1511651",10582215,1,"1",80.00,"ft"
933466882,"1511651",10582215,2,"1",96.00,"ft"
933466883,"1511652",10582216,1,"1",58.00,"ft"
933466884,"1511653",10582217,1,"1",101.00,"ft"
933466885,"1511654",10582218,1,"1",58.00,"ft"
933466886,"1511655",10582219,1,"1",81.00,"ft"
933466887,"1511656",10582220,1,"1",148.00,"ft"
933466888,"1511657",10582221,1,"1",77.00,"ft"
933466889,"1511658",10582222,1,"1",80.00,"ft"
933466890,"1511659",10582223,1,"1",132.00,"ft"
933466891,"1511660",10582224,1,"1",60.00,"ft"
933466892,"1511660",10582224,2,"1",95.00,"ft"
933466893,"1511660",10582224,3,"1",150.00,"ft"
933466894,"1511661",10582225,1,"1",59.00,"ft"
933466895,"1511662",10582226,1,"1",114.00,"ft"
933466896,"1511663",10582227,1,"1",107.00,"ft"
933466897,"1511664",10582228,1,"1",119.00,"ft"
933466898,"1511665",10582229,1,"1",95.00,"ft"
933466899,"1511666",10582230,1,"3",165.00,"ft"
933466900,"1511667",10582231,1,"1",52.00,"ft"
933466901,"1511668",10582232,1,"1",28.00,"ft"
933466902,"1511669",10582233,1,"1",48.00,"ft"
933466903,"1511670",10582234,1,"1",57.00,"ft"
933466904,"1511671",10582235,1,"1",85.00,"ft"
933466905,"1511672",10582236,1,"1",42.00,"ft"
933466906,"1511673",10582237,1,"1",58.00,"ft"
933466907,"1511674",10582238,1,"1",38.00,"ft"
933466908,"1511675",10582239,1,"1",66.00,"ft"
933466909,"1511676",10582240,1,"1",33.00,"ft"
933466910,"1511677",10582241,1,"1",36.00,"ft"
933466911,"1511678",10582242,1,"1",30.00,"ft"
933466912,"1511679",10582243,1,"1",68.00,"ft"
933466913,"1511680",10582244,1,"1",48.00,"ft"
933466914,"1511681",10582245,1,"1",88.00,"ft"
933466915,"1511682",10582246,1,"1",5.00,"ft"
933466916,"1511683",10582247,1,"1",53.00,"ft"
933466917,"1511683",10582247,2,"1",90.00,"ft"
933466918,"1511684",10582248,1,"1",71.00,"ft"
933466919,"1511685",10582249,1,"1",97.00,"ft"
933466920,"1511686",10582250,1,"1",84.00,"ft"
933466921,"1511687",10582251,1,"1",104.00,"ft"
933466922,"1511688",10582252,1,"1",120.00,"ft"
933466923,"1511689",10582253,1,"1",55.00,"ft"
933466924,"1511690",10582254,1,"1",84.00,"ft"
933466925,"1511691",10582255,1,"1",60.00,"ft"
933466926,"1511692",10582256,1,"1",101.00,"ft"
933466927,"1511693",10582257,1,"1",55.00,"ft"
933466928,"1511694",10582258,1,"1",141.00,"ft"
933466929,"1511695",10582259,1,"1",63.00,"ft"
933466930,"1511696",10582260,1,"1",50.00,"ft"
933466931,"1511697",10582261,1,"1",121.00,"ft"
933466932,"1511698",10582262,1,"1",40.00,"ft"
933466933,"1511699",10582263,1,"1",41.00,"ft"
933466934,"1511700",10582264,1,"1",114.00,"ft"
933466935,"1511701",10582265,1,"1",49.00,"ft"
933466936,"1511702",10582266,1,"1",100.00,"ft"
933466937,"1511703",10582267,1,"1",65.00,"ft"
933466938,"1511704",10582268,1,"1",67.00,"ft"
933466939,"1511705",10582269,1,"1",67.00,"ft"
933466940,"1511706",10582270,1,"5",61.00,"ft"
933466941,"1511707",10582271,1,"1",60.00,"ft"
933466942,"1511708",10582272,1,"1",64.00,"ft"
933466943,"1511709",10582273,1,"1",75.00,"ft"
933466944,"1511710",10582274,1,"1",152.00,"ft"
