"PIPE_ID","WELL_ID","casing_number","Bore_Hole_ID","Comment","Alt_name"
10572638,"1502025",1,10024068,,
10572639,"1502026",1,10024069,,
10572640,"1502027",1,10024070,,
10572641,"1502028",1,10024071,,
10572642,"1502029",1,10024072,,
10572643,"1502030",1,10024073,,
10572644,"1502031",1,10024074,,
10572645,"1502032",1,10024075,,
10572646,"1502033",1,10024076,,
10572647,"1502034",1,10024077,,
10572648,"1502035",1,10024078,,
10572649,"1502036",1,10024079,,
10572650,"1502037",1,10024080,,
10572651,"1502038",1,10024081,,
10572652,"1502039",1,10024082,,
10572653,"1502040",1,10024083,,
10572654,"1502041",1,10024084,,
10572655,"1502042",1,10024085,,
10572656,"1502043",1,10024086,,
10572657,"1502044",1,10024087,,
10572658,"1502045",1,10024088,,
10572659,"1502046",1,10024089,,
10572660,"1502047",1,10024090,,
10572661,"1502048",1,10024091,,
10572662,"1502049",1,10024092,,
10572663,"1502050",1,10024093,,
10572664,"1502051",1,10024094,,
10572665,"1502052",1,10024095,,
10572666,"1502053",1,10024096,,
10572667,"1502054",1,10024097,,
10572668,"1502055",1,10024098,,
10572669,"1502056",1,10024099,,
10572670,"1502057",1,10024100,,
10572671,"1502058",1,10024101,,
10572672,"1502059",1,10024102,,
10572673,"1502060",1,10024103,,
10572674,"1502061",1,10024104,,
10572675,"1502062",1,10024105,,
10572676,"1502063",1,10024106,,
10572677,"1502064",1,10024107,,
10572678,"1502065",1,10024108,,
10572679,"1502066",1,10024109,,
10572680,"1502067",1,10024110,,
10572681,"1502068",1,10024111,,
10572682,"1502069",1,10024112,,
10572683,"1502070",1,10024113,,
10572684,"1502071",1,10024114,,
10572685,"1502072",1,10024115,,
10572686,"1502073",1,10024116,,
10572687,"1502074",1,10024117,,
10572688,"1502075",1,10024118,,
10572689,"1502076",1,10024119,,
10572690,"1502077",1,10024120,,
10572691,"1502078",1,10024121,,
10572692,"1502079",1,10024122,,
10572693,"1502080",1,10024123,,
10572694,"1502081",1,10024124,,
10572695,"1502082",1,10024125,,
10572696,"1502083",1,10024126,,
10572697,"1502084",1,10024127,,
10572698,"1502085",1,10024128,,
10572699,"1502086",1,10024129,,
10572700,"1502087",1,10024130,,
10572701,"1502088",1,10024131,,
10572702,"1502089",1,10024132,,
10572703,"1502090",1,10024133,,
10572704,"1502091",1,10024134,,
10572705,"1502092",1,10024135,,
10572706,"1502093",1,10024136,,
10572707,"1502094",1,10024137,,
10572708,"1502095",1,10024138,,
10572709,"1502096",1,10024139,,
10572710,"1502097",1,10024140,,
10572711,"1502098",1,10024141,,
10572712,"1502099",1,10024142,,
10572713,"1502100",1,10024143,,
10572714,"1502101",1,10024144,,
10572715,"1502102",1,10024145,,
10572716,"1502103",1,10024146,,
10572717,"1502104",1,10024147,,
10572718,"1502105",1,10024148,,
10572719,"1502106",1,10024149,,
10572720,"1502107",1,10024150,,
10572721,"1502108",1,10024151,,
10572722,"1502109",1,10024152,,
10572723,"1502110",1,10024153,,
10572724,"1502111",1,10024154,,
10572725,"1502112",1,10024155,,
10572726,"1502113",1,10024156,,
10572727,"1502114",1,10024157,,
10572728,"1502115",1,10024158,,
10572729,"1502116",1,10024159,,
10572730,"1502117",1,10024160,,
10572731,"1502118",1,10024161,,
10572732,"1502119",1,10024162,,
10572733,"1502120",1,10024163,,
10572734,"1502121",1,10024164,,
10572735,"1502122",1,10024165,,
10572736,"1502123",1,10024166,,
10572737,"1502124",1,10024167,,
10572738,"1502125",1,10024168,,
10572739,"1502126",1,10024169,,
10572740,"1502127",1,10024170,,
10572741,"1502128",1,10024171,,
10572742,"1502129",1,10024172,,
10572743,"1502130",1,10024173,,
10572744,"1502131",1,10024174,,
10572745,"1502132",1,10024175,,
10572746,"1502133",1,10024176,,
10572747,"1502134",1,10024177,,
10572748,"1502135",1,10024178,,
10572749,"1502136",1,10024179,,
10572750,"1502137",1,10024180,,
10572751,"1502138",1,10024181,,
10572752,"1502139",1,10024182,,
10572753,"1502140",1,10024183,,
10572754,"1502141",1,10024184,,
10572755,"1502142",1,10024185,,
10572756,"1502143",1,10024186,,
10572757,"1502144",1,10024187,,
10572758,"1502145",1,10024188,,
10572759,"1502146",1,10024189,,
10572760,"1502147",1,10024190,,
10572761,"1502148",1,10024191,,
10572762,"1502149",1,10024192,,
10572763,"1502150",1,10024193,,
10572764,"1502151",1,10024194,,
10572765,"1502152",1,10024195,,
10572766,"1502153",1,10024196,,
10572767,"1502154",1,10024197,,
10572768,"1502155",1,10024198,,
10572769,"1502156",1,10024199,,
10572770,"1502157",1,10024200,,
10572771,"1502158",1,10024201,,
10572772,"1502159",1,10024202,,
10572773,"1502160",1,10024203,,
10572774,"1502161",1,10024204,,
10572775,"1502162",1,10024205,,
10572776,"1502163",1,10024206,,
10572777,"1502164",1,10024207,,
10572778,"1502165",1,10024208,,
10572779,"1502166",1,10024209,,
10572780,"1502167",1,10024210,,
10572781,"1502168",1,10024211,,
10572782,"1502169",1,10024212,,
10572783,"1502170",1,10024213,,
10572784,"1502171",1,10024214,,
10572785,"1502172",1,10024215,,
10572786,"1502173",1,10024216,,
10572787,"1502174",1,10024217,,
10572788,"1502175",1,10024218,,
10572789,"1502176",1,10024219,,
10572790,"1502177",1,10024220,,
10572791,"1502178",1,10024221,,
10572792,"1502179",1,10024222,,
10572793,"1502180",1,10024223,,
10572794,"1502181",1,10024224,,
10572795,"1502182",1,10024225,,
10572796,"1502183",1,10024226,,
10572797,"1502184",1,10024227,,
10572798,"1502185",1,10024228,,
10572799,"1502186",1,10024229,,
10572800,"1502187",1,10024230,,
10572801,"1502188",1,10024231,,
10572802,"1502189",1,10024232,,
10572803,"1502190",1,10024233,,
10572804,"1502191",1,10024234,,
10572805,"1502192",1,10024235,,
10572806,"1502193",1,10024236,,
10572807,"1502194",1,10024237,,
10572808,"1502195",1,10024238,,
10572809,"1502196",1,10024239,,
10572810,"1502197",1,10024240,,
10572811,"1502198",1,10024241,,
10572812,"1502199",1,10024242,,
10572813,"1502200",1,10024243,,
10572814,"1502201",1,10024244,,
10572815,"1502202",1,10024245,,
10572816,"1502203",1,10024246,,
10572817,"1502204",1,10024247,,
10572818,"1502205",1,10024248,,
10572819,"1502206",1,10024249,,
10572820,"1502207",1,10024250,,
10572821,"1502208",1,10024251,,
10572822,"1502209",1,10024252,,
10572823,"1502210",1,10024253,,
10572824,"1502211",1,10024254,,
10572825,"1502212",1,10024255,,
10572826,"1502213",1,10024256,,
10572827,"1502214",1,10024257,,
10572828,"1502215",1,10024258,,
10572829,"1502216",1,10024259,,
10572830,"1502217",1,10024260,,
10572831,"1502218",1,10024261,,
10572832,"1502219",1,10024262,,
10572833,"1502220",1,10024263,,
10572834,"1502221",1,10024264,,
10572835,"1502222",1,10024265,,
10572836,"1502223",1,10024266,,
10572837,"1502224",1,10024267,,
10572838,"1502225",1,10024268,,
10572839,"1502226",1,10024269,,
10572840,"1502227",1,10024270,,
10572841,"1502228",1,10024271,,
10572842,"1502229",1,10024272,,
10572843,"1502230",1,10024273,,
10572844,"1502231",1,10024274,,
10572845,"1502232",1,10024275,,
10572846,"1502233",1,10024276,,
10572847,"1502234",1,10024277,,
10572848,"1502235",1,10024278,,
10572849,"1502236",1,10024279,,
10572850,"1502237",1,10024280,,
10572851,"1502238",1,10024281,,
10572852,"1502239",1,10024282,,
10572853,"1502240",1,10024283,,
10572854,"1502241",1,10024284,,
10572855,"1502242",1,10024285,,
10572856,"1502243",1,10024286,,
10572857,"1502244",1,10024287,,
10572858,"1502245",1,10024288,,
10572859,"1502246",1,10024289,,
10572860,"1502247",1,10024290,,
10572861,"1502248",1,10024291,,
10572862,"1502249",1,10024292,,
10572863,"1502250",1,10024293,,
10572864,"1502251",1,10024294,,
10572865,"1502252",1,10024295,,
10572866,"1502253",1,10024296,,
10572867,"1502254",1,10024297,,
10572868,"1502255",1,10024298,,
10572869,"1502256",1,10024299,,
10572870,"1502257",1,10024300,,
10572871,"1502258",1,10024301,,
10572872,"1502259",1,10024302,,
10572873,"1502260",1,10024303,,
10572874,"1502261",1,10024304,,
10572875,"1502262",1,10024305,,
10572876,"1502263",1,10024306,,
10572877,"1502264",1,10024307,,
10572878,"1502265",1,10024308,,
10572879,"1502266",1,10024309,,
10572880,"1502267",1,10024310,,
10572881,"1502268",1,10024311,,
10572882,"1502269",1,10024312,,
10572883,"1502270",1,10024313,,
10572884,"1502271",1,10024314,,
10572885,"1502272",1,10024315,,
10572886,"1502273",1,10024316,,
10572887,"1502274",1,10024317,,
10572888,"1502275",1,10024318,,
10572889,"1502276",1,10024319,,
10572890,"1502277",1,10024320,,
10572891,"1502278",1,10024321,,
10572892,"1502279",1,10024322,,
10572893,"1502280",1,10024323,,
10572894,"1502281",1,10024324,,
10572895,"1502282",1,10024325,,
10572896,"1502283",1,10024326,,
10572897,"1502284",1,10024327,,
10572898,"1502285",1,10024328,,
10572899,"1502286",1,10024329,,
10572900,"1502287",1,10024330,,
10572901,"1502288",1,10024331,,
10572902,"1502289",1,10024332,,
10572903,"1502290",1,10024333,,
10572904,"1502291",1,10024334,,
10572905,"1502292",1,10024335,,
10572906,"1502293",1,10024336,,
10572907,"1502294",1,10024337,,
10572908,"1502295",1,10024338,,
10572909,"1502296",1,10024339,,
10572910,"1502297",1,10024340,,
10572911,"1502298",1,10024341,,
10572912,"1502299",1,10024342,,
10572913,"1502300",1,10024343,,
10572914,"1502301",1,10024344,,
10572915,"1502302",1,10024345,,
10572916,"1502303",1,10024346,,
10572917,"1502304",1,10024347,,
10572918,"1502305",1,10024348,,
10572919,"1502306",1,10024349,,
10572920,"1502307",1,10024350,,
10572921,"1502308",1,10024351,,
10572922,"1502309",1,10024352,,
10572923,"1502310",1,10024353,,
10572924,"1502311",1,10024354,,
10572925,"1502312",1,10024355,,
10572926,"1502313",1,10024356,,
10572927,"1502314",1,10024357,,
10572928,"1502315",1,10024358,,
10572929,"1502316",1,10024359,,
10572930,"1502317",1,10024360,,
10572931,"1502318",1,10024361,,
10572932,"1502319",1,10024362,,
10572933,"1502320",1,10024363,,
10572934,"1502321",1,10024364,,
10572935,"1502322",1,10024365,,
10572936,"1502323",1,10024366,,
10572937,"1502324",1,10024367,,
10572938,"1502325",1,10024368,,
10572939,"1502326",1,10024369,,
10572940,"1502327",1,10024370,,
10572941,"1502328",1,10024371,,
10572942,"1502329",1,10024372,,
10572943,"1502330",1,10024373,,
10572944,"1502331",1,10024374,,
10572945,"1502332",1,10024375,,
10572946,"1502333",1,10024376,,
10572947,"1502334",1,10024377,,
10572948,"1502335",1,10024378,,
10572949,"1502336",1,10024379,,
10572950,"1502337",1,10024380,,
10572951,"1502338",1,10024381,,
10572952,"1502339",1,10024382,,
10572953,"1502340",1,10024383,,
10572954,"1502341",1,10024384,,
10572955,"1502342",1,10024385,,
10572956,"1502343",1,10024386,,
10572957,"1502344",1,10024387,,
10572958,"1502345",1,10024388,,
10572959,"1502346",1,10024389,,
10572960,"1502347",1,10024390,,
10572961,"1502348",1,10024391,,
10572962,"1502349",1,10024392,,
10572963,"1502350",1,10024393,,
10572964,"1502351",1,10024394,,
10572965,"1502352",1,10024395,,
10572966,"1502353",1,10024396,,
10572967,"1502354",1,10024397,,
10572968,"1502355",1,10024398,,
10572969,"1502356",1,10024399,,
10572970,"1502357",1,10024400,,
10572971,"1502358",1,10024401,,
10572972,"1502359",1,10024402,,
10572973,"1502360",1,10024403,,
10572974,"1502361",1,10024404,,
10572975,"1502362",1,10024405,,
10572976,"1502363",1,10024406,,
10572977,"1502364",1,10024407,,
10572978,"1502365",1,10024408,,
10572979,"1502366",1,10024409,,
10572980,"1502367",1,10024410,,
10572981,"1502368",1,10024411,,
10572982,"1502369",1,10024412,,
10572983,"1502370",1,10024413,,
10572984,"1502371",1,10024414,,
10572985,"1502372",1,10024415,,
10572986,"1502373",1,10024416,,
10572987,"1502374",1,10024417,,
10572988,"1502375",1,10024418,,
10572989,"1502376",1,10024419,,
10572990,"1502377",1,10024420,,
10572991,"1502378",1,10024421,,
10572992,"1502379",1,10024422,,
10572993,"1502380",1,10024423,,
10572994,"1502381",1,10024424,,
10572995,"1502382",1,10024425,,
10572996,"1502383",1,10024426,,
10572997,"1502384",1,10024427,,
10572998,"1502385",1,10024428,,
10572999,"1502386",1,10024429,,
10573000,"1502387",1,10024430,,
10573001,"1502388",1,10024431,,
10573002,"1502389",1,10024432,,
10573003,"1502390",1,10024433,,
10573004,"1502391",1,10024434,,
10573005,"1502392",1,10024435,,
10573006,"1502393",1,10024436,,
10573007,"1502394",1,10024437,,
10573008,"1502395",1,10024438,,
10573009,"1502396",1,10024439,,
10573010,"1502397",1,10024440,,
10573011,"1502398",1,10024441,,
10573012,"1502399",1,10024442,,
10573013,"1502400",1,10024443,,
10573014,"1502401",1,10024444,,
10573015,"1502402",1,10024445,,
10573016,"1502403",1,10024446,,
10573017,"1502404",1,10024447,,
10573018,"1502405",1,10024448,,
10573019,"1502406",1,10024449,,
10573020,"1502407",1,10024450,,
10573021,"1502408",1,10024451,,
10573022,"1502409",1,10024452,,
10573023,"1502410",1,10024453,,
10573024,"1502411",1,10024454,,
10573025,"1502412",1,10024455,,
10573026,"1502413",1,10024456,,
10573027,"1502414",1,10024457,,
10573028,"1502415",1,10024458,,
10573029,"1502416",1,10024459,,
10573030,"1502417",1,10024460,,
10573031,"1502418",1,10024461,,
10573032,"1502419",1,10024462,,
10573033,"1502420",1,10024463,,
10573034,"1502421",1,10024464,,
10573035,"1502422",1,10024465,,
10573036,"1502423",1,10024466,,
10573037,"1502424",1,10024467,,
10573038,"1502425",1,10024468,,
10573039,"1502426",1,10024469,,
10573040,"1502427",1,10024470,,
10573041,"1502428",1,10024471,,
10573042,"1502429",1,10024472,,
10573043,"1502430",1,10024473,,
10573044,"1502431",1,10024474,,
10573045,"1502432",1,10024475,,
10573046,"1502433",1,10024476,,
10573047,"1502434",1,10024477,,
10573048,"1502435",1,10024478,,
10573049,"1502436",1,10024479,,
10573050,"1502437",1,10024480,,
10573051,"1502438",1,10024481,,
10573052,"1502439",1,10024482,,
10573053,"1502440",1,10024483,,
10573054,"1502441",1,10024484,,
10573055,"1502442",1,10024485,,
10573056,"1502443",1,10024486,,
10573057,"1502444",1,10024487,,
10573058,"1502445",1,10024488,,
10573059,"1502446",1,10024489,,
10573060,"1502447",1,10024490,,
10573061,"1502448",1,10024491,,
10573062,"1502449",1,10024492,,
10573063,"1502450",1,10024493,,
10573064,"1502451",1,10024494,,
10573065,"1502452",1,10024495,,
10573066,"1502453",1,10024496,,
10573067,"1502454",1,10024497,,
10573068,"1502455",1,10024498,,
10573069,"1502456",1,10024499,,
10573070,"1502457",1,10024500,,
10573071,"1502458",1,10024501,,
10573072,"1502459",1,10024502,,
10573073,"1502460",1,10024503,,
10573074,"1502461",1,10024504,,
10573075,"1502462",1,10024505,,
10573076,"1502463",1,10024506,,
10573077,"1502464",1,10024507,,
10573078,"1502465",1,10024508,,
10573079,"1502466",1,10024509,,
10573080,"1502467",1,10024510,,
10573081,"1502468",1,10024511,,
10573082,"1502469",1,10024512,,
10573083,"1502470",1,10024513,,
10573084,"1502471",1,10024514,,
10573085,"1502472",1,10024515,,
10573086,"1502473",1,10024516,,
10573087,"1502474",1,10024517,,
10573088,"1502475",1,10024518,,
10573089,"1502476",1,10024519,,
10573090,"1502477",1,10024520,,
10573091,"1502478",1,10024521,,
10573092,"1502479",1,10024522,,
10573093,"1502480",1,10024523,,
10573094,"1502481",1,10024524,,
10573095,"1502482",1,10024525,,
10573096,"1502483",1,10024526,,
10573097,"1502484",1,10024527,,
10573098,"1502485",1,10024528,,
10573099,"1502486",1,10024529,,
10573100,"1502487",1,10024530,,
10573101,"1502488",1,10024531,,
10573102,"1502489",1,10024532,,
10573103,"1502490",1,10024533,,
10573104,"1502491",1,10024534,,
10573105,"1502492",1,10024535,,
10573106,"1502493",1,10024536,,
10573107,"1502494",1,10024537,,
10573108,"1502495",1,10024538,,
10573109,"1502496",1,10024539,,
10573110,"1502497",1,10024540,,
10573111,"1502498",1,10024541,,
10573112,"1502499",1,10024542,,
10573113,"1502500",1,10024543,,
10573114,"1502501",1,10024544,,
10573115,"1502502",1,10024545,,
10573116,"1502503",1,10024546,,
10573117,"1502504",1,10024547,,
10573118,"1502505",1,10024548,,
10573119,"1502506",1,10024549,,
10573120,"1502507",1,10024550,,
10573121,"1502508",1,10024551,,
10573122,"1502509",1,10024552,,
10573123,"1502510",1,10024553,,
10573124,"1502511",1,10024554,,
10573125,"1502512",1,10024555,,
10573126,"1502513",1,10024556,,
10573127,"1502514",1,10024557,,
10573128,"1502515",1,10024558,,
10573129,"1502516",1,10024559,,
10573130,"1502517",1,10024560,,
10573131,"1502518",1,10024561,,
10573132,"1502519",1,10024562,,
10573133,"1502520",1,10024563,,
10573134,"1502521",1,10024564,,
10573135,"1502522",1,10024565,,
10573136,"1502523",1,10024566,,
10573137,"1502524",1,10024567,,
10573138,"1502525",1,10024568,,
10573139,"1502526",1,10024569,,
10573140,"1502527",1,10024570,,
10573141,"1502528",1,10024571,,
10573142,"1502529",1,10024572,,
10573143,"1502530",1,10024573,,
10573144,"1502531",1,10024574,,
10573145,"1502532",1,10024575,,
10573146,"1502533",1,10024576,,
10573147,"1502534",1,10024577,,
10573148,"1502535",1,10024578,,
10573149,"1502536",1,10024579,,
10573150,"1502537",1,10024580,,
10573151,"1502538",1,10024581,,
10573152,"1502539",1,10024582,,
10573153,"1502540",1,10024583,,
10573154,"1502541",1,10024584,,
10573155,"1502542",1,10024585,,
10573156,"1502543",1,10024586,,
10573157,"1502544",1,10024587,,
10573158,"1502545",1,10024588,,
10573159,"1502546",1,10024589,,
10573160,"1502547",1,10024590,,
10573161,"1502548",1,10024591,,
10573162,"1502549",1,10024592,,
10573163,"1502550",1,10024593,,
10573164,"1502551",1,10024594,,
10573165,"1502552",1,10024595,,
10573166,"1502553",1,10024596,,
10573167,"1502554",1,10024597,,
10573168,"1502555",1,10024598,,
10573169,"1502556",1,10024599,,
10573170,"1502557",1,10024600,,
10573171,"1502558",1,10024601,,
10573172,"1502559",1,10024602,,
10573173,"1502560",1,10024603,,
10573174,"1502561",1,10024604,,
10573175,"1502562",1,10024605,,
10573176,"1502563",1,10024606,,
10573177,"1502564",1,10024607,,
10573178,"1502565",1,10024608,,
10573179,"1502566",1,10024609,,
10573180,"1502567",1,10024610,,
10573181,"1502568",1,10024611,,
10573182,"1502569",1,10024612,,
10573183,"1502570",1,10024613,,
10573184,"1502571",1,10024614,,
10573185,"1502572",1,10024615,,
10573186,"1502573",1,10024616,,
10573187,"1502574",1,10024617,,
10573188,"1502575",1,10024618,,
10573189,"1502576",1,10024619,,
10573190,"1502577",1,10024620,,
10573191,"1502578",1,10024621,,
10573192,"1502579",1,10024622,,
10573193,"1502580",1,10024623,,
10573194,"1502581",1,10024624,,
10573195,"1502582",1,10024625,,
10573196,"1502583",1,10024626,,
10573197,"1502584",1,10024627,,
10573198,"1502585",1,10024628,,
10573199,"1502586",1,10024629,,
10573200,"1502587",1,10024630,,
10573201,"1502588",1,10024631,,
10573202,"1502589",1,10024632,,
10573203,"1502590",1,10024633,,
10573204,"1502591",1,10024634,,
10573205,"1502592",1,10024635,,
10573206,"1502593",1,10024636,,
10573207,"1502594",1,10024637,,
10573208,"1502595",1,10024638,,
10573209,"1502596",1,10024639,,
10573210,"1502597",1,10024640,,
10573211,"1502598",1,10024641,,
10573212,"1502599",1,10024642,,
10573213,"1502600",1,10024643,,
10573214,"1502601",1,10024644,,
10573215,"1502602",1,10024645,,
10573216,"1502603",1,10024646,,
10573217,"1502604",1,10024647,,
10573218,"1502605",1,10024648,,
10573219,"1502606",1,10024649,,
10573220,"1502607",1,10024650,,
10573221,"1502608",1,10024651,,
10573222,"1502609",1,10024652,,
10573223,"1502610",1,10024653,,
10573224,"1502611",1,10024654,,
10573225,"1502612",1,10024655,,
10573226,"1502613",1,10024656,,
10573227,"1502614",1,10024657,,
10573228,"1502615",1,10024658,,
10573229,"1502616",1,10024659,,
10573230,"1502617",1,10024660,,
10573231,"1502618",1,10024661,,
10573232,"1502619",1,10024662,,
10573233,"1502620",1,10024663,,
10573234,"1502621",1,10024664,,
10573235,"1502622",1,10024665,,
10573236,"1502623",1,10024666,,
10573237,"1502624",1,10024667,,
10573238,"1502625",1,10024668,,
10573239,"1502626",1,10024669,,
10573240,"1502627",1,10024670,,
10573241,"1502628",1,10024671,,
10573242,"1502629",1,10024672,,
10573243,"1502630",1,10024673,,
10573244,"1502631",1,10024674,,
10573245,"1502632",1,10024675,,
10573246,"1502633",1,10024676,,
10573247,"1502634",1,10024677,,
10573248,"1502635",1,10024678,,
10573249,"1502636",1,10024679,,
10573250,"1502637",1,10024680,,
10573251,"1502638",1,10024681,,
10573252,"1502639",1,10024682,,
10573253,"1502640",1,10024683,,
10573254,"1502641",1,10024684,,
10573255,"1502642",1,10024685,,
10573256,"1502643",1,10024686,,
10573257,"1502644",1,10024687,,
10573258,"1502645",1,10024688,,
10573259,"1502646",1,10024689,,
10573260,"1502647",1,10024690,,
10573261,"1502648",1,10024691,,
10573262,"1502649",1,10024692,,
10573263,"1502650",1,10024693,,
10573264,"1502651",1,10024694,,
10573265,"1502652",1,10024695,,
10573266,"1502653",1,10024696,,
10573267,"1502654",1,10024697,,
10573268,"1502655",1,10024698,,
10573269,"1502656",1,10024699,,
10573270,"1502657",1,10024700,,
10573271,"1502658",1,10024701,,
10573272,"1502659",1,10024702,,
10573273,"1502660",1,10024703,,
10573274,"1502661",1,10024704,,
10573275,"1502662",1,10024705,,
10573276,"1502663",1,10024706,,
10573277,"1502664",1,10024707,,
10573278,"1502665",1,10024708,,
10573279,"1502666",1,10024709,,
10573280,"1502667",1,10024710,,
10573281,"1502668",1,10024711,,
10573282,"1502669",1,10024712,,
10573283,"1502670",1,10024713,,
10573284,"1502671",1,10024714,,
10573285,"1502672",1,10024715,,
10573286,"1502673",1,10024716,,
10573287,"1502674",1,10024717,,
10573288,"1502675",1,10024718,,
10573289,"1502676",1,10024719,,
10573290,"1502677",1,10024720,,
10573291,"1502678",1,10024721,,
10573292,"1502679",1,10024722,,
10573293,"1502680",1,10024723,,
10573294,"1502681",1,10024724,,
10573295,"1502682",1,10024725,,
10573296,"1502683",1,10024726,,
10573297,"1502684",1,10024727,,
10573298,"1502685",1,10024728,,
10573299,"1502686",1,10024729,,
10573300,"1502687",1,10024730,,
10573301,"1502688",1,10024731,,
10573302,"1502689",1,10024732,,
10573303,"1502690",1,10024733,,
10573304,"1502691",1,10024734,,
10573305,"1502692",1,10024735,,
10573306,"1502693",1,10024736,,
10573307,"1502694",1,10024737,,
10573308,"1502695",1,10024738,,
10573309,"1502696",1,10024739,,
10573310,"1502697",1,10024740,,
10573311,"1502698",1,10024741,,
10573312,"1502699",1,10024742,,
10573313,"1502700",1,10024743,,
10573314,"1502701",1,10024744,,
10573315,"1502702",1,10024745,,
10573316,"1502703",1,10024746,,
10573317,"1502704",1,10024747,,
10573318,"1502705",1,10024748,,
10573319,"1502706",1,10024749,,
10573320,"1502707",1,10024750,,
10573321,"1502708",1,10024751,,
10573322,"1502709",1,10024752,,
10573323,"1502710",1,10024753,,
10573324,"1502711",1,10024754,,
10573325,"1502712",1,10024755,,
10573326,"1502713",1,10024756,,
10573327,"1502714",1,10024757,,
10573328,"1502715",1,10024758,,
10573329,"1502716",1,10024759,,
10573330,"1502717",1,10024760,,
10573331,"1502718",1,10024761,,
10573332,"1502719",1,10024762,,
10573333,"1502720",1,10024763,,
10573334,"1502721",1,10024764,,
10573335,"1502722",1,10024765,,
10573336,"1502723",1,10024766,,
10573337,"1502724",1,10024767,,
10573338,"1502725",1,10024768,,
10573339,"1502726",1,10024769,,
10573340,"1502727",1,10024770,,
10573341,"1502728",1,10024771,,
10573342,"1502729",1,10024772,,
10573343,"1502730",1,10024773,,
10573344,"1502731",1,10024774,,
10573345,"1502732",1,10024775,,
10573346,"1502733",1,10024776,,
10573347,"1502734",1,10024777,,
10573348,"1502735",1,10024778,,
10573349,"1502736",1,10024779,,
10573350,"1502737",1,10024780,,
10573351,"1502738",1,10024781,,
10573352,"1502739",1,10024782,,
10573353,"1502740",1,10024783,,
10573354,"1502741",1,10024784,,
10573355,"1502742",1,10024785,,
10573356,"1502743",1,10024786,,
10573357,"1502744",1,10024787,,
10573358,"1502745",1,10024788,,
10573359,"1502746",1,10024789,,
10573360,"1502747",1,10024790,,
10573361,"1502748",1,10024791,,
10573362,"1502749",1,10024792,,
10573363,"1502750",1,10024793,,
10573364,"1502751",1,10024794,,
10573365,"1502752",1,10024795,,
10573366,"1502753",1,10024796,,
10573367,"1502754",1,10024797,,
10573368,"1502755",1,10024798,,
10573369,"1502756",1,10024799,,
10573370,"1502757",1,10024800,,
10573371,"1502758",1,10024801,,
10573372,"1502759",1,10024802,,
10573373,"1502760",1,10024803,,
10573374,"1502761",1,10024804,,
10573375,"1502762",1,10024805,,
10573376,"1502763",1,10024806,,
10573377,"1502764",1,10024807,,
10573378,"1502765",1,10024808,,
10573379,"1502766",1,10024809,,
10573380,"1502767",1,10024810,,
10573381,"1502768",1,10024811,,
10573382,"1502769",1,10024812,,
10573383,"1502770",1,10024813,,
10573384,"1502771",1,10024814,,
10573385,"1502772",1,10024815,,
10573386,"1502773",1,10024816,,
10573387,"1502774",1,10024817,,
10573388,"1502775",1,10024818,,
10573389,"1502776",1,10024819,,
10573390,"1502777",1,10024820,,
10573391,"1502778",1,10024821,,
10573392,"1502779",1,10024822,,
10573393,"1502780",1,10024823,,
10573394,"1502781",1,10024824,,
10573395,"1502782",1,10024825,,
10573396,"1502783",1,10024826,,
10573397,"1502784",1,10024827,,
10573398,"1502785",1,10024828,,
10573399,"1502786",1,10024829,,
10573400,"1502787",1,10024830,,
10573401,"1502788",1,10024831,,
10573402,"1502789",1,10024832,,
10573403,"1502790",1,10024833,,
10573404,"1502791",1,10024834,,
10573405,"1502792",1,10024835,,
10573406,"1502793",1,10024836,,
10573407,"1502794",1,10024837,,
10573408,"1502795",1,10024838,,
10573409,"1502796",1,10024839,,
10573410,"1502797",1,10024840,,
10573411,"1502798",1,10024841,,
10573412,"1502799",1,10024842,,
10573413,"1502800",1,10024843,,
10573414,"1502801",1,10024844,,
10573415,"1502802",1,10024845,,
10573416,"1502803",1,10024846,,
10573417,"1502804",1,10024847,,
10573418,"1502805",1,10024848,,
10573419,"1502806",1,10024849,,
10573420,"1502807",1,10024850,,
10573421,"1502808",1,10024851,,
10573422,"1502809",1,10024852,,
10573423,"1502810",1,10024853,,
10573424,"1502811",1,10024854,,
10573425,"1502812",1,10024855,,
10573426,"1502813",1,10024856,,
10573427,"1502814",1,10024857,,
10573428,"1502815",1,10024858,,
10573429,"1502816",1,10024859,,
10573430,"1502817",1,10024860,,
10573431,"1502818",1,10024861,,
10573432,"1502819",1,10024862,,
10573433,"1502820",1,10024863,,
10573434,"1502821",1,10024864,,
10573435,"1502822",1,10024865,,
10573436,"1502823",1,10024866,,
10573437,"1502824",1,10024867,,
10573438,"1502825",1,10024868,,
10573439,"1502826",1,10024869,,
10573440,"1502827",1,10024870,,
10573441,"1502828",1,10024871,,
10573442,"1502829",1,10024872,,
10573443,"1502830",1,10024873,,
10573444,"1502831",1,10024874,,
10573445,"1502832",1,10024875,,
10573446,"1502833",1,10024876,,
10573447,"1502834",1,10024877,,
10573448,"1502835",1,10024878,,
10573449,"1502836",1,10024879,,
10573450,"1502837",1,10024880,,
10573451,"1502838",1,10024881,,
10573452,"1502839",1,10024882,,
10573453,"1502840",1,10024883,,
10573454,"1502841",1,10024884,,
10573455,"1502842",1,10024885,,
10573456,"1502843",1,10024886,,
10573457,"1502844",1,10024887,,
10573458,"1502845",1,10024888,,
