"SCREEN_ID","WELL_ID","PIPE_ID","Layer","Slot","SCRN_TOP_DEPTH","SCRN_END_DEPTH","SCRN_MATERIAL","SCRN_DEPTH_UOM","SCRN_DIAMETER_UOM","SCRN_DIAMETER"
1001867737,"7111332",1001867731,,,,,,"m","cm",
1001801818,"7111359",1001801810,,,,,,,,
1001801886,"7111361",1001801875,,,,,,,,
1001801921,"7111362",1001801911,,,,,,,,
1001802832,"7111538",1001802822,,,,,,,,
1001802882,"7111540",1001802872,,,,,,,,
1001802923,"7111541",1001802913,,,,,,,,
1001804252,"7111545",1001804243,,,,,,,,
1001804479,"7111549",1001804468,,,,,,"ft","inch",
1001804559,"7111550",1001804550,,,,,,"ft","inch",
1001821823,"7111585",1001821813,1,".10",7.00,17.00,"5","ft","inch",2.25
1001806857,"7111635",1001806847,,,,,"1",,,
1001823413,"7111660",1001823406,,,,,,,,
1001807199,"7111713",1001807191,,,,,,,,
1001807252,"7111714",1001807244,,,,,,,,
1001826411,"7111804",1001826400,,,,,,,,
1001826909,"7111814",1001826901,,,,,,,,
1001826924,"7111815",1001826913,,,,,,,,
1001836286,"7111818",1001836276,,,,,,,,
1001836327,"7111819",1001836316,,,,,,,,
1001836947,"7111827",1001836939,,,,,,,,
1001836957,"7111828",1001836951,,,,,,,,
1001839920,"7111904",1001839913,,,,,,,,
1001840011,"7111908",1001840004,,,,,,,,
1001814422,"7111914",1001814413,,,,,,"m","cm",
1001814460,"7111915",1001814453,,,,,,"m","cm",
1001814472,"7111916",1001814465,,,,,,"m","cm",
1001814482,"7111917",1001814476,,,,,,"m","cm",
1001814493,"7111918",1001814486,,,,,,"m","cm",
1001840023,"7111920",1001840016,,,,,,,,
1001840034,"7111921",1001840027,,,,,,,,
1001840047,"7111922",1001840040,,,,,,,,
1001840110,"7111924",1001840103,,,,,,,,
1001840132,"7111926",1001840125,,,,,,,,
1001840143,"7111927",1001840136,,,,,,,,
1001840154,"7111928",1001840147,,,,,,,,
1001840165,"7111929",1001840158,,,,,,,,
1001840176,"7111930",1001840169,,,,,,,,
1001840187,"7111931",1001840180,,,,,,,,
1001809841,"7111947",1001809831,,,,,,,,
1001809885,"7111948",1001809872,,,,,,,,
1001812474,"7111979",1001812470,,,,,,,,
1001812482,"7111980",1001812478,,,,,,,,
1001812490,"7111981",1001812486,,,,,,,,
1001812593,"7111982",1001812584,,,,,"5",,,
1001812603,"7111988",1001812598,,,,,,,,
1001951960,"7112157",1001951950,1,"10",3.10,6.10,"5","m","cm",4.82
1001951977,"7112158",1001951966,1,"10",3.10,6.10,"5","m","cm",4.82
1001955924,"7112204",1001955918,1,"10",0.91,4.57,"5","m","cm",3.45
1001955942,"7112205",1001955933,1,"10",0.91,5.49,"5","m","cm",3.45
1001959960,"7112287",1001959950,1,"100",22.00,32.00,"5","ft","inch",2.25
1001820862,"7112288",1001820852,,,,,"5",,,
1001960073,"7112289",1001960063,1,"100",7.00,17.00,"5","ft","inch",1.75
1001960127,"7112290",1001960117,,,,,,"ft","inch",
1002680331,"7112296",1002680330,,,1.30,3.60,,"m",,
1002680339,"7112296",1002680338,,,1.20,2.80,,"m",,
1002680347,"7112296",1002680346,,,,0.86,,"m",,
1002680355,"7112296",1002680354,,,,1.00,,"m",,
1002680363,"7112296",1002680362,,,1.00,1.50,,"m",,
1002680378,"7112296",1002680366,1,"10",,,"5","m","cm",5.80
1002680486,"7112297",1002680485,,,5.00,5.70,,"m",,
1002680495,"7112297",1002680494,,,5.00,5.80,,"m",,
1002680504,"7112297",1002680503,,,4.00,5.70,,"m",,
1002680553,"7112297",1002680542,1,"10",,,"5","m","cm",5.80
1001828907,"7112453",1001828895,,,,,,"m","cm",
1001828982,"7112457",1001828971,,,,,,"m","cm",
1001829025,"7112458",1001829013,,,,,,"m","cm",
1001829598,"7112459",1001829588,,,,,,"m","cm",
1001886105,"7112497",1001886092,,,,,,"m","cm",
1001830287,"7112510",1001830276,,,,,,,,
1001831092,"7112567",1001831085,,,,,"1",,,
1001831126,"7112568",1001831116,,,,,,,,
1001831214,"7112572",1001831207,,,,,"1",,,
1001831257,"7112573",1001831245,,,,,"1",,,
1001831287,"7112574",1001831280,,,,,"1",,,
1001831329,"7112575",1001831318,,,,,,,,
1001831367,"7112576",1001831358,,,,,,,,
1002687761,"7112583",1002687760,,,10.60,12.10,,"m",,
1002687770,"7112583",1002687769,,,10.30,12.80,,"m",,
1002687779,"7112583",1002687778,,,15.80,20.40,,"m",,
1002687791,"7112583",1002687782,1,"10",,,"5","m","cm",6.03
1001883094,"7112590",1001883084,,,,,,"m","cm",
1001883298,"7112593",1001883289,,,,,,"m","cm",
1001883359,"7112594",1001883347,,,,,,"m","cm",
1001904862,"7112595",1001904850,,,,,,"m","cm",
1001905005,"7112596",1001904996,,,,,,"m","cm",
1001917013,"7112599",1001917003,1,,,,,"m","cm",
1001917223,"7112601",1001917214,,,,,,"ft","inch",
1001917342,"7112603",1001917332,,,,,,"m","cm",
1001917382,"7112604",1001917373,,,,,,"m","cm",
1001917419,"7112605",1001917413,,,,,,"m","cm",
1001833765,"7112833",1001833761,,,,,,,,
1002688935,"7112900",1002688934,,,4.50,7.60,,"m",,
1002688944,"7112900",1002688943,,,4.50,7.60,,"m",,
1002688958,"7112900",1002688947,1,"10",,,"5","m","cm",5.80
1001834067,"7112902",1001834061,,,,,,,,
1001933954,"7112921",1001933945,,,,,,"m","cm",
1001934014,"7112922",1001934000,,,,,,"m","cm",
1001842874,"7112923",1001842863,,,,,,,,
1001934125,"7112924",1001934114,1,,,,,"m","cm",
1001934165,"7112925",1001934155,,,,,,"m","cm",
1001934255,"7112926",1001934244,,,,,,"m","cm",
1001934288,"7112927",1001934276,,,,,,"m","cm",
1001936593,"7112928",1001936582,,,,,,"m","cm",
1001936636,"7112929",1001936624,,,,,,"m","cm",
1001936673,"7112930",1001936662,,,,,,"m","cm",
1001936705,"7112931",1001936695,,,,,,"m","cm",
1001936746,"7112932",1001936736,,,,,,"m","cm",
1001936801,"7112933",1001936789,,,,,,"m","cm",
1001936839,"7112934",1001936831,,,,,,"m","cm",
1001936855,"7112935",1001936843,,,,,,"m","cm",
1001936896,"7112936",1001936885,,,,,,"m","cm",
1001937717,"7112937",1001937706,,,,,,"m","cm",
1001937753,"7112938",1001937747,,,,,,"m","cm",
1001937770,"7112939",1001937757,,,,,,"m","cm",
1001937807,"7112940",1001937801,,,,,,"m","cm",
1001937823,"7112941",1001937811,,,,,,"m","cm",
1001937864,"7112942",1001937854,,,,,,"m","cm",
1001937901,"7112943",1001937895,,,,,,"m","cm",
1001937916,"7112944",1001937905,,,,,,"m","cm",
1001842908,"7112945",1001842903,,,,,,,,
1001842924,"7112946",1001842912,,,,,,,,
1001842959,"7112947",1001842949,,,,,,,,
1001842988,"7112948",1001842979,,,,,,,,
1001843043,"7112949",1001843031,,,,,,,,
1001843084,"7112950",1001843073,,,,,,,,
1001843124,"7112951",1001843113,,,,,,,,
1001843156,"7112952",1001843147,,,,,,,,
1001843192,"7112953",1001843180,,,,,,,,
1001843228,"7112954",1001843218,,,,,,,,
1001843289,"7112955",1001843276,,,,,,,,
1001843329,"7112956",1001843320,,,,,,,,
1001843394,"7112957",1001843385,,,,,,,,
1001937973,"7112958",1001937963,,,,,,"m","cm",
1001938120,"7112963",1001938114,,,,,,"m","cm",
1001843437,"7112964",1001843425,,,,,,,,
1001938133,"7112965",1001938124,,,,,,"m","cm",
1001919753,"7112967",1001919743,,,,,,"m","cm",
1001843547,"7112970",1001843539,,,,,,,,
1001843659,"7112971",1001843649,,,,,,,,
1001843676,"7112972",1001843666,,,,,,,,
1001843888,"7112977",1001843875,,,,,,,,
1001843929,"7112978",1001843919,,,,,,,,
1001843969,"7112979",1001843960,,,,,,,,
1001845954,"7112980",1001845939,,,,,,,,
1001845983,"7112981",1001845978,,,,,,,,
1001845992,"7112982",1001845987,,,,,,,,
1001846006,"7112983",1001845996,,,,,,,,
1001846043,"7112984",1001846034,,,,,,,,
1001846126,"7112986",1001846115,,,,,,,,
1001846164,"7112987",1001846154,,,,,,,,
1001846207,"7112988",1001846195,,,,,,,,
1001846248,"7112989",1001846234,,,,,,,,
1001846316,"7112990",1001846305,,,,,,,,
1001846367,"7112991",1001846356,,,,,,,,
1001846436,"7112992",1001846425,,,,,"1",,,
1001846494,"7112993",1001846485,,,,,,,,
1001919830,"7112994",1001919824,,,,,,"m","cm",
1001919970,"7112996",1001919959,,,,,,"m","cm",
1001920004,"7112997",1001919994,,,,,,"m","cm",
1001930218,"7112998",1001930208,,,,,,"m","cm",
1001930270,"7113000",1001930260,,,,,,"m","cm",
1001930345,"7113001",1001930334,1,,,,,"m","cm",
1001930612,"7113002",1001930600,,,,,,"m","cm",
1001930830,"7113003",1001930820,,,,,,"m","cm",
1001930993,"7113004",1001930981,,,,,,"m","cm",
1001931170,"7113005",1001931159,1,"8",12.80,14.02,"1","m","cm",14.00
1001931462,"7113006",1001931453,,,,,,"m","cm",
1001931492,"7113007",1001931486,,,,,,"m","cm",
1001931526,"7113008",1001931515,,,,,,"m","cm",
1002018976,"7113087",1002018966,,,,,,"m","cm",
1002019023,"7113088",1002019013,,,,,,"m","cm",
1002019540,"7113096",1002019530,,,,,,"m","cm",
1002019607,"7113097",1002019595,,,,,,"m","cm",
1002430628,"7113099",1002430617,,,,,,"m","cm",
1002430712,"7113101",1002430701,,,,,,"m","cm",
1002430772,"7113102",1002430761,,,,,,"m","cm",
1002430982,"7113105",1002430972,,,,,,"m","cm",
1002431036,"7113106",1002431026,,,,,,"m","cm",
1002431121,"7113107",1002431110,,,,,,"m","cm",
1002431423,"7113110",1002431413,,,,,,"m","cm",
1002431586,"7113112",1002431574,,,,,,"m","cm",
1002431737,"7113113",1002431726,,,,,,"m","cm",
1002431779,"7113114",1002431768,,,,,,"m","cm",
1002432185,"7113116",1002432179,,,,,,"ft","inch",
1002432277,"7113117",1002432271,,,,,,"ft","inch",
1002432310,"7113118",1002432304,,,,,,"ft","inch",
1002432337,"7113119",1002432331,,,,,,"ft","inch",
1002432362,"7113120",1002432356,,,,,,"ft","inch",
1002432648,"7113122",1002432639,,,,,,"m","cm",
1002432800,"7113123",1002432790,,,,,,"m","cm",
1002433094,"7113127",1002433082,,,,,,"m","cm",
1002433137,"7113128",1002433125,,,,,,"m","cm",
1002433329,"7113130",1002433319,1,,,,,"m","cm",
1002433357,"7113131",1002433347,,,,,,"m","cm",
1002433398,"7113132",1002433386,,,,,,"m","cm",
1002433514,"7113134",1002433501,,,,,,"m","cm",
1001847939,"7113238",1001847931,,,,,,,,
1001847966,"7113239",1001847959,,,,,,,,
1002442832,"7113337",1002442819,1,,0.00,22.00,"1","ft","inch",6.00
1002442876,"7113338",1002442863,1,,0.00,22.00,"1","ft","inch",6.00
1002454750,"7113528",1002454740,1,".1",23.00,28.00,"5","ft","inch",2.25
1002457407,"7113628",1002457401,,,,,,"ft","inch",
1002457427,"7113629",1002457421,,,,,,"ft","inch",
1002457464,"7113630",1002457453,,,,,,"ft","inch",
1001938351,"7113653",1001938341,,,,,,"ft","inch",
1002696959,"7113699",1002696958,,,2.80,5.80,,"m",,
1002696968,"7113699",1002696967,,,2.30,5.30,,"m",,
1002696977,"7113699",1002696976,,,2.60,5.60,,"m",,
1002696986,"7113699",1002696985,,,2.80,5.80,,"m",,
1002696995,"7113699",1002696994,,,3.10,6.10,,"m",,
1002697004,"7113699",1002697003,,,1.90,4.90,,"m",,
1002697014,"7113699",1002697008,1,"10",,,"5","m","cm",5.80
1002780988,"7113703",1002780987,,,2.10,5.10,,"m",,
1002780997,"7113703",1002780996,,,3.00,6.10,,"m",,
1002781006,"7113703",1002781005,,,2.10,5.10,,"m",,
1002781015,"7113703",1002781014,,,2.10,5.10,,"m",,
1002781024,"7113703",1002781023,,,2.00,5.00,,"m",,
1002781033,"7113703",1002781032,,,2.80,5.80,,"m",,
1002781042,"7113703",1002781041,,,3.00,6.10,,"m",,
1002781051,"7113703",1002781050,,,1.50,4.50,,"m",,
1002781060,"7113703",1002781059,,,1.50,4.50,,"m",,
1002781069,"7113703",1002781068,,,1.40,4.50,,"m",,
1002781079,"7113703",1002781078,,,2.10,5.10,,"m",,
1002781088,"7113703",1002781087,,,1.50,4.50,,"m",,
1002781097,"7113703",1002781096,,,1.80,4.80,,"m",,
1002781106,"7113703",1002781105,,,1.50,3.60,,"m",,
1002781115,"7113703",1002781114,,,1.50,3.30,,"m",,
1002781124,"7113703",1002781123,,,1.80,4.80,,"m",,
1002781134,"7113703",1002781127,1,"10",,,"5","m","cm",5.80
1001941046,"7113754",1001941036,1,"10",3.10,6.10,"5","m","cm",4.82
1001870669,"7113919",1001870659,,,,,,"ft","inch",
1001870835,"7113922",1001870824,,,,,,"m","cm",
1001872768,"7113947",1001872756,,,,,,"m","cm",
1001872851,"7113949",1001872839,,,,,,"m","cm",
1001872884,"7113950",1001872872,,,,,,"m","cm",
1001872920,"7113951",1001872908,,,,,,"m","cm",
1001875272,"7113957",1001875260,,,,,,"m","cm",
1001875457,"7113958",1001875443,,,,,,"m","cm",
1001875502,"7113959",1001875488,,,,,,"m","cm",
1001876578,"7114005",1001876563,,,,,,"m","cm",
1001876819,"7114012",1001876805,,,,,,"m","cm",
1001877091,"7114020",1001877085,,,,,,"m","cm",
1002704248,"7114456",1002704247,,,1.50,4.88,,"m",,
1002704257,"7114456",1002704256,,,1.70,4.17,,"m",,
1002704266,"7114456",1002704265,,,1.50,4.58,,"m",,
1002704277,"7114456",1002704269,1,"10",,,"5","m","cm",5.80
1001951201,"7114480",1001951192,,,,,,"ft","inch",
1001951243,"7114481",1001951232,,,,,,"ft","inch",
1001951280,"7114482",1001951274,,,,,,"ft","inch",
1001951993,"7114498",1001951983,,,,,,"m","cm",
1001952561,"7114512",1001952551,,,,,,"ft","inch",
1001952768,"7114518",1001952759,,,,,,"m","cm",
1001958486,"7114760",1001958479,1,"10",,,"5","ft","inch",4.82
1001958511,"7114761",1001958504,1,"10",,,,"m","cm",
1002707979,"7114836",1002707978,,,4.00,14.00,,"ft",,
1002707988,"7114836",1002707987,,,4.00,14.00,,"ft",,
1002708008,"7114836",1002707999,1,"10",,,"5","ft","inch",1.25
1002708304,"7114838",1002708303,,,1.50,4.88,,"m",,
1002708313,"7114838",1002708312,,,1.50,4.88,,"m",,
1002708365,"7114838",1002708356,1,"10",,,"5","m","cm",4.21
1002708722,"7114844",1002708721,,,9.00,14.00,,"ft",,
1002708731,"7114844",1002708730,,,18.00,28.00,,"ft",,
1002708740,"7114844",1002708739,,,7.00,12.00,,"ft",,
1002708749,"7114844",1002708748,,,10.00,15.00,,"ft",,
1002708758,"7114844",1002708757,,,33.00,38.00,,"ft",,
1002708767,"7114844",1002708766,,,15.00,25.00,,"ft",,
1002708781,"7114844",1002708770,1,"10",,,"5","ft","inch",1.25
1002708945,"7114847",1002708944,,,4.88,5.49,,"m",,
1002708958,"7114847",1002708948,1,"10",5.49,6.10,"5","m","cm",4.21
1002708999,"7114848",1002708998,,,1.22,4.27,,"m",,
1002709008,"7114848",1002709007,,,1.50,4.57,,"m",,
1002709017,"7114848",1002709016,,,1.22,4.27,,"m",,
1002709026,"7114848",1002709025,,,1.50,3.10,,"m",,
1002709038,"7114848",1002709029,1,"10",,,"5","m","cm",6.03
1002709185,"7114849",1002709184,,,0.91,3.35,,"m",,
1002709194,"7114849",1002709193,,,0.91,3.35,,"m",,
1002709203,"7114849",1002709202,,,0.91,3.35,,"m",,
1002709212,"7114849",1002709211,,,0.91,3.35,,"m",,
1002709221,"7114849",1002709220,,,0.91,3.35,,"m",,
1002709233,"7114849",1002709224,1,"10",,,"5","m","cm",4.21
1001962002,"7114964",1001961994,,,,,,"m","cm",
1001962242,"7114971",1001962229,,,,,,"m","cm",
1001962649,"7114986",1001962634,,,,,,"ft","inch",
1001962781,"7114988",1001962765,,,,,,"ft","inch",
1001963052,"7114990",1001963039,,,,,,"ft","inch",
1001963133,"7114991",1001963122,,,,,,"ft","inch",
1002555224,"7115088",1002555216,,,,,,,,
1002555319,"7115090",1002555311,,,,,,,,
1001967942,"7115159",1001967935,,,,,,"ft","inch",
1001968293,"7115166",1001968284,1,,,,,"ft","inch",
1002456117,"7115259",1002456105,1,"100",5.00,15.00,"5","ft","inch",2.25
1002456134,"7115260",1002456122,1,"100",20.00,30.00,"5","ft","inch",2.25
1001974090,"7115343",1001974078,,,,,,"m","cm",
1001974138,"7115344",1001974122,,,,,,"ft","inch",
1001974310,"7115346",1001974299,,,,,,"ft","inch",
1001974374,"7115348",1001974368,,,,,,"ft","inch",
1001974386,"7115349",1001974380,,,,,,"ft","inch",
1001974430,"7115350",1001974418,,,,,,"ft","inch",
1001974484,"7115351",1001974475,,,,,,"m","cm",
1001974593,"7115353",1001974580,,,,,,"ft","inch",
1001974646,"7115354",1001974636,,,,,,"m","cm",
1001974713,"7115355",1001974703,,,,,,"ft","inch",
1001974769,"7115356",1001974758,,,,,,"m","cm",
1001974869,"7115358",1001974856,,,,,,"m","cm",
1001974937,"7115360",1001974926,,,,,,"ft","inch",
1001976375,"7115361",1001976364,,,,,,"ft","inch",
1001976584,"7115366",1001976573,,,,,,"m","cm",
1001976626,"7115367",1001976615,,,,,,"m","cm",
1001976712,"7115368",1001976701,,,,,,"m","cm",
1001976983,"7115372",1001976971,,,,,,"m","cm",
1001977072,"7115374",1001977056,,,,,,"m","cm",
1001977239,"7115378",1001977228,,,,,,"ft","inch",
1001977281,"7115379",1001977270,,,,,,"ft","inch",
1001977706,"7115390",1001977694,,,,,,"ft","inch",
1001977749,"7115391",1001977737,,,,,,"ft","inch",
1001977790,"7115392",1001977780,,,,,,"m","cm",
1001977833,"7115393",1001977821,,,,,,"ft","inch",
1001977877,"7115394",1001977864,,,,,,"ft","inch",
1001977920,"7115395",1001977908,,,,,,"ft","inch",
1001981360,"7115398",1001981349,,,,,,"ft","inch",
1001981613,"7115399",1001981603,,,,,,"m","cm",
1002434153,"7115509",1002434142,,,,,,"ft","inch",
1002434555,"7115513",1002434545,,,,,,"ft","inch",
1002434635,"7115514",1002434621,,,,,,"ft","inch",
1002437484,"7115610",1002437472,,,,,,"m","cm",
1002437671,"7115612",1002437660,,,,,,"m","cm",
1002564513,"7115678",1002564505,,,,,"1",,,
1002564613,"7115679",1002564605,,,,,,,,
1002564702,"7115680",1002564694,,,,,,,,
1002564761,"7115681",1002564757,,,,,,,,
1002442338,"7115711",1002442328,,,,,,"m","cm",
1002442454,"7115712",1002442443,,,,,,"m","cm",
1002442631,"7115713",1002442618,,,,,,"m","cm",
1002442683,"7115714",1002442673,,,,,,"m","cm",
1002442928,"7115715",1002442919,,,,,,"m","cm",
1002442954,"7115716",1002442945,,,,,,"m","cm",
1002443060,"7115718",1002443049,,,,,,"m","cm",
1002443131,"7115719",1002443121,,,,,,"m","cm",
1002443171,"7115720",1002443162,,,,,,"m","cm",
1002443189,"7115721",1002443176,,,,,,"m","cm",
1002443317,"7115723",1002443307,,,,,,"m","cm",
1002443334,"7115724",1002443323,,,,,,"m","cm",
1002443521,"7115727",1002443509,,,,,,"m","cm",
1002564925,"7115728",1002564915,,,,,,,,
1002443647,"7115730",1002443634,,,,,,"m","cm",
1002443703,"7115731",1002443692,,,,,,"m","cm",
1002443811,"7115732",1002443800,,,,,,"m","cm",
1001982170,"7115734",1001982159,,,,,,"m","cm",
1001982188,"7115735",1001982176,,,,,,"m","cm",
1001982239,"7115736",1001982229,,,,,,"m","cm",
1001982282,"7115737",1001982269,,,,,,"m","cm",
1001982384,"7115738",1001982375,,,,,,"m","cm",
1001982450,"7115739",1001982437,,,,,,"m","cm",
1001982482,"7115740",1001982472,,,,,,"m","cm",
1001982541,"7115741",1001982531,,,,,,"m","cm",
1001982603,"7115742",1001982593,,,,,,"m","cm",
1001982692,"7115743",1001982681,,,,,,"m","cm",
1002709618,"7115788",1002709617,,,3.00,6.00,,"m",,
1002709627,"7115788",1002709626,,,4.50,6.70,,"m",,
1002709636,"7115788",1002709635,,,2.10,2.10,,"m",,
1002709645,"7115788",1002709644,,,2.40,3.10,,"m",,
1002709654,"7115788",1002709653,,,1.50,2.30,,"m",,
1002709663,"7115788",1002709662,,,1.40,1.40,,"m",,
1002709672,"7115788",1002709671,,,1.50,1.90,,"m",,
1002709681,"7115788",1002709680,,,3.00,6.70,,"m",,
1002709693,"7115788",1002709687,1,"10",,,"5","m","cm",5.80
1002782524,"7115790",1002782523,,,1.50,2.97,,"m",,
1002782533,"7115790",1002782532,,,0.60,2.77,,"m",,
1002782542,"7115790",1002782541,,,2.13,17.37,,"m",,
1002782551,"7115790",1002782550,,,1.22,2.80,,"m",,
1002782560,"7115790",1002782559,,,1.50,2.77,,"m",,
1002782569,"7115790",1002782568,,,3.00,6.10,,"m",,
1002782578,"7115790",1002782577,,,3.00,4.20,,"m",,
1002782587,"7115790",1002782586,,,1.50,3.00,,"m",,
1002782596,"7115790",1002782595,,,1.37,2.90,,"m",,
1002782608,"7115790",1002782599,1,"10",,,"5","m","cm",5.80
1002783028,"7115803",1002783019,1,"10",,,"5","m","cm",5.80
1002710532,"7115862",1002710531,,,4.50,6.00,,"m",,
1002710541,"7115862",1002710540,,,4.50,6.00,,"m",,
1002710550,"7115862",1002710549,,,3.00,4.50,,"m",,
1002710559,"7115862",1002710558,,,7.50,13.50,,"m",,
1002710573,"7115862",1002710562,1,"10",,,"5","m","cm",5.80
1001987058,"7115937",1001987049,,,,,,"m","cm",
1001987091,"7115938",1001987082,,,,,,"m","cm",
1001987134,"7115939",1001987122,,,,,,"m","cm",
1001996085,"7115970",1001996072,,,,,,"m","cm",
1001996124,"7115971",1001996116,,,,,,"m","cm",
1001996158,"7115972",1001996149,,,,,,"m","cm",
1001996210,"7115974",1001996201,,,,,,"m","cm",
1001996252,"7115975",1001996241,,,,,,"m","cm",
1001996293,"7115976",1001996283,,,,,,"m","cm",
1002711270,"7116014",1002711269,,,1.90,4.90,,"m",,
1002711281,"7116014",1002711273,1,"10",,,"5","m","cm",5.80
1002785978,"7116040",1002785969,1,"10",1.83,4.88,"5","m","cm",4.82
1002711351,"7116052",1002711350,,,1.50,6.10,,"m",,
1002711360,"7116052",1002711359,,,1.50,6.10,,"m",,
1002711372,"7116052",1002711363,1,"10",1.50,6.10,"5","m","cm",4.82
1002711945,"7116075",1002711944,,,3.66,5.18,,"m",,
1002711954,"7116075",1002711953,,,3.10,5.18,,"m",,
1002711967,"7116075",1002711957,1,"10",3.66,5.18,"5","m","cm",4.82
1002005411,"7116112",1002005403,1,"10",0.00,1.50,,"m","cm",4.21
1002712421,"7116113",1002712420,,,2.13,5.18,,"m",,
1002712434,"7116113",1002712424,1,"10",2.13,5.18,"5","m","cm",4.82
1002712446,"7116115",1002712445,,,4.27,7.32,,"m",,
1002712455,"7116115",1002712454,,,3.96,7.01,,"m",,
1002712464,"7116115",1002712463,,,4.27,7.32,,"m",,
1002712473,"7116115",1002712472,,,4.27,7.32,,"m",,
1002712482,"7116115",1002712481,,,3.10,6.71,,"m",,
1002712491,"7116115",1002712490,,,4.27,7.32,,"m",,
1002712504,"7116115",1002712495,1,"10",3.66,6.71,,"m","cm",6.03
1002712516,"7116116",1002712515,,,2.44,5.49,,"m",,
1002712528,"7116116",1002712519,1,"10",2.44,5.49,"5","m","cm",4.82
1002005867,"7116167",1002005856,,,,,,"m","cm",
1002005901,"7116168",1002005890,,,,,,"m","cm",
1002005932,"7116169",1002005921,,,,,,"m","cm",
1002760815,"7116509",1002760814,,,1.50,4.90,,"m",,
1002760824,"7116509",1002760823,,,1.50,4.90,,"m",,
1002760833,"7116509",1002760832,,,1.50,4.90,,"m",,
1002760842,"7116509",1002760841,,,1.50,4.90,,"m",,
1002760851,"7116509",1002760850,,,1.50,4.90,,"m",,
1002760860,"7116509",1002760859,,,1.50,4.90,,"m",,
1002760869,"7116509",1002760868,,,1.50,4.90,,"m",,
1002760878,"7116509",1002760877,,,1.50,4.90,,"m",,
1002760887,"7116509",1002760886,,,1.50,4.90,,"m",,
1002760896,"7116509",1002760895,,,1.50,4.90,,"m",,
1002760906,"7116509",1002760899,1,"10",,,"5","m","cm",5.80
1002023834,"7116645",1002023826,,,,,,"ft","inch",
1002531416,"7116650",1002531406,,,,,,"ft","inch",
1002023987,"7116652",1002023975,,,,,,"ft","inch",
1002531498,"7116653",1002531488,,,,,,"ft","inch",
1002531511,"7116654",1002531503,,,,,,"ft","inch",
1002569648,"7116661",1002569636,,,,,,"ft","inch",
1002036584,"7116891",1002036573,1,,0.00,22.00,"1","ft","inch",6.00
1002116438,"7116902",1002116427,,,,,,"ft","inch",
1002116518,"7116904",1002116509,,,,,,"ft","inch",
1002116559,"7116905",1002116549,,,,,,"ft","inch",
1002116601,"7116906",1002116590,,,,,,"ft","inch",
1002116643,"7116907",1002116632,,,,,,"ft","inch",
1002124189,"7116912",1002124177,,,,,,"ft","inch",
1002124231,"7116913",1002124220,,,,,,"ft","inch",
1002124314,"7116915",1002124304,,,,,,"ft","inch",
1002124356,"7116916",1002124345,,,,,,"ft","inch",
1002124436,"7116918",1002124427,,,,,,"ft","inch",
1002124480,"7116919",1002124467,,,,,,"ft","inch",
1002124521,"7116920",1002124511,,,,,,"ft","inch",
1002124723,"7116925",1002124710,,,,,,"ft","inch",
1002124807,"7116927",1002124796,,,,,,"ft","inch",
1002124849,"7116928",1002124838,,,,,,"ft","inch",
1002125061,"7116933",1002125048,,,,,,"ft","inch",
1002570145,"7116968",1002570138,,,,,,"m","cm",
1002570202,"7116969",1002570194,,,,,,"m","cm",
1002532523,"7116970",1002532519,,,,,,,,
1002532708,"7116971",1002532704,,,,,,,,
1002532720,"7116972",1002532716,,,,,,,,
1002532728,"7116973",1002532724,,,,,,,,
1002792701,"7117080",1002792695,1,"10",,,"5","m","cm",4.30
1002417664,"7117083",1002417656,1,".10",10.00,20.00,"5","ft","inch",2.25
1002425502,"7117169",1002425492,1,,,,,"m","cm",
1002425544,"7117170",1002425533,,,,,,"m","cm",
1002425582,"7117171",1002425575,,,,,,"m","cm",
1002425597,"7117172",1002425588,1,"8",7.32,8.24,"1","m","cm",13.97
1002425637,"7117173",1002425628,1,"8",11.28,12.51,"1","m","cm",13.97
1002436142,"7117252",1002436136,,,,,,"ft","inch",
1002436192,"7117253",1002436183,,,,,,"ft","inch",
1002436213,"7117254",1002436207,,,,,,"ft","inch",
1002437408,"7117282",1002437396,,,,,,"m","cm",
1002437467,"7117283",1002437460,,,,,,"m","cm",
1002458083,"7117294",1002458073,,,,,,"m","cm",
1002458196,"7117296",1002458186,,,,,,"m","cm",
1002458353,"7117298",1002458341,,,,,,"m","cm",
1002581788,"7117408",1002581778,,,,,"5",,,
1002581891,"7117409",1002581880,,,,,"5",,,
1002581930,"7117410",1002581920,,,,,"5",,,
1002736010,"7117412",1002736003,1,"10",0.91,3.96,"5","m","cm",3.34
1003222004,"7117412",1003222003,,,0.91,5.71,,"m",,
1003222013,"7117412",1003222012,,,0.91,3.96,,"m",,
1003222022,"7117412",1003222021,,,0.91,1.83,,"m",,
1003222031,"7117412",1003222030,,,1.50,3.10,,"m",,
1003222040,"7117412",1003222039,,,0.91,2.44,,"m",,
1003222049,"7117412",1003222048,,,1.22,3.66,,"m",,
1003222058,"7117412",1003222057,,,0.91,3.10,,"m",,
1003222067,"7117412",1003222066,,,0.91,4.57,,"m",,
1003222076,"7117412",1003222075,,,0.91,3.96,,"m",,
1003222085,"7117412",1003222084,,,1.22,4.27,,"m",,
1002736023,"7117413",1002736015,1,"10",1.50,7.52,"5","m","cm",3.34
1003222100,"7117414",1003222092,1,"10",,,"5","m","cm",3.34
1002736035,"7117422",1002736034,,,5.18,9.75,,"m",,
