"SCREEN_ID","WELL_ID","PIPE_ID","Layer","Slot","SCRN_TOP_DEPTH","SCRN_END_DEPTH","SCRN_MATERIAL","SCRN_DEPTH_UOM","SCRN_DIAMETER_UOM","SCRN_DIAMETER"
933325845,"1500105",10570720,1,"012",64.00,68.00,,"ft","inch",
933325846,"1500144",10570759,1,"010",164.00,168.00,,"ft","inch",
933325847,"1500679",10571292,1,"100",150.00,165.00,,"ft","inch",
933325848,"1500680",10571293,1,"050",146.00,154.00,,"ft","inch",
933325849,"1500680",10571293,2,"025",,,,"ft","inch",
933325850,"1500693",10571306,1,"040",179.00,183.00,,"ft","inch",
933325851,"1500694",10571307,1,"025",187.00,191.00,,"ft","inch",5.00
933325852,"1500698",10571311,1,"025",170.00,174.00,,"ft","inch",5.00
933325853,"1500700",10571313,1,"025",158.00,162.00,,"ft","inch",20.00
933325854,"1500701",10571314,1,"040",148.00,152.00,,"ft","inch",5.00
933325855,"1500702",10571315,1,"012",212.00,220.00,,"ft","inch",8.00
933325856,"1500750",10571363,1,"040",93.00,98.00,,"ft","inch",
933325857,"1500765",10571378,1,"016",180.00,186.00,,"ft","inch",
933325858,"1500896",10571509,1,,250.00,,,"ft","inch",5.00
933325859,"1500953",10571566,1,,,,,"ft","inch",
933325860,"1501054",10571667,1,,76.00,78.00,,"ft","inch",
933325861,"1501787",10572400,1,,,,,"ft","inch",2.00
933325862,"1501929",10572542,1,"010",,,,"ft","inch",
933325863,"1502148",10572761,1,"050",22.00,42.00,,"ft","inch",10.00
933325864,"1503047",10573660,1,"018",46.00,50.00,,"ft","inch",5.00
933325865,"1503078",10573691,1,,,,,"ft","inch",
933325866,"1503086",10573699,1,"012",81.00,85.00,,"ft","inch",6.00
933325867,"1503154",10573767,1,,117.00,132.00,,"ft","inch",
933325868,"1503161",10573774,1,,,,,"ft","inch",
933325869,"1503164",10573777,1,,112.00,127.00,,"ft","inch",
933325870,"1503165",10573778,1,"035",107.00,111.00,,"ft","inch",6.00
933325871,"1503320",10573933,1,,76.00,80.00,,"ft","inch",6.00
933325872,"1504023",10574636,1,"025",75.00,80.00,,"ft","inch",
933325873,"1504036",10574649,1,"080",68.00,88.00,,"ft","inch",
933325874,"1504413",10575026,1,"012",52.00,59.00,,"ft","inch",
933325875,"1505915",10576528,1,,,,,"ft","inch",
933325876,"1505989",10576602,1,"050",60.00,68.00,,"ft","inch",
933325877,"1506587",10577193,1,,48.00,52.00,,"ft","inch",
933325878,"1506738",10577344,1,"006",66.00,70.00,,"ft","inch",
933325879,"1508315",10578920,1,,,,,"ft","inch",1.50
933325880,"1508328",10578933,1,"014",45.00,50.00,,"ft","inch",5.00
933325881,"1508440",10579044,1,,28.00,48.00,,"ft","inch",
933325882,"1509439",10580042,1,"012",109.00,114.00,,"ft","inch",
933325883,"1510015",10580616,1,,95.00,110.00,,"ft","inch",6.25
933325884,"1510138",10580738,1,"100",88.00,103.00,,"ft","inch",
933325885,"1510208",10580806,1,"100",86.00,99.00,,"ft","inch",12.00
933325886,"1510314",10580912,1,,,,,"ft","inch",5.0e-03
933325887,"1510566",10581163,1,"025",31.00,35.00,,"ft","inch",6.00
933325888,"1512721",10583279,1,"025",16.00,20.00,,"ft","inch",6.00
933325889,"1512859",10583417,1,,110.00,124.00,,"ft","inch",11.75
933325890,"1513047",10583605,1,,89.00,94.00,,"ft","inch",
933325891,"1513076",10583634,1,"040",102.00,107.00,,"ft","inch",
933325892,"1513853",10584405,1,"006",45.00,48.00,,"ft","inch",1.25
933325893,"1513854",10584406,1,"006",38.00,41.00,,"ft","inch",1.50
933325894,"1513855",10584407,1,"006",38.00,40.00,,"ft","inch",1.25
933325895,"1513856",10584408,1,"090",37.00,40.00,,"ft","inch",1.25
933325896,"1514011",10584563,1,"060",14.00,16.00,,"ft","inch",1.25
933325897,"1514417",10584961,1,"006",35.00,38.00,,"ft","inch",1.25
933325898,"1514418",10584962,1,"010",44.00,47.00,,"ft","inch",1.25
933325899,"1514419",10584963,1,"010",28.00,31.00,,"ft","inch",1.25
933325900,"1514420",10584964,1,"010",37.00,40.00,,"ft","inch",1.25
933325901,"1514421",10584965,1,"010",38.00,41.00,,"ft","inch",1.25
933325902,"1514422",10584966,1,"010",35.00,38.00,,"ft","inch",1.25
933325903,"1514423",10584967,1,"010",31.00,34.00,,"ft","inch",1.25
933325904,"1514472",10585015,1,"010",33.00,36.00,,"ft","inch",1.25
933325905,"1514473",10585016,1,"010",46.00,49.00,,"ft","inch",1.25
933325906,"1514666",10585206,1,"006",22.00,24.00,,"ft","inch",1.25
933325907,"1514706",10585246,1,"010",15.00,18.00,,"ft","inch",1.25
933325908,"1514707",10585247,1,"010",30.00,33.00,,"ft","inch",1.25
933325909,"1514708",10585248,1,"010",30.00,33.00,,"ft","inch",1.25
933325910,"1514709",10585249,1,"010",15.00,18.00,,"ft","inch",1.25
933325911,"1514710",10585250,1,"010",22.00,25.00,,"ft","inch",1.25
933325912,"1514711",10585251,1,"010",22.00,25.00,,"ft","inch",1.25
933325913,"1514738",10585278,1,"020",10.00,15.00,,"ft","inch",5.00
933325915,"1514927",10585462,1,"010",37.00,40.00,,"ft","inch",1.25
933325916,"1514928",10585463,1,"010",33.00,36.00,,"ft","inch",1.25
933325917,"1514929",10585464,1,"007",23.00,26.00,,"ft","inch",1.25
933325918,"1514930",10585465,1,"007",45.00,48.00,,"ft","inch",1.25
933325919,"1514931",10585466,1,"060",25.00,28.00,,"ft","inch",1.25
933325920,"1514932",10585467,1,"010",30.00,33.00,,"ft","inch",1.25
933325921,"1514933",10585468,1,"007",25.00,28.00,,"ft","inch",1.25
933325922,"1514934",10585469,1,"007",20.00,23.00,,"ft","inch",1.25
933325923,"1514935",10585470,1,"007",25.00,28.00,,"ft","inch",1.25
933325924,"1514936",10585471,1,"080",25.00,28.00,,"ft","inch",1.25
933325925,"1514990",10585525,1,"010",38.00,41.00,,"ft","inch",1.25
933325926,"1514991",10585526,1,"007",36.00,39.00,,"ft","inch",1.25
933325927,"1514992",10585527,1,"010",34.00,37.00,,"ft","inch",1.25
933325928,"1514993",10585528,1,"007",41.00,44.00,,"ft","inch",1.25
933325929,"1514994",10585529,1,"007",17.00,20.00,,"ft","inch",1.25
933325930,"1515084",10585617,1,"007",44.00,47.00,,"ft","inch",1.25
933325931,"1515085",10585618,1,"007",18.00,20.00,,"ft","inch",1.25
933325932,"1515086",10585619,1,"007",45.00,48.00,,"ft","inch",1.25
933325933,"1515087",10585620,1,"007",35.00,38.00,,"ft","inch",1.25
933325934,"1515088",10585621,1,"007",42.00,45.00,,"ft","inch",1.25
933325935,"1515089",10585622,1,"007",25.00,28.00,,"ft","inch",1.25
933325936,"1515334",10585860,1,"007",30.00,33.00,,"ft","inch",1.50
933325937,"1515335",10585861,1,"007",41.00,44.00,,"ft","inch",1.25
933325938,"1515336",10585862,1,"007",15.00,18.00,,"ft","inch",1.25
933325939,"1515355",10585879,1,"080",50.00,53.00,,"ft","inch",1.25
933325940,"1515356",10585880,1,"080",51.00,54.00,,"ft","inch",1.25
933325941,"1515357",10585881,1,"080",36.00,39.00,,"ft","inch",1.25
933325942,"1515358",10585882,1,"080",46.00,49.00,,"ft","inch",1.25
933325943,"1515394",10585914,1,"080",41.00,44.00,,"ft","inch",1.25
933325944,"1515395",10585915,1,"080",46.00,49.00,,"ft","inch",1.25
933325945,"1515397",10585916,1,"080",37.00,40.00,,"ft","inch",1.25
933325946,"1515491",10586007,1,"007",19.00,22.00,,"ft","inch",1.25
933325947,"1515492",10586008,1,"007",25.00,28.00,,"ft","inch",1.25
933325948,"1515493",10586009,1,"010",20.00,23.00,,"ft","inch",1.25
933325949,"1515494",10586010,1,"010",22.00,25.00,,"ft","inch",1.25
933325950,"1515561",10586077,1,"007",27.00,30.00,,"ft","inch",1.25
933325951,"1515562",10586078,1,"007",27.00,30.00,,"ft","inch",1.25
933325952,"1515633",10586149,1,"010",42.00,45.00,,"ft","inch",1.25
933325953,"1515634",10586150,1,"010",44.00,47.00,,"ft","inch",1.25
933325954,"1515635",10586151,1,"010",32.00,35.00,,"ft","inch",1.25
933325955,"1515636",10586152,1,"010",25.00,28.00,,"ft","inch",1.25
933325956,"1515717",10586232,1,"010",22.00,25.00,,"ft","inch",1.25
933325957,"1515718",10586233,1,,25.00,,,"ft","inch",1.25
933325958,"1515719",10586234,1,"010",22.00,25.00,,"ft","inch",1.25
933325959,"1515720",10586235,1,"010",22.00,25.00,,"ft","inch",1.25
933325960,"1515721",10586236,1,"010",18.00,21.00,,"ft","inch",1.25
933325961,"1515722",10586237,1,"007",22.00,25.00,,"ft","inch",1.25
933325962,"1515723",10586238,1,"010",25.00,28.00,,"ft","inch",1.25
933325963,"1515737",10586251,1,"007",35.00,38.00,,"ft","inch",1.25
933325964,"1515739",10586253,1,"010",39.00,42.00,,"ft","inch",1.25
933325965,"1515740",10586254,1,"010",20.00,23.00,,"ft","inch",1.25
933325966,"1515741",10586255,1,"010",20.00,23.00,,"ft","inch",1.25
933325967,"1515742",10586256,1,"007",39.00,42.00,,"ft","inch",1.25
933325968,"1515743",10586257,1,"007",20.00,23.00,,"ft","inch",1.25
933325969,"1515744",10586258,1,"010",37.00,40.00,,"ft","inch",1.25
933325970,"1515745",10586259,1,"010",30.00,33.00,,"ft","inch",1.50
933325971,"1515871",10586380,1,"010",41.00,44.00,,"ft","inch",1.25
933325972,"1515872",10586381,1,"010",20.00,23.00,,"ft","inch",1.25
933325973,"1515873",10586382,1,"010",29.00,32.00,,"ft","inch",1.25
933325974,"1515906",10586415,1,"010",26.00,29.00,,"ft","inch",1.25
933325975,"1515943",10586452,1,"010",18.00,21.00,,"ft","inch",1.25
933325976,"1515944",10586453,1,"010",21.00,24.00,,"ft","inch",1.25
933325977,"1515945",10586454,1,"010",26.00,29.00,,"ft","inch",1.25
933325978,"1516003",10586511,1,"010",26.00,29.00,,"ft","inch",1.25
933325979,"1516004",10586512,1,"010",48.00,51.00,,"ft","inch",1.25
933325980,"1516005",10586513,1,"010",22.00,25.00,,"ft","inch",1.25
933325981,"1516071",10586577,1,"010",20.00,23.00,,"ft","inch",1.25
933325982,"1516072",10586578,1,"010",17.00,20.00,,"ft","inch",1.25
933325983,"1516105",10586610,1,"150",36.00,40.00,,"ft","inch",5.00
933325984,"1516149",10586653,1,"010",27.00,30.00,,"ft","inch",1.25
933325985,"1516150",10586654,1,"010",48.00,51.00,,"ft","inch",1.25
933325986,"1516151",10586655,1,"010",33.00,36.00,,"ft","inch",1.25
933325987,"1516152",10586656,1,"010",25.00,28.00,,"ft","inch",1.25
933325988,"1516225",10586725,1,"010",17.00,20.00,,"ft","inch",1.25
933325989,"1516226",10586726,1,"010",40.00,43.00,,"ft","inch",1.25
933325990,"1516227",10586727,1,"010",40.00,43.00,,"ft","inch",1.25
933325991,"1516228",10586728,1,"010",35.00,38.00,,"ft","inch",1.25
933325992,"1516254",10586754,1,"010",17.00,20.00,,"ft","inch",1.25
933325993,"1516255",10586755,1,"010",43.00,46.00,,"ft","inch",1.25
933325994,"1516256",10586756,1,"010",17.00,20.00,,"ft","inch",1.25
933325995,"1516323",10586821,1,"018",23.00,27.00,,"ft","inch",6.00
933325996,"1516358",10586855,1,"010",17.00,20.00,,"ft","inch",1.25
933325997,"1516359",10586856,1,"010",40.00,43.00,,"ft","inch",1.25
933325998,"1516360",10586857,1,"010",34.00,37.00,,"ft","inch",1.25
933325999,"1516361",10586858,1,"007",34.00,37.00,,"ft","inch",1.50
933326000,"1516362",10586859,1,"010",34.00,37.00,,"ft","inch",1.25
933326001,"1516363",10586860,1,"007",34.00,37.00,,"ft","inch",1.50
933326002,"1516479",10586964,1,"060",46.00,49.00,,"ft","inch",1.25
933326003,"1516694",10587165,1,"060",13.00,16.00,,"ft","inch",1.25
933326004,"1516695",10587166,1,"060",33.00,36.00,,"ft","inch",1.25
933326005,"1517172",10587619,1,"012",140.00,144.00,,"ft","inch",5.87
933326006,"1517807",10588249,1,,37.00,42.00,,"ft","inch",6.00
933326007,"1517808",10588250,1,,14.00,19.00,,"ft","inch",6.00
933326008,"1517813",10588255,1,"025",37.00,42.00,,"ft","inch",6.00
933326009,"1517814",10588256,1,"025",64.00,74.00,,"ft","inch",6.16
933326010,"1517819",10588261,1,"020",277.00,281.00,,"ft","inch",5.00
933326011,"1518553",10588993,1,"030",21.00,25.00,,"ft","inch",5.75
933326012,"1519013",10589453,1,"000",15.00,,,"ft","inch",30.00
933326013,"1519630",10590069,1,"035",56.00,60.00,,"ft","inch",5.00
933326014,"1519749",10590172,1,"006",,,,"ft","inch",
933326015,"1519944",10590365,1,"008",120.00,124.00,,"ft","inch",6.00
933326016,"1519961",10590381,1,"008",47.00,50.00,,"ft","inch",6.00
933326017,"1519962",10590382,1,"008",45.00,48.00,,"ft","inch",6.00
933326018,"1519963",10590383,1,"010",35.00,42.00,,"ft","inch",6.00
933326019,"1519964",10590384,1,"008",38.00,42.00,,"ft","inch",6.00
933326020,"1519965",10590385,1,"006",35.00,40.00,,"ft","inch",6.00
933326021,"1519966",10590386,1,"008",65.00,69.00,,"ft","inch",6.00
933326022,"1519967",10590387,1,"008",38.00,41.00,,"ft","inch",6.00
933326023,"1519968",10590388,1,"008",51.00,55.00,,"ft","inch",6.00
933326024,"1519969",10590389,1,"008",22.00,25.00,,"ft","inch",6.00
933326025,"1519970",10590390,1,"010",31.00,35.00,,"ft","inch",6.00
933326026,"1519971",10590391,1,"010",55.00,59.00,,"ft","inch",6.00
933326027,"1519972",10590392,1,"010",32.00,36.00,,"ft","inch",6.00
933326028,"1520111",10590531,1,"010",56.00,59.00,,"ft","inch",6.00
933326029,"1520112",10590532,1,"006",35.00,38.00,,"ft","inch",6.00
933326030,"1520114",10590534,1,"010",50.00,53.00,,"ft","inch",6.00
933326031,"1520130",10590548,1,,17.00,20.00,,"ft","inch",6.00
933326032,"1520134",10590552,1,"008",36.00,40.00,,"ft","inch",6.00
933326033,"1520135",10590553,1,"010",25.00,29.00,,"ft","inch",6.00
933326034,"1520142",10590559,1,"010",51.00,55.00,,"ft","inch",6.00
933326035,"1520143",10590560,1,"008",57.00,61.00,,"ft","inch",6.00
933326036,"1520147",10590562,1,"000",,,,"ft","inch",24.00
933326037,"1520149",10590564,1,"008",54.00,58.00,,"ft","inch",6.00
933326038,"1520150",10590565,1,"008",52.00,56.00,,"ft","inch",6.00
933326039,"1520188",10590603,1,"010",42.00,45.00,,"ft","inch",6.00
933326040,"1520189",10590604,1,,17.00,18.00,,"ft","inch",6.00
933326041,"1520195",10590610,1,"018",140.00,143.00,,"ft","inch",6.00
933326042,"1520196",10590611,1,,21.00,22.00,,"ft","inch",6.00
933326043,"1520239",10590654,1,"006",66.00,69.00,,"ft","inch",6.00
933326044,"1520240",10590655,1,"001",20.00,21.00,,"ft","inch",7.00
933326045,"1520242",10590656,1,"001",19.00,22.00,,"ft","inch",6.00
933326046,"1520244",10590658,1,"006",59.00,64.00,,"ft","inch",6.00
933326047,"1520259",10590672,1,"010",148.00,152.00,,"ft","inch",6.00
933326048,"1520402",10590815,1,"008",35.00,38.00,,"ft","inch",6.00
933326049,"1520405",10590818,1,"008",46.00,49.00,,"ft","inch",6.00
933326050,"1520406",10590819,1,"006",47.00,50.00,,"ft","inch",6.00
933326051,"1520408",10590821,1,"010",47.00,50.00,,"ft","inch",6.00
933326052,"1520461",10590874,1,"014",22.00,23.00,,"ft","inch",6.00
933326053,"1520462",10590875,1,"008",44.00,47.00,,"ft","inch",6.00
933326054,"1520464",10590877,1,"012",45.00,48.00,,"ft","inch",6.00
933326055,"1520501",10590913,1,"010",44.00,47.00,,"ft","inch",6.00
933326056,"1520508",10590920,1,"020",29.00,40.00,,"ft","inch",6.00
933326057,"1520525",10590937,1,"025",35.00,38.00,,"ft","inch",5.75
933326058,"1520540",10590952,1,"008",86.00,89.00,,"ft","inch",6.00
933326059,"1520543",10590955,1,"010",83.00,86.00,,"ft","inch",6.00
933326060,"1520556",10590968,1,"010",39.00,42.00,,"ft","inch",6.00
933326061,"1520558",10590970,1,"012",133.00,136.00,,"ft","inch",4.00
933326062,"1520559",10590971,1,,,,,"ft","inch",80.00
933326063,"1520571",10590983,1,"008",3.00,6.00,,"ft","inch",6.00
933326064,"1520572",10590984,1,"006",48.00,51.00,,"ft","inch",6.00
933326065,"1520742",10591153,1,"012",25.00,28.00,,"ft","inch",6.00
933326066,"1520743",10591154,1,"010",49.00,52.00,,"ft","inch",6.00
933326067,"1520759",10591170,1,"010",19.00,23.00,,"ft","inch",6.00
933326068,"1520760",10591171,1,"008",45.00,48.00,,"ft","inch",6.00
933326069,"1520871",10591282,1,"008",44.00,47.00,,"ft","inch",6.00
933326070,"1520887",10591298,1,"008",38.00,41.00,,"ft","inch",6.00
933326071,"1520938",10591349,1,"012",,,,"ft","inch",6.00
933326072,"1520945",10591356,1,"012",46.00,49.00,,"ft","inch",6.00
933326073,"1520946",10591357,1,"010",47.00,50.00,,"ft","inch",6.00
933326074,"1520950",10591361,1,"008",42.00,45.00,,"ft","inch",6.00
933326075,"1520952",10591363,1,"010",40.00,43.00,,"ft","inch",6.00
933326076,"1521048",10591455,1,"018",66.00,69.00,,"ft","inch",6.00
933326077,"1521050",10591457,1,"012",23.00,26.00,,"ft","inch",6.00
933326078,"1521051",10591458,1,"018",40.00,43.00,,"ft","inch",6.00
933326079,"1521053",10591460,1,"012",33.00,36.00,,"ft","inch",6.00
933326080,"1521054",10591461,1,"006",58.00,62.00,,"ft","inch",6.00
933326081,"1521055",10591462,1,"012",49.00,52.00,,"ft","inch",6.00
933326082,"1521056",10591463,1,"010",43.00,49.00,,"ft","inch",6.00
933326083,"1521083",10591490,1,"008",49.00,52.00,,"ft","inch",6.00
933326084,"1521086",10591493,1,"008",51.00,54.00,,"ft","inch",6.00
933326085,"1521087",10591494,1,"008",49.00,52.00,,"ft","inch",6.00
933326086,"1521090",10591497,1,"006",256.00,260.00,,"ft","inch",6.00
933326087,"1521120",10591526,1,,,,,"ft","inch",
933326088,"1521129",10591535,1,"025",58.00,62.00,,"ft","inch",5.00
933326089,"1521133",10591539,1,"025",58.00,62.00,,"ft","inch",5.00
933326090,"1521284",10591676,1,"006",40.00,43.00,,"ft","inch",6.00
933326091,"1521357",10591749,1,"018",47.00,51.00,,"ft","inch",6.00
933326092,"1521366",10591758,1,"018",67.00,70.00,,"ft","inch",6.00
933326093,"1521369",10591761,1,"012",64.00,67.00,,"ft","inch",6.00
933326094,"1521374",10591766,1,"006",54.00,57.00,,"ft","inch",6.00
933326095,"1521376",10591768,1,"012",49.00,52.00,,"ft","inch",6.00
933326096,"1521378",10591770,1,"018",29.00,32.00,,"ft","inch",6.00
933326097,"1521379",10591771,1,"006",49.00,52.00,,"ft","inch",6.00
933326098,"1521381",10591773,1,"008",36.00,39.00,,"ft","inch",6.00
933326099,"1521383",10591775,1,"014",11.00,15.00,,"ft","inch",6.00
933326100,"1521392",10591784,1,"025",52.00,56.00,,"ft","inch",5.00
933326101,"1521423",10591815,1,"030",135.00,139.00,,"ft","inch",6.00
933326102,"1521445",10591837,1,"012",24.00,27.00,,"ft","inch",6.00
933326103,"1521446",10591838,1,"012",50.00,53.00,,"ft","inch",6.00
933326104,"1521447",10591839,1,"008",47.00,50.00,,"ft","inch",6.00
933326105,"1521448",10591840,1,"008",47.00,50.00,,"ft","inch",6.00
933326106,"1521449",10591841,1,"006",49.00,52.00,,"ft","inch",6.00
933326107,"1521462",10591854,1,"030",283.00,288.00,,"ft","inch",5.25
933326108,"1521463",10591855,1,"030",286.00,291.00,,"ft","inch",4.50
933326109,"1521549",10591941,1,"006",47.00,50.00,,"ft","inch",6.00
933326110,"1521816",10592199,1,"006",57.00,60.00,,"ft","inch",6.00
933326111,"1521820",10592203,1,"008",47.00,50.00,,"ft","inch",6.00
933326112,"1521823",10592206,1,"010",36.00,39.00,,"ft","inch",6.00
933326113,"1521824",10592207,1,"008",37.00,40.00,,"ft","inch",6.00
933326114,"1521912",10592295,1,"008",46.00,52.00,,"ft","inch",6.00
933326115,"1521913",10592296,1,"008",45.00,48.00,,"ft","inch",6.00
933326116,"1521914",10592297,1,"010",45.00,48.00,,"ft","inch",6.00
933326117,"1521915",10592298,1,"008",45.00,48.00,,"ft","inch",6.00
933326118,"1521917",10592300,1,"008",48.00,51.00,,"ft","inch",6.00
933326119,"1521918",10592301,1,,75.00,76.00,,"ft","inch",6.00
933326120,"1521919",10592302,1,"008",48.00,51.00,,"ft","inch",6.00
933326121,"1521921",10592304,1,"010",44.00,47.00,,"ft","inch",6.00
933326122,"1521929",10592312,1,"008",48.00,51.00,,"ft","inch",6.00
933326123,"1521931",10592314,1,"025",58.00,62.00,,"ft","inch",6.66
933326124,"1521932",10592315,1,"025",62.00,66.00,,"ft","inch",7.00
933326125,"1521935",10592318,1,,17.00,20.00,,"ft","inch",
933326126,"1521999",10592382,1,"020",35.00,39.00,,"ft","inch",6.00
933326127,"1522002",10592385,1,"020",45.00,50.00,,"ft","inch",6.00
933326128,"1522044",10592427,1,"050",70.00,80.00,,"ft","inch",8.00
933326129,"1522054",10592437,1,"100",60.00,68.00,,"ft","inch",7.75
933326130,"1522199",10592582,1,"045",53.00,63.00,,"ft","inch",6.00
933326131,"1522202",10592585,1,"045",53.00,73.00,,"ft","inch",8.00
933326132,"1522217",10592600,1,"045",45.00,55.00,,"ft","inch",6.00
933326133,"1522218",10592601,1,"045",45.00,55.00,,"ft","inch",8.00
933326134,"1522236",10592619,1,"000",,,,"ft","inch",
933326135,"1522317",10592699,1,"010",34.00,37.00,,"ft","inch",6.00
933326136,"1522379",10592761,1,"020",95.00,98.00,,"ft","inch",6.00
933326137,"1522380",10592762,1,"025",26.00,29.00,,"ft","inch",6.00
933326138,"1522390",10592772,1,"008",33.00,36.00,,"ft","inch",6.00
933326139,"1522391",10592773,1,"006",44.00,47.00,,"ft","inch",6.00
933326140,"1522400",10592782,1,"008",113.00,116.00,,"ft","inch",6.00
933326141,"1522406",10592788,1,"008",31.00,34.00,,"ft","inch",6.00
933326142,"1522485",10592867,1,,30.00,32.00,,"ft","inch",
933326143,"1522486",10592868,1,,33.00,35.00,,"ft","inch",
933326144,"1522491",10592873,1,"010",64.00,67.00,,"ft","inch",6.00
933326145,"1522872",10593249,1,,44.00,46.00,,"ft","inch",
933326146,"1523159",10593535,1,"006",47.00,50.00,,"ft","inch",6.00
933326147,"1523176",10593550,1,"010",26.00,29.00,,"ft","inch",6.00
933326148,"1523177",10593551,1,"072",25.00,28.00,,"ft","inch",6.00
933326149,"1523178",10593552,1,"008",46.00,49.00,,"ft","inch",6.00
933326150,"1523179",10593553,1,"010",33.00,36.00,,"ft","inch",6.00
933326151,"1523180",10593554,1,"012",26.00,29.00,,"ft","inch",6.00
933326152,"1523181",10593555,1,"014",145.00,148.00,,"ft","inch",6.00
933326153,"1523182",10593556,1,"010",44.00,47.00,,"ft","inch",6.00
933326154,"1523183",10593557,1,"008",40.00,43.00,,"ft","inch",6.00
933326155,"1523184",10593558,1,"010",26.00,29.00,,"ft","inch",6.00
933326156,"1523185",10593559,1,"006",47.00,50.00,,"ft","inch",6.00
933326157,"1523186",10593560,1,"014",27.00,30.00,,"ft","inch",6.00
933326158,"1523197",10593570,1,"008",37.00,40.00,,"ft","inch",6.00
933326159,"1523209",10593582,1,"006",34.00,37.00,,"ft","inch",6.00
933326160,"1523210",10593583,1,"010",47.00,50.00,,"ft","inch",6.00
933326161,"1523212",10593585,1,"008",47.00,50.00,,"ft","inch",6.00
933326162,"1523213",10593586,1,"012",25.00,28.00,,"ft","inch",6.00
933326163,"1523214",10593587,1,"010",26.00,29.00,,"ft","inch",6.00
933326164,"1523215",10593588,1,"008",28.00,31.00,,"ft","inch",6.00
933326165,"1523219",10593592,1,"006",26.00,29.00,,"ft","inch",6.00
933326166,"1523220",10593593,1,"008",25.00,28.00,,"ft","inch",6.00
933326167,"1523223",10593596,1,"006",32.00,35.00,,"ft","inch",6.00
933326168,"1523226",10593599,1,"006",18.00,21.00,,"ft","inch",6.00
933326169,"1523230",10593603,1,"012",151.00,154.00,,"ft","inch",6.00
933326170,"1523306",10593651,1,"008",134.00,137.00,,"ft","inch",6.00
933326171,"1523307",10593652,1,"008",48.00,51.00,,"ft","inch",6.00
933326172,"1523308",10593653,1,"010",37.00,40.00,,"ft","inch",6.00
933326173,"1523316",10593661,1,"008",48.00,51.00,,"ft","inch",6.00
933326174,"1523318",10593663,1,"008",132.00,135.00,,"ft","inch",6.00
933326175,"1523319",10593664,1,"006",46.00,49.00,,"ft","inch",6.00
933326176,"1523334",10593679,1,"008",47.00,50.00,,"ft","inch",6.00
933326177,"1523335",10593680,1,"006",47.00,50.00,,"ft","inch",6.00
933326178,"1523336",10593681,1,"014",44.00,50.00,,"ft","inch",6.00
933326179,"1523337",10593682,1,"010",47.00,50.00,,"ft","inch",6.00
933326180,"1523338",10593683,1,"008",30.00,33.00,,"ft","inch",6.00
933326181,"1523339",10593684,1,"006",47.00,50.00,,"ft","inch",6.00
933326182,"1523354",10593699,1,"008",46.00,49.00,,"ft","inch",6.00
933326183,"1523355",10593700,1,"012",122.00,125.00,,"ft","inch",6.00
933326184,"1523423",10593768,1,"025",58.00,62.00,,"ft","inch",
933326185,"1523445",10593790,1,"006",33.00,36.00,,"ft","inch",6.00
933326186,"1523446",10593791,1,"010",53.00,56.00,,"ft","inch",6.00
933326187,"1523447",10593792,1,"010",78.00,81.00,,"ft","inch",6.00
933326188,"1523448",10593793,1,"006",64.00,67.00,,"ft","inch",6.00
933326189,"1523449",10593794,1,"008",65.00,68.00,,"ft","inch",6.00
933326190,"1523450",10593795,1,"008",61.00,64.00,,"ft","inch",6.00
933326191,"1523451",10593796,1,"018",78.00,81.00,,"ft","inch",6.00
933326192,"1523452",10593797,1,"016",63.00,66.00,,"ft","inch",6.00
933326193,"1523453",10593798,1,"018",60.00,63.00,,"ft","inch",6.00
1007448565,"1523484",1007448558,,,,,,"ft","inch",
933326194,"1523578",10593922,1,"006",33.00,36.00,,"ft","inch",5.00
933326195,"1523603",10593947,1,"025",38.00,42.00,,"ft","inch",5.00
933326196,"1523872",10594214,1,"012",35.00,40.00,,"ft","inch",5.00
933326197,"1523873",10594215,1,"006",77.00,80.00,,"ft","inch",6.00
933326198,"1523874",10594216,1,"008",74.00,77.00,,"ft","inch",6.00
933326199,"1523875",10594217,1,"008",76.00,79.00,,"ft","inch",6.00
933326200,"1523876",10594218,1,"008",74.00,77.00,,"ft","inch",6.00
933326201,"1523877",10594219,1,"008",77.00,80.00,,"ft","inch",6.00
933326202,"1523878",10594220,1,"008",63.00,66.00,,"ft","inch",6.00
933326203,"1523879",10594221,1,"008",53.00,56.00,,"ft","inch",6.00
933326204,"1523880",10594222,1,"008",62.00,65.00,,"ft","inch",6.00
933326205,"1523881",10594223,1,"006",56.00,59.00,,"ft","inch",6.00
933326206,"1523882",10594224,1,"008",56.00,59.00,,"ft","inch",6.00
933326207,"1523883",10594225,1,"008",72.00,75.00,,"ft","inch",6.00
933326208,"1523884",10594226,1,"008",82.00,85.00,,"ft","inch",6.00
933326209,"1523885",10594227,1,"008",37.00,40.00,,"ft","inch",6.00
933326210,"1523913",10594255,1,"025",23.00,35.00,,"ft","inch",5.00
933326211,"1523945",10594287,1,"006",62.00,65.00,,"ft","inch",6.00
933326212,"1523946",10594288,1,"006",45.00,48.00,,"ft","inch",6.00
933326213,"1523947",10594289,1,"006",39.00,42.00,,"ft","inch",6.00
933326214,"1523948",10594290,1,"006",60.00,63.00,,"ft","inch",6.00
933326215,"1523949",10594291,1,"006",63.00,66.00,,"ft","inch",6.00
933326216,"1523950",10594292,1,"006",69.00,72.00,,"ft","inch",6.00
