"FORMATION_ID","BORE_HOLE_ID","WELL_ID","LAYER","COLOR","MAT1","MAT2","MAT3","FORMATION_TOP_DEPTH","FORMATION_END_DEPTH","FORMATION_END_DEPTH_UOM"
931075475,10051966,"1530431",3,"2","05",,,37.00,45.00,"ft"
931075476,10051966,"1530431",4,"2","05","79",,45.00,54.00,"ft"
931075477,10051966,"1530431",5,"2","15",,,54.00,200.00,"ft"
931075478,10051967,"1530432",1,"6","05","12","79",0.00,18.00,"ft"
931075479,10051967,"1530432",2,"2","21","85",,18.00,139.00,"ft"
931075480,10051967,"1530432",3,"2","21","73",,139.00,250.00,"ft"
931075481,10051968,"1530433",1,"6","05","12","79",0.00,12.00,"ft"
931075482,10051968,"1530433",2,"2","21","73",,12.00,50.00,"ft"
931075483,10051969,"1530434",1,"6","28","11","12",0.00,50.00,"ft"
931075484,10051969,"1530434",2,"2","28","11","91",50.00,62.00,"ft"
931075485,10051969,"1530434",3,"2","15",,,62.00,140.00,"ft"
931075486,10051970,"1530435",1,"6","14","13","79",0.00,8.00,"ft"
931075487,10051970,"1530435",2,"2","15","73",,8.00,110.00,"ft"
931075488,10051970,"1530435",3,"2","18","73",,110.00,175.00,"ft"
931075489,10051971,"1530436",1,"6","28",,,0.00,8.00,"ft"
931075490,10051971,"1530436",2,"2","28",,,8.00,20.00,"ft"
931075491,10051971,"1530436",3,"2","05",,,20.00,32.00,"ft"
931075492,10051971,"1530436",4,"2","28","11","13",32.00,38.00,"ft"
931075493,10051971,"1530436",5,"2","15",,,38.00,70.00,"ft"
931075494,10051972,"1530437",1,"6","28","12","79",0.00,12.00,"ft"
931075495,10051972,"1530437",2,"2","28","11","13",12.00,34.00,"ft"
931075496,10051972,"1530437",3,"2","15","73",,34.00,119.00,"ft"
931075497,10051972,"1530437",4,"2","18","73",,119.00,150.00,"ft"
931075498,10051973,"1530438",1,"6","28","01",,0.00,1.00,"ft"
931075499,10051973,"1530438",2,"6","14","13","79",1.00,6.00,"ft"
931075500,10051973,"1530438",3,"2","15","74",,6.00,10.00,"ft"
931075501,10051973,"1530438",4,"2","15","73",,10.00,110.00,"ft"
931075502,10051973,"1530438",5,"2","18","90","73",110.00,168.00,"ft"
931075503,10051974,"1530439",1,"6","05","81","79",0.00,6.00,"ft"
931075504,10051974,"1530439",2,"2","15","73",,6.00,150.00,"ft"
931075505,10051976,"1530441",1,"6","28","79",,0.00,3.00,"ft"
931075506,10051976,"1530441",2,"6","02","77",,3.00,6.00,"ft"
931075507,10051976,"1530441",3,"2","15","71",,6.00,12.00,"ft"
931075508,10051976,"1530441",4,"2","15",,,12.00,124.00,"ft"
931075509,10051977,"1530442",1,"6","05","79",,0.00,13.00,"ft"
931075510,10051977,"1530442",2,"2","05","12","86",13.00,22.00,"ft"
931075511,10051977,"1530442",3,"2","28","05","12",22.00,30.00,"ft"
931075512,10051977,"1530442",4,"2","21","90","73",30.00,115.00,"ft"
931075513,10051977,"1530442",5,"2","21","85",,115.00,143.00,"ft"
931075514,10051977,"1530442",6,"2","21","90","73",143.00,298.00,"ft"
931075515,10051978,"1530443",1,"2","15",,,0.00,257.00,"ft"
931075516,10051979,"1530444",1,"7","28","01",,0.00,10.00,"ft"
931075517,10051979,"1530444",2,"2","15",,,10.00,234.00,"ft"
931075518,10051980,"1530445",1,"2","15",,,0.00,120.00,"ft"
931075519,10051981,"1530446",1,,"05","81",,0.00,4.00,"ft"
931075520,10051981,"1530446",2,"2","15",,,4.00,118.00,"ft"
931075521,10051982,"1530447",1,,"28",,,0.00,5.00,"ft"
931075522,10051982,"1530447",2,"2","15",,,5.00,162.00,"ft"
931075523,10051982,"1530447",3,,"18",,,162.00,200.00,"ft"
931075524,10051983,"1530448",1,,"28",,,0.00,10.00,"ft"
931075525,10051983,"1530448",2,"3","05",,,10.00,19.00,"ft"
931075526,10051983,"1530448",3,,"28","11",,19.00,44.00,"ft"
931075527,10051983,"1530448",4,,"00",,,44.00,85.00,"ft"
931075528,10051984,"1530449",1,"6","28","05",,0.00,11.00,"ft"
931075529,10051984,"1530449",2,"2","15","17",,11.00,175.00,"ft"
931075530,10051985,"1530450",1,"6","28","11","79",0.00,3.00,"ft"
931075531,10051985,"1530450",2,"2","05","79",,3.00,8.00,"ft"
931075532,10051985,"1530450",3,"2","15",,,8.00,88.00,"ft"
931075533,10051986,"1530451",1,"6","28","11","79",0.00,3.00,"ft"
931075534,10051986,"1530451",2,"2","05","79",,3.00,10.00,"ft"
931075535,10051986,"1530451",3,"2","15",,,10.00,100.00,"ft"
931075536,10051987,"1530452",1,"2","05","12","79",0.00,43.00,"ft"
931075537,10051987,"1530452",2,"2","05","06","79",43.00,79.00,"ft"
931075538,10051987,"1530452",3,"2","11",,,79.00,87.00,"ft"
931075539,10051987,"1530452",4,"2","15",,,87.00,105.00,"ft"
931075540,10051988,"1530453",1,"6","28","26","77",0.00,23.00,"ft"
931075541,10051988,"1530453",2,"2","28","06","77",23.00,36.00,"ft"
931075542,10051988,"1530453",3,"2","11",,,36.00,38.00,"ft"
931075543,10051988,"1530453",4,"2","15",,,38.00,180.00,"ft"
931075544,10051989,"1530454",1,"6","28","12","77",0.00,15.00,"ft"
931075545,10051989,"1530454",2,"2","28","06","77",15.00,32.00,"ft"
931075546,10051989,"1530454",3,"2","15",,,32.00,55.00,"ft"
931075547,10051990,"1530455",1,"6","28","12","77",0.00,23.00,"ft"
931075548,10051990,"1530455",2,"2","28","06","77",23.00,31.00,"ft"
931075549,10051990,"1530455",3,"2","11","79",,31.00,34.00,"ft"
931075550,10051990,"1530455",4,"2","15",,,34.00,55.00,"ft"
931075551,10051991,"1530456",1,"6","28","12","77",0.00,17.00,"ft"
931075552,10051991,"1530456",2,"2","28","06","77",17.00,45.00,"ft"
931075553,10051991,"1530456",3,"2","11",,,45.00,48.00,"ft"
931075554,10051991,"1530456",4,"2","15",,,48.00,180.00,"ft"
931075555,10051992,"1530457",1,"6","28","12","77",0.00,26.00,"ft"
931075556,10051992,"1530457",2,"2","28","06","77",26.00,34.00,"ft"
931075557,10051992,"1530457",3,"2","11",,,34.00,41.00,"ft"
931075558,10051992,"1530457",4,"2","15",,,41.00,220.00,"ft"
931075559,10051993,"1530458",1,"6","28","12","77",0.00,25.00,"ft"
931075560,10051993,"1530458",2,"2","28","06","77",25.00,34.00,"ft"
931075561,10051993,"1530458",3,"2","11",,,34.00,37.00,"ft"
931075562,10051993,"1530458",4,"2","15",,,37.00,180.00,"ft"
931075563,10051994,"1530459",1,"6","28","12","77",0.00,20.00,"ft"
931075564,10051994,"1530459",2,"2","28","06","77",20.00,47.00,"ft"
931075565,10051994,"1530459",3,"2","15",,,47.00,180.00,"ft"
931075566,10051995,"1530460",1,"6","28","12","77",0.00,18.00,"ft"
931075567,10051995,"1530460",2,"2","28","06","77",18.00,42.00,"ft"
931075568,10051995,"1530460",3,"2","11",,,42.00,44.00,"ft"
931075569,10051995,"1530460",4,"2","15",,,44.00,80.00,"ft"
931075570,10051996,"1530461",1,"8","02","12","77",0.00,2.00,"ft"
931075571,10051996,"1530461",2,"6","14","73",,2.00,5.00,"ft"
931075572,10051996,"1530461",3,"2","15","18","73",5.00,80.00,"ft"
931075573,10051997,"1530462",1,"2","15","85",,0.00,236.00,"ft"
931075574,10051998,"1530463",1,"6","28","68",,0.00,6.00,"ft"
931075575,10051998,"1530463",2,"6","05","79",,6.00,12.00,"ft"
931075576,10051998,"1530463",3,"2","05","12",,12.00,48.00,"ft"
931075577,10051998,"1530463",4,"2","15",,,48.00,100.00,"ft"
931075578,10051999,"1530464",1,"6","05","79",,0.00,13.00,"ft"
931075579,10051999,"1530464",2,"2","05","12","86",13.00,42.00,"ft"
931075580,10051999,"1530464",3,"2","05","81","13",42.00,49.00,"ft"
931075581,10051999,"1530464",4,"2","15",,,49.00,100.00,"ft"
931075582,10052000,"1530465",1,"6","05","81","12",0.00,10.00,"ft"
931075583,10052000,"1530465",2,"2","05","81","13",10.00,25.00,"ft"
931075584,10052000,"1530465",3,"2","21","73",,25.00,300.00,"ft"
931075585,10052001,"1530466",1,"6","02","81","12",0.00,5.00,"ft"
931075586,10052001,"1530466",2,"6","14","13","79",5.00,41.00,"ft"
931075587,10052001,"1530466",3,"6","05","81","13",41.00,54.00,"ft"
931075588,10052001,"1530466",4,"2","15",,,54.00,225.00,"ft"
931075589,10052002,"1530467",1,"3","05","12",,0.00,20.00,"ft"
931075590,10052002,"1530467",2,"2","15","71",,20.00,24.00,"ft"
931075591,10052002,"1530467",3,"2","15",,,24.00,80.00,"ft"
931075592,10052003,"1530468",1,"6","02","85",,0.00,2.00,"ft"
931075593,10052003,"1530468",2,"7","05","85",,2.00,7.00,"ft"
931075594,10052003,"1530468",3,"2","05","85",,7.00,18.00,"ft"
931075595,10052003,"1530468",4,"3","05","85",,18.00,38.00,"ft"
931075596,10052003,"1530468",5,"2","16","73",,38.00,42.00,"ft"
931075597,10052004,"1530469",1,"6","02",,,0.00,4.00,"ft"
931075598,10052004,"1530469",2,"2","14",,,4.00,10.00,"ft"
931075599,10052004,"1530469",3,"8","15",,,10.00,80.00,"ft"
931075600,10052004,"1530469",4,"2","15",,,80.00,112.00,"ft"
931075601,10052005,"1530470",1,"6","28","11","13",0.00,15.00,"ft"
931075602,10052005,"1530470",2,"2","15","73",,15.00,110.00,"ft"
931075603,10052006,"1530471",1,"6","28","05","13",0.00,9.00,"ft"
931075604,10052006,"1530471",2,"2","15","73",,9.00,160.00,"ft"
931075605,10052007,"1530472",1,"6","02",,,0.00,0.00,"ft"
931075606,10052007,"1530472",2,,"11","12",,0.00,1.00,"ft"
931075607,10052007,"1530472",3,"6","02",,,1.00,2.00,"ft"
931075608,10052007,"1530472",4,"6","01",,,2.00,3.00,"ft"
931075609,10052007,"1530472",5,"6","28",,,3.00,4.00,"ft"
931075610,10052007,"1530472",6,"6","05","84",,4.00,15.00,"ft"
931075611,10052007,"1530472",7,"6","05","84",,15.00,17.00,"ft"
931075612,10052008,"1530473",1,"6","05","13","79",0.00,17.00,"ft"
931075613,10052008,"1530473",2,"2","05","12","14",17.00,37.00,"ft"
931075614,10052008,"1530473",3,"2","15","71",,37.00,42.00,"ft"
931075615,10052008,"1530473",4,"2","15","73",,42.00,73.00,"ft"
931075616,10052009,"1530474",1,"6","14","79",,0.00,18.00,"ft"
931075617,10052009,"1530474",2,"2","15","74",,18.00,200.00,"ft"
931075618,10052010,"1530475",1,,"05",,,0.00,32.00,"ft"
931075619,10052010,"1530475",2,,"05","11","13",32.00,57.00,"ft"
931075620,10052010,"1530475",3,"2","15",,,57.00,80.00,"ft"
931075621,10052011,"1530476",1,,"28","11","13",0.00,37.00,"ft"
931075622,10052011,"1530476",2,"2","15",,,37.00,120.00,"ft"
931075623,10052012,"1530477",1,,"28",,,0.00,30.00,"ft"
931075624,10052012,"1530477",2,"2","15",,,30.00,60.00,"ft"
931075625,10052013,"1530478",1,,"28",,,0.00,4.00,"ft"
931075626,10052013,"1530478",2,,"05","13",,4.00,49.00,"ft"
931075627,10052013,"1530478",3,"2","15",,,49.00,117.00,"ft"
931075628,10052013,"1530478",4,"2","18",,,117.00,190.00,"ft"
931075629,10052014,"1530479",1,,"28","11",,0.00,49.00,"ft"
931075630,10052014,"1530479",2,"2","15",,,49.00,92.00,"ft"
931075631,10052015,"1530480",1,,"28","11","13",0.00,44.00,"ft"
931075632,10052015,"1530480",2,"2","15",,,44.00,79.00,"ft"
931075633,10052016,"1530481",1,,"28","13",,0.00,39.00,"ft"
931075634,10052016,"1530481",2,"2","15",,,39.00,60.00,"ft"
931075635,10052017,"1530482",1,,"14",,,0.00,21.00,"ft"
931075636,10052017,"1530482",2,"2","15",,,21.00,187.00,"ft"
931075637,10052017,"1530482",3,"2","18",,,187.00,252.00,"ft"
931075638,10052018,"1530483",1,"6","05","85",,0.00,5.00,"ft"
931075639,10052018,"1530483",2,"8","11","85",,5.00,10.00,"ft"
931075640,10052018,"1530483",3,"8","17","80",,10.00,16.00,"ft"
931075641,10052018,"1530483",4,"8","17","73",,16.00,154.00,"ft"
931075642,10052019,"1530484",1,"6","05","81","88",0.00,14.00,"ft"
931075643,10052019,"1530484",2,"6","28","77",,14.00,32.00,"ft"
931075644,10052019,"1530484",3,"6","28","11","79",32.00,50.00,"ft"
931075645,10052019,"1530484",4,"6","05","28","11",50.00,65.00,"ft"
931075646,10052019,"1530484",5,"2","15","73",,65.00,80.00,"ft"
931075647,10052020,"1530485",1,"2","15","73",,0.00,250.00,"ft"
931075648,10052021,"1530486",1,"6","28","79",,0.00,8.00,"ft"
931075649,10052021,"1530486",2,"2","05","88",,8.00,15.00,"ft"
931075650,10052021,"1530486",3,"2","05","12","14",15.00,18.00,"ft"
931075651,10052021,"1530486",4,"2","15","73",,18.00,36.00,"ft"
931075652,10052022,"1530487",1,"6","02","11","77",0.00,8.00,"ft"
931075653,10052022,"1530487",2,"6","05","81","79",8.00,10.00,"ft"
931075654,10052023,"1530488",1,"6","02","11","77",0.00,8.00,"ft"
931075655,10052023,"1530488",2,"6","28","05","79",8.00,10.00,"ft"
931075656,10052023,"1530488",3,"2","05","85",,10.00,30.00,"ft"
931075657,10052024,"1530489",1,"2","15","74",,0.00,132.00,"ft"
931075658,10052024,"1530489",2,"1","15","73",,132.00,138.00,"ft"
931075659,10052024,"1530489",3,"2","15","74",,138.00,142.00,"ft"
931075660,10052025,"1530490",1,"6","34","73",,0.00,8.00,"ft"
931075661,10052025,"1530490",2,"2","15","74",,8.00,90.00,"ft"
931075662,10052025,"1530490",3,"6","15","80",,90.00,92.00,"ft"
931075663,10052025,"1530490",4,"2","15","74",,92.00,100.00,"ft"
931075664,10052026,"1530491",1,"6","28","11","01",0.00,3.00,"ft"
931075665,10052026,"1530491",2,"2","14","11","79",3.00,6.00,"ft"
931075666,10052026,"1530491",3,"2","15",,,6.00,74.00,"ft"
931075667,10052026,"1530491",4,"2","15",,,74.00,123.00,"ft"
931075668,10052026,"1530491",5,"7","15",,,123.00,140.00,"ft"
931075669,10052026,"1530491",6,"2","15",,,140.00,200.00,"ft"
931075670,10052027,"1530492",1,"6","05","79",,0.00,3.00,"ft"
931075671,10052027,"1530492",2,"6","05","81","13",3.00,9.00,"ft"
931075672,10052027,"1530492",3,"2","05","81","13",9.00,32.00,"ft"
931075673,10052027,"1530492",4,"2","11","81","79",32.00,35.00,"ft"
931075674,10052027,"1530492",5,"2","15",,,35.00,65.00,"ft"
931075675,10052028,"1530493",1,"6","05","81","12",0.00,6.00,"ft"
931075676,10052028,"1530493",2,"2","14","13","79",6.00,31.00,"ft"
931075677,10052028,"1530493",3,"2","18","21","46",31.00,127.00,"ft"
931075678,10052028,"1530493",4,"2","21","18","90",127.00,175.00,"ft"
931075679,10052029,"1530494",1,"6","05","79",,0.00,11.00,"ft"
931075680,10052029,"1530494",2,"2","05","86",,11.00,30.00,"ft"
931075681,10052029,"1530494",3,"7","14","13","79",30.00,33.00,"ft"
931075682,10052029,"1530494",4,"2","15","73",,33.00,300.00,"ft"
931075683,10052030,"1530495",1,"6","02","12","79",0.00,4.00,"ft"
931075684,10052030,"1530495",2,"2","15","85",,4.00,8.00,"ft"
931075685,10052030,"1530495",3,"2","15",,,8.00,200.00,"ft"
931075686,10052031,"1530496",1,"6","05","79",,0.00,12.00,"ft"
931075687,10052031,"1530496",2,"2","05","86",,12.00,29.00,"ft"
931075688,10052031,"1530496",3,"2","28","11","13",29.00,47.00,"ft"
931075689,10052031,"1530496",4,"2","15",,,47.00,195.00,"ft"
931075690,10052031,"1530496",5,"2","18","73",,195.00,235.00,"ft"
931075691,10052032,"1530497",1,"6","05","79",,0.00,8.00,"ft"
931075692,10052032,"1530497",2,"2","05","12","77",8.00,17.00,"ft"
931075693,10052032,"1530497",3,"2","15","74","71",17.00,27.00,"ft"
931075694,10052032,"1530497",4,"2","15","18",,27.00,100.00,"ft"
931075695,10052033,"1530498",1,"6","02","12","79",0.00,6.00,"ft"
931075696,10052033,"1530498",2,"2","28","11","91",6.00,9.00,"ft"
931075697,10052033,"1530498",3,"2","15","85",,9.00,52.00,"ft"
931075698,10052033,"1530498",4,"2","15","73",,52.00,165.00,"ft"
931075699,10052033,"1530498",5,"2","18","90","73",165.00,200.00,"ft"
931075700,10052034,"1530499",1,"6","02","77",,0.00,3.00,"ft"
931075701,10052034,"1530499",2,"6","14","13","79",3.00,14.00,"ft"
931075702,10052034,"1530499",3,"2","14","13","79",14.00,62.00,"ft"
931075703,10052034,"1530499",4,"2","15","73",,62.00,192.00,"ft"
931075704,10052034,"1530499",5,"2","18","73",,192.00,250.00,"ft"
931075705,10052035,"1530500",1,"6","14","12","79",0.00,12.00,"ft"
931075706,10052035,"1530500",2,"2","14","12","79",12.00,16.00,"ft"
931075707,10052035,"1530500",3,"2","15","73",,16.00,100.00,"ft"
931075708,10052036,"1530501",1,"6","02","81","12",0.00,15.00,"ft"
931075709,10052036,"1530501",2,"2","05",,,15.00,35.00,"ft"
931075710,10052036,"1530501",3,"2","28","11","13",35.00,45.00,"ft"
931075711,10052036,"1530501",4,"2","15","73",,45.00,76.00,"ft"
931075712,10052037,"1530502",1,"6","05","79",,0.00,8.00,"ft"
931075713,10052037,"1530502",2,"2","05","77",,8.00,96.00,"ft"
931075714,10052037,"1530502",3,"2","17","71",,96.00,105.00,"ft"
931075715,10052038,"1530503",1,"6","34","13","66",0.00,11.00,"ft"
931075716,10052038,"1530503",2,"2","17","15","74",11.00,74.00,"ft"
931075717,10052038,"1530503",3,"2","15","17","74",74.00,123.00,"ft"
931075718,10052039,"1530504",1,"6","34","13","66",0.00,14.00,"ft"
931075719,10052039,"1530504",2,"2","17","15","73",14.00,84.00,"ft"
931075720,10052039,"1530504",3,"2","15","17","74",84.00,123.00,"ft"
931075721,10052040,"1530505",1,"6","34","13","66",0.00,6.00,"ft"
931075722,10052040,"1530505",2,"2","15","26","73",6.00,58.00,"ft"
931075723,10052040,"1530505",3,"2","15","17","74",58.00,115.00,"ft"
931075724,10052040,"1530505",4,"2","00",,,115.00,123.00,"ft"
931075725,10052041,"1530506",1,"5","28","85",,0.00,4.00,"ft"
931075726,10052041,"1530506",2,"3","05","85",,4.00,66.00,"ft"
931075727,10052041,"1530506",3,"8","17","85",,66.00,67.00,"ft"
931075728,10052042,"1530507",1,"6","05","85",,0.00,14.00,"ft"
931075729,10052042,"1530507",2,"3","05","85",,14.00,35.00,"ft"
931075730,10052042,"1530507",3,"2","11","13","73",35.00,54.00,"ft"
931075731,10052042,"1530507",4,"6","17","73",,54.00,61.00,"ft"
931075732,10052043,"1530508",1,"6","05","85",,0.00,12.00,"ft"
931075733,10052043,"1530508",2,"3","05","85",,12.00,42.00,"ft"
931075734,10052043,"1530508",3,"2","11","13","85",42.00,55.00,"ft"
931075735,10052043,"1530508",4,"6","19","80",,55.00,56.00,"ft"
931075736,10052044,"1530509",1,"6","05","85",,0.00,10.00,"ft"
931075737,10052044,"1530509",2,"3","05","85",,10.00,30.00,"ft"
931075738,10052044,"1530509",3,"2","11","13","73",30.00,53.00,"ft"
931075739,10052044,"1530509",4,"6","17","73",,53.00,65.00,"ft"
931075740,10052045,"1530510",1,"6","05","85",,0.00,18.00,"ft"
931075741,10052045,"1530510",2,"3","05","85",,18.00,30.00,"ft"
931075742,10052045,"1530510",3,"2","11","13","73",30.00,53.00,"ft"
931075743,10052045,"1530510",4,"6","17","73",,53.00,60.00,"ft"
931075744,10052046,"1530511",1,"6","05","85",,0.00,16.00,"ft"
931075745,10052046,"1530511",2,"3","05","85",,16.00,96.00,"ft"
931075746,10052046,"1530511",3,"8","11","85",,96.00,98.00,"ft"
931075747,10052046,"1530511",4,"8","17","80",,98.00,102.00,"ft"
931075748,10052047,"1530512",1,"6","05","11","13",0.00,25.00,"ft"
931075749,10052047,"1530512",2,"2","11","13","73",25.00,43.00,"ft"
931075750,10052047,"1530512",3,"2","15","73",,43.00,60.00,"ft"
931075751,10052048,"1530513",1,"6","28","79",,0.00,14.00,"ft"
931075752,10052048,"1530513",2,"2","05","12","14",14.00,19.00,"ft"
931075753,10052048,"1530513",3,"2","15","71",,19.00,24.00,"ft"
931075754,10052048,"1530513",4,"2","15","73",,24.00,50.00,"ft"
931075755,10052049,"1530514",1,"2","05","12","14",0.00,53.00,"ft"
931075756,10052049,"1530514",2,"2","15","73",,53.00,80.00,"ft"
931075757,10052050,"1530515",1,"8","00",,,0.00,2.00,"ft"
931075758,10052050,"1530515",2,"2","11",,,2.00,8.00,"ft"
931075759,10052050,"1530515",3,"2","05",,,8.00,15.00,"ft"
931075760,10052051,"1530516",1,"8","00",,,0.00,2.00,"ft"
931075761,10052051,"1530516",2,"2","11",,,2.00,8.00,"ft"
931075762,10052051,"1530516",3,"2","05","74",,8.00,15.00,"ft"
931075763,10052052,"1530517",1,"8","00",,,0.00,2.00,"ft"
931075764,10052052,"1530517",2,"2","11",,,2.00,6.00,"ft"
931075765,10052052,"1530517",3,"6","11","66",,6.00,15.00,"ft"
931075766,10052053,"1530518",1,"6","28","01",,0.00,5.00,"ft"
931075767,10052053,"1530518",2,"2","15",,,5.00,97.00,"ft"
931075768,10052053,"1530518",3,"6","15",,,97.00,147.00,"ft"
931075769,10052053,"1530518",4,"2","15",,,147.00,177.00,"ft"
931075770,10052054,"1530519",1,"6","05","79",,0.00,12.00,"ft"
931075771,10052054,"1530519",2,"2","05","86",,12.00,25.00,"ft"
931075772,10052054,"1530519",3,"2","05","06",,25.00,49.00,"ft"
931075773,10052054,"1530519",4,"2","15",,,49.00,195.00,"ft"
931075774,10052054,"1530519",5,"2","18",,,195.00,235.00,"ft"
931075775,10052055,"1530520",1,"6","05","79",,0.00,13.00,"ft"
931075776,10052055,"1530520",2,"2","05","86",,13.00,30.00,"ft"
931075777,10052055,"1530520",3,"2","05","12",,30.00,51.00,"ft"
931075778,10052055,"1530520",4,"2","15",,,51.00,125.00,"ft"
931075779,10052056,"1530521",1,"6","02","12","17",0.00,6.00,"ft"
931075780,10052056,"1530521",2,"2","15","73",,6.00,250.00,"ft"
931075781,10052057,"1530522",1,"6","02",,,0.00,5.00,"ft"
931075782,10052057,"1530522",2,"2","15","73",,5.00,150.00,"ft"
931075783,10052058,"1530523",1,"2","15","73",,0.00,150.00,"ft"
931075784,10052059,"1530524",1,"6","02",,,0.00,3.00,"ft"
931075785,10052059,"1530524",2,"2","15","73",,3.00,125.00,"ft"
931075786,10052060,"1530525",1,"6","02",,,0.00,2.00,"ft"
931075787,10052060,"1530525",2,"2","15","74",,2.00,150.00,"ft"
931075788,10052062,"1530527",1,"6","05","12","79",0.00,10.00,"ft"
931075789,10052062,"1530527",2,"2","15","73",,10.00,180.00,"ft"
931075790,10052062,"1530527",3,"2","18","90","73",180.00,220.00,"ft"
931075791,10052064,"1530529",1,"6","28","12","68",0.00,14.00,"ft"
931075792,10052064,"1530529",2,"2","28","12",,14.00,34.00,"ft"
931075793,10052064,"1530529",3,"2","15",,,34.00,75.00,"ft"
931075794,10052065,"1530530",1,"6","28","13","68",0.00,23.00,"ft"
931075795,10052065,"1530530",2,"2","28","12","68",23.00,65.00,"ft"
931075796,10052065,"1530530",3,"2","15","73",,65.00,81.00,"ft"
931075797,10052065,"1530530",4,"2","18","90","73",81.00,150.00,"ft"
931075798,10052066,"1530531",1,"6","28","12",,0.00,12.00,"ft"
931075799,10052066,"1530531",2,"2","28",,,12.00,20.00,"ft"
931075800,10052066,"1530531",3,"2","05","12","79",20.00,77.00,"ft"
931075801,10052066,"1530531",4,"2","15","73",,77.00,214.00,"ft"
931075802,10052067,"1530532",1,"6","28","11",,0.00,48.00,"ft"
931075803,10052067,"1530532",2,"2","15","73",,48.00,75.00,"ft"
931075804,10052068,"1530533",1,"6","05",,,0.00,2.00,"ft"
931075805,10052068,"1530533",2,"6","28",,,2.00,13.00,"ft"
931075806,10052068,"1530533",3,"2","28",,,13.00,22.00,"ft"
931075807,10052068,"1530533",4,"2","28","11","13",22.00,42.00,"ft"
931075808,10052068,"1530533",5,"2","15",,,42.00,75.00,"ft"
931075809,10052069,"1530534",1,"6","28","12",,0.00,2.00,"ft"
931075810,10052069,"1530534",2,"2","15","85",,2.00,150.00,"ft"
931075811,10052070,"1530535",1,"6","28","12","71",0.00,4.00,"ft"
931075812,10052070,"1530535",2,"2","15","85",,4.00,195.00,"ft"
931075813,10052071,"1530536",1,"6","34","13","66",0.00,8.00,"ft"
931075814,10052071,"1530536",2,"2","34","13","66",8.00,36.00,"ft"
931075815,10052071,"1530536",3,"2","15","17","74",36.00,58.00,"ft"
931075816,10052071,"1530536",4,"2","15","73",,58.00,79.00,"ft"
931075817,10052072,"1530537",1,"6","34","73",,0.00,6.00,"ft"
931075818,10052072,"1530537",2,"2","15","74",,6.00,300.00,"ft"
931075819,10052073,"1530538",1,"6","05","66",,0.00,10.00,"ft"
931075820,10052073,"1530538",2,"2","05","85",,10.00,50.00,"ft"
931075821,10052073,"1530538",3,"2","28","85",,50.00,60.00,"ft"
931075822,10052073,"1530538",4,"8","17","74",,60.00,80.00,"ft"
931075823,10052074,"1530539",1,"6","05","66",,0.00,7.00,"ft"
931075824,10052074,"1530539",2,"2","34","13","66",7.00,18.00,"ft"
931075825,10052074,"1530539",3,"2","11","28","13",18.00,24.00,"ft"
931075826,10052074,"1530539",4,"2","15","73",,24.00,39.00,"ft"
931075827,10052074,"1530539",5,"2","15","17","74",39.00,104.00,"ft"
931075828,10052075,"1530540",1,"6","05","66",,0.00,9.00,"ft"
931075829,10052075,"1530540",2,"2","34","13","66",9.00,16.00,"ft"
931075830,10052075,"1530540",3,"2","11","28","77",16.00,21.00,"ft"
931075831,10052075,"1530540",4,"2","15","73",,21.00,30.00,"ft"
931075832,10052075,"1530540",5,"2","15","17","74",30.00,122.00,"ft"
931075833,10052076,"1530541",1,"6","34","73",,0.00,3.00,"ft"
931075834,10052076,"1530541",2,"2","15","71",,3.00,5.00,"ft"
931075835,10052076,"1530541",3,"2","15","74",,5.00,162.00,"ft"
931075836,10052077,"1530542",1,"7","28",,,0.00,5.00,"ft"
931075837,10052077,"1530542",2,,"05",,,5.00,24.00,"ft"
931075838,10052077,"1530542",3,"2","15",,,24.00,160.00,"ft"
931075839,10052078,"1530543",1,,"28","05",,0.00,50.00,"ft"
931075840,10052078,"1530543",2,,"11","13",,50.00,62.00,"ft"
931075841,10052078,"1530543",3,"2","15",,,62.00,77.00,"ft"
931075842,10052079,"1530544",1,,"05","81",,0.00,64.00,"ft"
931075843,10052079,"1530544",2,"2","15",,,64.00,133.00,"ft"
931075844,10052079,"1530544",3,"2","18",,,133.00,200.00,"ft"
931075845,10052080,"1530545",1,,"05","81","11",0.00,19.00,"ft"
931075846,10052080,"1530545",2,"2","15",,,19.00,150.00,"ft"
931075847,10052081,"1530546",1,,"05",,,0.00,2.00,"ft"
931075848,10052081,"1530546",2,"2","15",,,2.00,150.00,"ft"
931075849,10052082,"1530547",1,,"28",,,0.00,12.00,"ft"
931075850,10052082,"1530547",2,"2","15",,,12.00,150.00,"ft"
931075851,10052083,"1530548",1,,"28","11",,0.00,7.00,"ft"
931075852,10052083,"1530548",2,"2","15",,,7.00,50.00,"ft"
931075853,10052084,"1530549",1,,"28","11",,0.00,9.00,"ft"
931075854,10052084,"1530549",2,"2","15",,,9.00,50.00,"ft"
931075855,10052085,"1530550",1,"6","14","26","05",0.00,4.00,"ft"
931075856,10052085,"1530550",2,"2","15","26",,4.00,228.00,"ft"
931075857,10052085,"1530550",3,"6","15","26",,228.00,300.00,"ft"
931075858,10052086,"1530551",1,"6","02","81",,0.00,3.00,"ft"
931075859,10052086,"1530551",2,"6","05",,,3.00,8.00,"ft"
931075860,10052086,"1530551",3,"2","05",,,8.00,28.00,"ft"
