"FORMATION_ID","BORE_HOLE_ID","WELL_ID","LAYER","COLOR","MAT1","MAT2","MAT3","FORMATION_TOP_DEPTH","FORMATION_END_DEPTH","FORMATION_END_DEPTH_UOM"
930988093,10022046,"1500001",1,,"05",,,0.00,5.00,"ft"
930988094,10022046,"1500001",2,"3","17",,,5.00,145.00,"ft"
930988095,10022046,"1500001",3,"1","15",,,145.00,197.00,"ft"
930988096,10022047,"1500002",1,,"24",,,0.00,191.00,"ft"
930988097,10022047,"1500002",2,"2","15",,,191.00,700.00,"ft"
930988098,10022047,"1500002",3,,"18",,,700.00,742.00,"ft"
930988099,10022048,"1500003",1,"6","05","13",,0.00,5.00,"ft"
930988100,10022048,"1500003",2,"6","15",,,5.00,110.00,"ft"
930988101,10022049,"1500004",1,,"05","13",,0.00,12.00,"ft"
930988102,10022049,"1500004",2,"8","17",,,12.00,400.00,"ft"
930988103,10022050,"1500005",1,,"01",,,0.00,7.00,"ft"
930988104,10022050,"1500005",2,"8","17",,,7.00,190.00,"ft"
930988105,10022051,"1500006",1,,"05",,,0.00,60.00,"ft"
930988106,10022051,"1500006",2,,"09",,,60.00,64.00,"ft"
930988107,10022051,"1500006",3,,"15",,,64.00,205.00,"ft"
930988108,10022052,"1500007",1,,"05",,,0.00,70.00,"ft"
930988109,10022052,"1500007",2,,"15",,,70.00,102.00,"ft"
930988110,10022053,"1500008",1,,"05",,,0.00,10.00,"ft"
930988111,10022053,"1500008",2,,"15",,,10.00,160.00,"ft"
930988112,10022054,"1500009",1,,"05",,,0.00,31.00,"ft"
930988113,10022054,"1500009",2,"2","15",,,31.00,70.00,"ft"
930988114,10022055,"1500010",1,"3","05",,,0.00,146.00,"ft"
930988115,10022055,"1500010",2,"2","15",,,146.00,326.00,"ft"
930988116,10022056,"1500011",1,,"05",,,0.00,158.00,"ft"
930988117,10022056,"1500011",2,,"09",,,158.00,159.00,"ft"
930988118,10022056,"1500011",3,"2","15",,,159.00,191.00,"ft"
930988119,10022057,"1500012",1,"2","05",,,0.00,16.00,"ft"
930988120,10022057,"1500012",2,,"26",,,16.00,80.00,"ft"
930988121,10022058,"1500013",1,,"05",,,0.00,80.00,"ft"
930988122,10022058,"1500013",2,,"09",,,80.00,82.00,"ft"
930988123,10022058,"1500013",3,"2","15",,,82.00,164.00,"ft"
930988124,10022059,"1500014",1,"3","05",,,0.00,118.00,"ft"
930988125,10022059,"1500014",2,"2","15",,,118.00,187.00,"ft"
930988126,10022060,"1500015",1,"2","05",,,0.00,21.00,"ft"
930988127,10022060,"1500015",2,,"26",,,21.00,161.00,"ft"
930988128,10022061,"1500016",1,,"02",,,0.00,18.00,"ft"
930988129,10022061,"1500016",2,"3","05",,,18.00,185.00,"ft"
930988130,10022061,"1500016",3,,"11",,,185.00,186.00,"ft"
930988131,10022062,"1500017",1,"3","05",,,0.00,97.00,"ft"
930988132,10022062,"1500017",2,"2","15",,,97.00,124.00,"ft"
930988133,10022063,"1500018",1,"3","05",,,0.00,78.00,"ft"
930988134,10022063,"1500018",2,,"15",,,78.00,122.00,"ft"
930988135,10022064,"1500019",1,,"23",,,0.00,20.00,"ft"
930988136,10022064,"1500019",2,"3","05",,,20.00,129.00,"ft"
930988137,10022064,"1500019",3,,"11",,,129.00,130.00,"ft"
930988138,10022065,"1500020",1,"6","02","05",,0.00,18.00,"ft"
930988139,10022065,"1500020",2,"3","05",,,18.00,160.00,"ft"
930988140,10022066,"1500021",1,"6","02","05",,0.00,18.00,"ft"
930988141,10022066,"1500021",2,"3","05",,,18.00,160.00,"ft"
930988142,10022066,"1500021",3,,"26",,,160.00,161.00,"ft"
930988143,10022067,"1500022",1,"6","02","05",,0.00,18.00,"ft"
930988144,10022067,"1500022",2,"3","05",,,18.00,160.00,"ft"
930988145,10022067,"1500022",3,,"26",,,160.00,161.00,"ft"
930988146,10022068,"1500023",1,"6","02","05",,0.00,15.00,"ft"
930988147,10022068,"1500023",2,"3","05",,,15.00,185.00,"ft"
930988148,10022068,"1500023",3,,"26",,,185.00,186.00,"ft"
930988149,10022069,"1500024",1,,"02",,,0.00,14.00,"ft"
930988150,10022069,"1500024",2,"3","05",,,14.00,165.00,"ft"
930988151,10022069,"1500024",3,,"11",,,165.00,166.00,"ft"
930988152,10022070,"1500025",1,,"05",,,0.00,150.00,"ft"
930988153,10022070,"1500025",2,,"09",,,150.00,157.00,"ft"
930988154,10022070,"1500025",3,"2","15",,,157.00,255.00,"ft"
930988155,10022071,"1500026",1,"3","05",,,0.00,187.00,"ft"
930988156,10022071,"1500026",2,"2","15",,,187.00,245.00,"ft"
930988157,10022072,"1500027",1,"3","05",,,0.00,197.00,"ft"
930988158,10022072,"1500027",2,,"09",,,197.00,200.00,"ft"
930988159,10022072,"1500027",3,"2","15",,,200.00,258.00,"ft"
930988160,10022073,"1500028",1,,"05",,,0.00,70.00,"ft"
930988161,10022073,"1500028",2,"1","15",,,70.00,200.00,"ft"
930988162,10022074,"1500029",1,"3","05",,,0.00,39.00,"ft"
930988163,10022074,"1500029",2,"2","15",,,39.00,80.00,"ft"
930988164,10022075,"1500030",1,"6","05",,,0.00,190.00,"ft"
930988165,10022075,"1500030",2,,"11",,,190.00,202.00,"ft"
930988166,10022076,"1500031",1,,"05",,,0.00,7.00,"ft"
930988167,10022076,"1500031",2,"2","15",,,7.00,100.00,"ft"
930988168,10022077,"1500032",1,,"02",,,0.00,14.00,"ft"
930988169,10022077,"1500032",2,"2","15",,,14.00,176.00,"ft"
930988170,10022078,"1500033",1,,"02",,,0.00,1.00,"ft"
930988171,10022078,"1500033",2,"3","05",,,1.00,30.00,"ft"
930988172,10022078,"1500033",3,"3","15",,,30.00,114.00,"ft"
930988173,10022079,"1500034",1,"3","05",,,0.00,92.00,"ft"
930988174,10022079,"1500034",2,"2","15",,,92.00,242.00,"ft"
930988175,10022080,"1500035",1,,"05",,,0.00,92.00,"ft"
930988176,10022080,"1500035",2,"2","15",,,92.00,290.00,"ft"
930988177,10022081,"1500036",1,"3","05",,,0.00,70.00,"ft"
930988178,10022081,"1500036",2,,"09",,,70.00,90.00,"ft"
930988179,10022081,"1500036",3,"3","05",,,90.00,170.00,"ft"
930988180,10022081,"1500036",4,"2","15",,,170.00,300.00,"ft"
930988181,10022081,"1500036",5,"7","15",,,300.00,326.00,"ft"
930988182,10022082,"1500037",1,,"02",,,0.00,5.00,"ft"
930988183,10022082,"1500037",2,"2","15",,,5.00,115.00,"ft"
930988184,10022083,"1500038",1,"3","05",,,0.00,200.00,"ft"
930988185,10022083,"1500038",2,"2","15",,,200.00,268.00,"ft"
930988186,10022084,"1500039",1,,"05","09",,0.00,40.00,"ft"
930988187,10022084,"1500039",2,,"10",,,40.00,80.00,"ft"
930988188,10022084,"1500039",3,,"08",,,80.00,94.00,"ft"
930988189,10022084,"1500039",4,"3","15",,,94.00,165.00,"ft"
930988190,10022085,"1500040",1,"3","05",,,0.00,95.00,"ft"
930988191,10022085,"1500040",2,,"15",,,95.00,140.00,"ft"
930988192,10022085,"1500040",3,,"15","09",,140.00,158.00,"ft"
930988193,10022086,"1500041",1,"3","05",,,0.00,131.00,"ft"
930988194,10022086,"1500041",2,"2","15",,,131.00,244.00,"ft"
930988195,10022087,"1500042",1,,"09",,,0.00,75.00,"ft"
930988196,10022088,"1500043",1,"3","05",,,0.00,269.00,"ft"
930988197,10022088,"1500043",2,,"09",,,269.00,271.00,"ft"
930988198,10022089,"1500044",1,"3","05",,,0.00,257.00,"ft"
930988199,10022089,"1500044",2,,"10",,,257.00,265.00,"ft"
930988200,10022089,"1500044",3,"2","15",,,265.00,327.00,"ft"
930988201,10022090,"1500045",1,"6","02",,,0.00,3.00,"ft"
930988202,10022090,"1500045",2,"2","05",,,3.00,16.00,"ft"
930988203,10022090,"1500045",3,"3","05",,,16.00,200.00,"ft"
930988204,10022091,"1500046",1,"3","05",,,0.00,160.00,"ft"
930988205,10022091,"1500046",2,,"09",,,160.00,164.00,"ft"
930988206,10022091,"1500046",3,"2","15",,,164.00,196.00,"ft"
930988207,10022092,"1500047",1,,"05",,,0.00,280.00,"ft"
930988208,10022092,"1500047",2,,"15",,,280.00,320.00,"ft"
930988209,10022093,"1500048",1,"3","05",,,0.00,190.00,"ft"
930988210,10022093,"1500048",2,,"09",,,190.00,198.00,"ft"
930988211,10022093,"1500048",3,"2","15",,,198.00,268.00,"ft"
930988212,10022094,"1500049",1,"3","05",,,0.00,175.00,"ft"
930988213,10022094,"1500049",2,,"09",,,175.00,181.00,"ft"
930988214,10022094,"1500049",3,"2","15",,,181.00,185.00,"ft"
930988215,10022095,"1500050",1,,"05",,,0.00,95.00,"ft"
930988216,10022095,"1500050",2,,"15",,,95.00,190.00,"ft"
930988217,10022096,"1500051",1,"3","05",,,0.00,95.00,"ft"
930988218,10022096,"1500051",2,"2","15",,,95.00,160.00,"ft"
930988219,10022096,"1500051",3,"1","15",,,160.00,207.00,"ft"
930988220,10022097,"1500052",1,"6","05",,,0.00,25.00,"ft"
930988221,10022097,"1500052",2,,"09",,,25.00,39.00,"ft"
930988222,10022097,"1500052",3,"1","15",,,39.00,110.00,"ft"
930988223,10022098,"1500053",1,"6","05",,,0.00,29.00,"ft"
930988224,10022098,"1500053",2,,"15",,,29.00,60.00,"ft"
930988225,10022099,"1500054",1,"6","05",,,0.00,30.00,"ft"
930988226,10022099,"1500054",2,,"15",,,30.00,89.00,"ft"
930988227,10022100,"1500055",1,"6","05",,,0.00,40.00,"ft"
930988228,10022100,"1500055",2,"1","15",,,40.00,68.00,"ft"
930988229,10022101,"1500056",1,"3","05",,,0.00,18.00,"ft"
930988230,10022101,"1500056",2,"2","15",,,18.00,132.00,"ft"
930988231,10022102,"1500057",1,,"23",,,0.00,12.00,"ft"
930988232,10022102,"1500057",2,"2","15",,,12.00,100.00,"ft"
930988233,10022103,"1500058",1,,"05",,,0.00,22.00,"ft"
930988234,10022103,"1500058",2,,"09","11",,22.00,24.00,"ft"
930988235,10022103,"1500058",3,"1","15",,,24.00,111.00,"ft"
930988236,10022104,"1500059",1,,"05",,,0.00,27.00,"ft"
930988237,10022104,"1500059",2,,"15",,,27.00,125.00,"ft"
930988238,10022105,"1500060",1,,"02",,,0.00,28.00,"ft"
930988239,10022105,"1500060",2,"2","15",,,28.00,201.00,"ft"
930988240,10022106,"1500061",1,,"02","09",,0.00,12.00,"ft"
930988241,10022106,"1500061",2,"2","15",,,12.00,50.00,"ft"
930988242,10022107,"1500062",1,,"05",,,0.00,36.00,"ft"
930988243,10022107,"1500062",2,"2","15",,,36.00,145.00,"ft"
930988244,10022108,"1500063",1,,"05",,,0.00,18.00,"ft"
930988245,10022108,"1500063",2,,"15",,,18.00,158.00,"ft"
930988246,10022109,"1500064",1,"3","05",,,0.00,11.00,"ft"
930988247,10022109,"1500064",2,"2","15",,,11.00,110.00,"ft"
930988248,10022110,"1500065",1,,"09",,,0.00,4.00,"ft"
930988249,10022110,"1500065",2,,"05",,,4.00,17.00,"ft"
930988250,10022110,"1500065",3,,"15",,,17.00,202.00,"ft"
930988251,10022111,"1500066",1,,"02",,,0.00,1.00,"ft"
930988252,10022111,"1500066",2,,"05",,,1.00,8.00,"ft"
930988253,10022111,"1500066",3,,"15",,,8.00,69.00,"ft"
930988254,10022112,"1500067",1,,"02",,,0.00,1.00,"ft"
930988255,10022112,"1500067",2,"6","05",,,1.00,8.00,"ft"
930988256,10022112,"1500067",3,"6","15",,,8.00,121.00,"ft"
930988257,10022113,"1500068",1,,"02",,,0.00,1.00,"ft"
930988258,10022113,"1500068",2,,"11",,,1.00,6.00,"ft"
930988259,10022113,"1500068",3,"1","15",,,6.00,72.00,"ft"
930988260,10022114,"1500069",1,,"05",,,0.00,12.00,"ft"
930988261,10022114,"1500069",2,"3","15",,,12.00,100.00,"ft"
930988262,10022115,"1500070",1,,"05",,,0.00,47.00,"ft"
930988263,10022115,"1500070",2,"3","15",,,47.00,160.00,"ft"
930988264,10022116,"1500071",1,,"02",,,0.00,3.00,"ft"
930988265,10022116,"1500071",2,,"05",,,3.00,47.00,"ft"
930988266,10022116,"1500071",3,"3","15",,,47.00,317.00,"ft"
930988267,10022117,"1500072",1,"6","05",,,0.00,15.00,"ft"
930988268,10022117,"1500072",2,"3","05",,,15.00,55.00,"ft"
930988269,10022117,"1500072",3,"2","15",,,55.00,93.00,"ft"
930988270,10022118,"1500073",1,"3","05",,,0.00,60.00,"ft"
930988271,10022118,"1500073",2,"2","15",,,60.00,115.00,"ft"
930988272,10022119,"1500074",1,,"05",,,0.00,63.00,"ft"
930988273,10022119,"1500074",2,,"15",,,63.00,130.00,"ft"
930988274,10022120,"1500075",1,"3","05",,,0.00,60.00,"ft"
930988275,10022120,"1500075",2,,"18",,,60.00,134.00,"ft"
930988276,10022121,"1500076",1,,"09",,,0.00,30.00,"ft"
930988277,10022121,"1500076",2,,"05",,,30.00,430.00,"ft"
930988278,10022121,"1500076",3,,"09",,,430.00,438.00,"ft"
930988279,10022121,"1500076",4,,"15",,,438.00,516.00,"ft"
930988280,10022122,"1500077",1,,"09",,,0.00,3.00,"ft"
930988281,10022122,"1500077",2,,"11","12","10",3.00,95.00,"ft"
930988282,10022123,"1500078",1,"6","05",,,0.00,15.00,"ft"
930988283,10022123,"1500078",2,"3","05",,,15.00,110.00,"ft"
930988284,10022123,"1500078",3,,"09",,,110.00,115.00,"ft"
930988285,10022123,"1500078",4,"6","17",,,115.00,135.00,"ft"
930988286,10022123,"1500078",5,"1","15",,,135.00,175.00,"ft"
930988287,10022124,"1500079",1,,"05",,,0.00,42.00,"ft"
930988288,10022124,"1500079",2,,"15",,,42.00,87.00,"ft"
930988289,10022125,"1500080",1,,"02",,,0.00,2.00,"ft"
930988290,10022125,"1500080",2,,"11","09",,2.00,20.00,"ft"
930988291,10022125,"1500080",3,,"18",,,20.00,48.00,"ft"
930988292,10022125,"1500080",4,,"15",,,48.00,110.00,"ft"
930988293,10022126,"1500081",1,"6","05",,,0.00,20.00,"ft"
930988294,10022126,"1500081",2,"3","05",,,20.00,52.00,"ft"
930988295,10022126,"1500081",3,,"09","11",,52.00,54.00,"ft"
930988296,10022126,"1500081",4,"2","15",,,54.00,94.00,"ft"
930988297,10022127,"1500082",1,,"05",,,0.00,35.00,"ft"
930988298,10022127,"1500082",2,,"09",,,35.00,60.00,"ft"
930988299,10022127,"1500082",3,,"15",,,60.00,100.00,"ft"
930988300,10022128,"1500083",1,,"09",,,0.00,22.00,"ft"
930988301,10022128,"1500083",2,,"21",,,22.00,52.00,"ft"
930988302,10022129,"1500084",1,,"05",,,0.00,16.00,"ft"
930988303,10022129,"1500084",2,"1","15",,,16.00,87.00,"ft"
930988304,10022130,"1500085",1,,"09","12",,0.00,20.00,"ft"
930988305,10022130,"1500085",2,"2","15",,,20.00,90.00,"ft"
930988306,10022131,"1500086",1,,"09",,,0.00,18.00,"ft"
930988307,10022131,"1500086",2,"2","15",,,18.00,70.00,"ft"
930988308,10022132,"1500087",1,,"06",,,0.00,10.00,"ft"
930988309,10022132,"1500087",2,"2","15",,,10.00,45.00,"ft"
930988310,10022133,"1500088",1,,"02",,,0.00,2.00,"ft"
930988311,10022133,"1500088",2,"3","15",,,2.00,110.00,"ft"
930988312,10022134,"1500089",1,,"02","09",,0.00,4.00,"ft"
930988313,10022134,"1500089",2,"3","15",,,4.00,302.00,"ft"
930988314,10022135,"1500090",1,,"05",,,0.00,60.00,"ft"
930988315,10022135,"1500090",2,"2","15",,,60.00,116.00,"ft"
930988316,10022136,"1500091",1,,"17",,,0.00,20.00,"ft"
930988317,10022136,"1500091",2,"2","15",,,20.00,168.00,"ft"
930988318,10022137,"1500092",1,"6","05",,,0.00,17.00,"ft"
930988319,10022137,"1500092",2,"3","05",,,17.00,57.00,"ft"
930988320,10022137,"1500092",3,"2","15",,,57.00,80.00,"ft"
930988321,10022138,"1500093",1,,"05",,,0.00,15.00,"ft"
930988322,10022138,"1500093",2,"2","15",,,15.00,165.00,"ft"
930988323,10022139,"1500094",1,,"05",,,0.00,114.00,"ft"
930988324,10022139,"1500094",2,"2","15",,,114.00,285.00,"ft"
930988325,10022140,"1500095",1,"3","05",,,0.00,18.00,"ft"
930988326,10022140,"1500095",2,"2","15",,,18.00,250.00,"ft"
930988327,10022141,"1500096",1,"6","05",,,0.00,12.00,"ft"
930988328,10022141,"1500096",2,"3","05",,,12.00,150.00,"ft"
930988329,10022141,"1500096",3,,"11",,,150.00,152.00,"ft"
930988330,10022142,"1500097",1,"3","05",,,0.00,131.00,"ft"
930988331,10022142,"1500097",2,"2","15",,,131.00,198.00,"ft"
930988332,10022143,"1500098",1,,"05",,,0.00,180.00,"ft"
930988333,10022143,"1500098",2,,"09",,,180.00,192.00,"ft"
930988334,10022143,"1500098",3,"2","15",,,192.00,283.00,"ft"
930988335,10022144,"1500099",1,"3","05",,,0.00,240.00,"ft"
930988336,10022144,"1500099",2,"2","15",,,240.00,320.00,"ft"
930988337,10022145,"1500100",1,,"05",,,0.00,120.00,"ft"
930988338,10022145,"1500100",2,"2","15",,,120.00,129.00,"ft"
930988339,10022146,"1500101",1,"6","05",,,0.00,9.00,"ft"
930988340,10022146,"1500101",2,"3","05",,,9.00,24.00,"ft"
930988341,10022146,"1500101",3,"8","26",,,24.00,54.00,"ft"
930988342,10022146,"1500101",4,"1","15",,,54.00,145.00,"ft"
930988343,10022147,"1500102",1,,"05",,,0.00,20.00,"ft"
930988344,10022147,"1500102",2,,"09",,,20.00,65.00,"ft"
930988345,10022147,"1500102",3,,"26",,,65.00,141.00,"ft"
930988346,10022148,"1500103",1,"3","05",,,0.00,60.00,"ft"
930988347,10022148,"1500103",2,,"08",,,60.00,73.00,"ft"
930988348,10022148,"1500103",3,"1","15",,,73.00,142.00,"ft"
930988349,10022149,"1500104",1,"3","05",,,0.00,70.00,"ft"
930988350,10022149,"1500104",2,,"08",,,70.00,78.00,"ft"
930988351,10022149,"1500104",3,"1","15",,,78.00,158.00,"ft"
930988352,10022149,"1500104",4,"8","21",,,158.00,187.00,"ft"
930988353,10022150,"1500105",1,,"02",,,0.00,4.00,"ft"
930988354,10022150,"1500105",2,"3","05",,,4.00,50.00,"ft"
930988355,10022150,"1500105",3,,"09",,,50.00,68.00,"ft"
930988356,10022151,"1500106",1,,"09",,,0.00,6.00,"ft"
930988357,10022151,"1500106",2,"3","05",,,6.00,77.00,"ft"
930988358,10022151,"1500106",3,"2","15",,,77.00,142.00,"ft"
930988359,10022152,"1500107",1,,"05",,,0.00,38.00,"ft"
930988360,10022152,"1500107",2,,"15",,,38.00,82.00,"ft"
930988361,10022153,"1500108",1,"3","05",,,0.00,32.00,"ft"
930988362,10022153,"1500108",2,"2","21",,,32.00,116.00,"ft"
930988363,10022154,"1500109",1,"6","05",,,0.00,20.00,"ft"
930988364,10022154,"1500109",2,"3","05",,,20.00,45.00,"ft"
930988365,10022154,"1500109",3,,"09",,,45.00,62.00,"ft"
930988366,10022154,"1500109",4,"1","15",,,62.00,106.00,"ft"
930988367,10022155,"1500110",1,,"09",,,0.00,19.00,"ft"
930988368,10022155,"1500110",2,"2","15",,,19.00,86.00,"ft"
930988369,10022156,"1500111",1,,"09","12",,0.00,11.00,"ft"
930988370,10022156,"1500111",2,"2","15",,,11.00,82.00,"ft"
930988371,10022157,"1500112",1,,"09",,,0.00,30.00,"ft"
930988372,10022157,"1500112",2,"1","15",,,30.00,110.00,"ft"
930988373,10022158,"1500113",1,,"09",,,0.00,8.00,"ft"
930988374,10022158,"1500113",2,"2","15",,,8.00,86.00,"ft"
930988375,10022159,"1500114",1,,"09",,,0.00,25.00,"ft"
930988376,10022159,"1500114",2,"1","15",,,25.00,86.00,"ft"
930988377,10022160,"1500115",1,,"09",,,0.00,3.00,"ft"
930988378,10022160,"1500115",2,"1","15",,,3.00,83.00,"ft"
930988379,10022161,"1500116",1,,"17",,,0.00,5.00,"ft"
930988380,10022161,"1500116",2,"2","15",,,5.00,238.00,"ft"
930988381,10022162,"1500117",1,"6","05",,,0.00,12.00,"ft"
930988382,10022162,"1500117",2,"3","05",,,12.00,120.00,"ft"
930988383,10022162,"1500117",3,,"09","11",,120.00,130.00,"ft"
930988384,10022162,"1500117",4,"2","15",,,130.00,165.00,"ft"
930988385,10022163,"1500118",1,,"09",,,0.00,4.00,"ft"
930988386,10022163,"1500118",2,,"26","17",,4.00,12.00,"ft"
930988387,10022163,"1500118",3,"2","26",,,12.00,170.00,"ft"
930988388,10022163,"1500118",4,"1","15",,,170.00,312.00,"ft"
930988389,10022164,"1500119",1,,"02",,,0.00,3.00,"ft"
930988390,10022164,"1500119",2,"6","05",,,3.00,14.00,"ft"
930988391,10022164,"1500119",3,"3","05",,,14.00,40.00,"ft"
930988392,10022164,"1500119",4,,"09",,,40.00,45.00,"ft"
930988393,10022164,"1500119",5,,"11",,,45.00,48.00,"ft"
930988394,10022165,"1500120",1,,"05",,,0.00,25.00,"ft"
930988395,10022165,"1500120",2,,"26",,,25.00,100.00,"ft"
930988396,10022166,"1500121",1,,"05",,,0.00,22.00,"ft"
930988397,10022166,"1500121",2,,"21",,,22.00,240.00,"ft"
930988398,10022167,"1500122",1,"6","05",,,0.00,14.00,"ft"
930988399,10022167,"1500122",2,"3","05",,,14.00,170.00,"ft"
930988400,10022167,"1500122",3,,"09",,,170.00,200.00,"ft"
930988401,10022167,"1500122",4,,"11",,,200.00,233.00,"ft"
930988402,10022167,"1500122",5,"2","15",,,233.00,270.00,"ft"
930988403,10022168,"1500123",1,"3","05",,,0.00,7.00,"ft"
930988404,10022168,"1500123",2,"7","21",,,7.00,110.00,"ft"
930988405,10022169,"1500124",1,,"05","02",,0.00,10.00,"ft"
930988406,10022169,"1500124",2,"3","05",,,10.00,105.00,"ft"
930988407,10022169,"1500124",3,,"09",,,105.00,108.00,"ft"
930988408,10022169,"1500124",4,,"15",,,108.00,140.00,"ft"
930988409,10022170,"1500125",1,,"05",,,0.00,5.00,"ft"
930988410,10022170,"1500125",2,,"21",,,5.00,304.00,"ft"
930988411,10022171,"1500126",1,,"02",,,0.00,10.00,"ft"
930988412,10022171,"1500126",2,,"08",,,10.00,58.00,"ft"
930988413,10022171,"1500126",3,"1","15",,,58.00,198.00,"ft"
930988414,10022172,"1500127",1,"6","05",,,0.00,36.00,"ft"
930988415,10022172,"1500127",2,"2","21",,,36.00,130.00,"ft"
930988416,10022172,"1500127",3,,"15",,,130.00,201.00,"ft"
930988417,10022173,"1500128",1,,"05",,,0.00,24.00,"ft"
930988418,10022173,"1500128",2,,"21",,,24.00,185.00,"ft"
930988419,10022174,"1500129",1,,"02",,,0.00,10.00,"ft"
930988420,10022174,"1500129",2,,"05",,,10.00,28.00,"ft"
930988421,10022174,"1500129",3,,"11",,,28.00,43.00,"ft"
930988422,10022174,"1500129",4,,"15",,,43.00,125.00,"ft"
930988423,10022175,"1500130",1,,"09",,,0.00,66.00,"ft"
930988424,10022175,"1500130",2,"2","21",,,66.00,127.00,"ft"
930988425,10022175,"1500130",3,,"15",,,127.00,180.00,"ft"
930988426,10022175,"1500130",4,"2","21",,,180.00,220.00,"ft"
930988427,10022176,"1500131",1,,"09",,,0.00,63.00,"ft"
930988428,10022176,"1500131",2,,"15",,,63.00,166.00,"ft"
930988429,10022177,"1500132",1,"6","05",,,0.00,30.00,"ft"
930988430,10022177,"1500132",2,,"07",,,30.00,40.00,"ft"
930988431,10022177,"1500132",3,"1","09",,,40.00,53.00,"ft"
930988432,10022177,"1500132",4,"2","15","21",,53.00,99.00,"ft"
930988433,10022178,"1500133",1,,"05",,,0.00,10.00,"ft"
930988434,10022178,"1500133",2,"3","26",,,10.00,70.00,"ft"
930988435,10022178,"1500133",3,"1","15",,,70.00,175.00,"ft"
930988436,10022179,"1500134",1,,"05",,,0.00,50.00,"ft"
930988437,10022179,"1500134",2,,"09",,,50.00,65.00,"ft"
930988438,10022179,"1500134",3,"8","26",,,65.00,125.00,"ft"
930988439,10022180,"1500135",1,"3","05",,,0.00,60.00,"ft"
930988440,10022180,"1500135",2,,"09",,,60.00,77.00,"ft"
930988441,10022180,"1500135",3,,"15",,,77.00,157.00,"ft"
930988442,10022181,"1500136",1,,"05","09",,0.00,40.00,"ft"
930988443,10022181,"1500136",2,,"26",,,40.00,268.00,"ft"
930988444,10022182,"1500137",1,,"05",,,0.00,25.00,"ft"
930988445,10022182,"1500137",2,,"09","11",,25.00,43.00,"ft"
930988446,10022182,"1500137",3,,"15",,,43.00,150.00,"ft"
930988447,10022182,"1500137",4,"2","21",,,150.00,185.00,"ft"
930988448,10022182,"1500137",5,,"15",,,185.00,270.00,"ft"
930988449,10022182,"1500137",6,,"21",,,270.00,310.00,"ft"
930988450,10022183,"1500138",1,"6","05",,,0.00,15.00,"ft"
930988451,10022183,"1500138",2,"3","05",,,15.00,74.00,"ft"
930988452,10022183,"1500138",3,"2","15",,,74.00,140.00,"ft"
930988453,10022184,"1500139",1,,"05",,,0.00,82.00,"ft"
930988454,10022184,"1500139",2,,"15",,,82.00,217.00,"ft"
930988455,10022185,"1500140",1,"3","05",,,0.00,66.00,"ft"
930988456,10022185,"1500140",2,"2","15",,,66.00,82.00,"ft"
930988457,10022186,"1500141",1,"3","05",,,0.00,92.00,"ft"
930988458,10022186,"1500141",2,"2","15",,,92.00,233.00,"ft"
930988459,10022187,"1500142",1,"6","05",,,0.00,12.00,"ft"
930988460,10022187,"1500142",2,"3","05",,,12.00,75.00,"ft"
930988461,10022187,"1500142",3,"2","15",,,75.00,150.00,"ft"
930988462,10022188,"1500143",1,,"05",,,0.00,95.00,"ft"
930988463,10022188,"1500143",2,,"08",,,95.00,180.00,"ft"
930988464,10022188,"1500143",3,,"11",,,180.00,185.00,"ft"
930988465,10022189,"1500144",1,"3","05",,,0.00,150.00,"ft"
930988466,10022189,"1500144",2,,"09",,,150.00,168.00,"ft"
930988467,10022190,"1500145",1,,"09","12",,0.00,12.00,"ft"
930988468,10022190,"1500145",2,"2","21",,,12.00,136.00,"ft"
930988469,10022191,"1500146",1,,"02","05",,0.00,3.00,"ft"
930988470,10022191,"1500146",2,,"18",,,3.00,75.00,"ft"
930988471,10022192,"1500147",1,"6","05",,,0.00,8.00,"ft"
930988472,10022192,"1500147",2,"3","05",,,8.00,21.00,"ft"
930988473,10022192,"1500147",3,"1","15",,,21.00,208.00,"ft"
930988474,10022193,"1500148",1,"6","05",,,0.00,9.00,"ft"
930988475,10022193,"1500148",2,"3","05",,,9.00,25.00,"ft"
930988476,10022193,"1500148",3,,"15",,,25.00,105.00,"ft"
930988477,10022194,"1500149",1,"6","05","13",,0.00,12.00,"ft"
930988478,10022194,"1500149",2,"3","05","12",,12.00,14.00,"ft"
930988479,10022194,"1500149",3,"1","15",,,14.00,165.00,"ft"
930988480,10022195,"1500150",1,"6","05",,,0.00,9.00,"ft"
930988481,10022195,"1500150",2,"3","05",,,9.00,16.00,"ft"
930988482,10022195,"1500150",3,"1","15",,,16.00,160.00,"ft"
930988483,10022196,"1500151",1,,"09",,,0.00,6.00,"ft"
930988484,10022196,"1500151",2,"2","21",,,6.00,150.00,"ft"
930988485,10022197,"1500152",1,"6","05","12",,0.00,11.00,"ft"
930988486,10022197,"1500152",2,,"15",,,11.00,54.00,"ft"
930988487,10022198,"1500153",1,,"14","12",,0.00,25.00,"ft"
930988488,10022198,"1500153",2,"2","21",,,25.00,110.00,"ft"
930988489,10022199,"1500154",1,"2","21",,,0.00,92.00,"ft"
930988490,10022200,"1500155",1,"3","05",,,0.00,70.00,"ft"
930988491,10022200,"1500155",2,"2","15",,,70.00,343.00,"ft"
930988492,10022201,"1500156",1,,"05",,,0.00,121.00,"ft"
930988493,10022201,"1500156",2,,"17",,,121.00,223.00,"ft"
