fuel,province,year,n,factor_native,factor_kwh
Wood,MB,2025,31.0,0.35767707875054994,0.09197407968611863
Wood,MB,2026,15.0,0.35695876288659795,0.0917893699453052
Wood,NB,2015,19.0,0.0,0.0
Wood,NB,2016,89.0,0.3158547049289732,0.08121975806180509
Wood,NB,2017,228.0,0.07450011580328883,0.01915716716165508
Wood,NB,2018,281.0,0.27784930207345165,0.07144694297690386
Wood,NB,2019,368.0,0.36830597299829937,0.0947072231403561
Wood,NB,2020,310.0,0.35838818092704106,0.09215693447925785
Wood,NB,2021,491.0,0.35831140601761813,0.09213719236533255
Wood,NB,2022,660.0,0.35811435973353073,0.09208652333532981
Wood,NB,2023,647.0,0.3578542482313346,0.0920196375395896
Wood,NB,2024,468.0,0.3581640574459827,0.09209930274345193
Wood,NB,2025,738.0,0.3581608521859238,0.09209847853395799
Wood,NB,2026,433.0,0.3581841476505418,0.09210446879457683
Wood,NF,2021,11.0,0.3555240793201134,0.09142045141932875
Wood,NF,2022,23.0,0.35904920767306087,0.09232691273681205
Wood,NF,2023,54.0,0.35791630084869763,0.09203559392235258
Wood,NF,2024,14.0,0.35760869565217396,0.09195649546584601
Wood,NF,2025,18.0,0.35901162790697677,0.09231724937115135
Wood,NS,2013,1.0,0.0,0.0
Wood,NS,2014,15.0,0.0,0.0
Wood,NS,2015,294.0,0.0,0.0
Wood,NS,2016,467.0,0.06439736019451199,0.016559316461641233
Wood,NS,2017,486.0,0.0993139053053461,0.025537854067702124
Wood,NS,2018,566.0,0.40202640087316466,0.1033781878307601
Wood,NS,2019,630.0,0.36470269170791236,0.09378066535898738
Wood,NS,2020,431.0,0.358204807558705,0.09210978134087236
Wood,NS,2021,556.0,0.358006297087597,0.09205873580574328
Wood,NS,2022,702.0,0.3582632536314027,0.09212481032670061
Wood,NS,2023,1029.0,0.3583143604013829,0.09213795206379788
Wood,NS,2024,1093.0,0.35801299660875663,0.09206045853926353
Wood,NS,2025,792.0,0.35835968099664955,0.09214960592782248
Wood,NS,2026,217.0,0.35788005578800564,0.0920262737665518
Wood,NT,2017,1.0,0.0,0.0
Wood,NT,2018,4.0,0.35542168674698793,0.0913941219080478
Wood,NT,2019,6.0,0.33734939759036153,0.08674696316696064
Wood,NT,2020,2.0,0.3592592592592592,0.0923809259864021
Wood,NT,2021,2.0,0.35532994923857864,0.09137053226976816
Wood,NT,2022,9.0,0.3532934131736527,0.09084685171698163
Wood,NT,2023,3.0,0.3589743589743589,0.09230766593407348
Wood,NT,2024,6.0,0.35787321063394684,0.09202451358458244
Wood,NT,2025,1.0,0.3619047619047619,0.09306119790088223
Wood,ON,2009,1.0,0.0,0.0
Wood,ON,2012,2.0,0.0,0.0
Wood,ON,2014,1.0,0.0,0.0
Wood,ON,2015,25.0,0.0,0.0
Wood,ON,2016,877.0,0.0,0.0
Wood,ON,2017,623.0,0.2583713850837138,0.06643833718200153
Wood,ON,2018,570.0,0.41686089099021106,0.10719276991383431
Wood,ON,2019,133.0,0.38046068308181086,0.09783271912597448
Wood,ON,2020,9.0,0.3458646616541354,0.08893660187203428
Wood,ON,2021,285.0,0.3582802547770701,0.09212918204862315
Wood,ON,2022,659.0,0.358410448635352,0.09216266045975896
Wood,ON,2023,930.0,0.358206912284704,0.0921103225559746
Wood,ON,2024,474.0,0.3582549550985706,0.09212267641886775
Wood,ON,2025,223.0,0.35856599816489704,0.09220265889878528
Wood,ON,2026,24.0,0.3592964824120602,0.09239049765153044
Wood,PE,2011,1.0,0.25,0.06428569591837259
Wood,PE,2018,31.0,0.4127599577017977,0.10613824451239244
Wood,PE,2019,167.0,0.3583545686203131,0.09214829131714015
Wood,PE,2020,188.0,0.35831909274506757,0.09213916895182625
Wood,PE,2021,145.0,0.35821221724401714,0.09211168668797963
Wood,PE,2022,374.0,0.3578716811795502,0.09202412029642142
Wood,PE,2023,384.0,0.35803122519184977,0.09206514588786253
Wood,PE,2024,277.0,0.35737430751541754,0.09189622424790046
Wood,PE,2025,248.0,0.35745841995842,0.09191785315563566
Wood,PE,2026,73.0,0.35648535564853556,0.09166763669029866
Wood,QC,2000,1.0,0.0,0.0
Wood,QC,2007,2.0,0.3333333333333333,0.08571426122449681
Wood,QC,2008,7.0,0.35454545454545455,0.09116880512060113
Wood,QC,2009,24.0,0.3581267217630854,0.09208970214202135
Wood,QC,2010,36.0,0.35478547854785475,0.09123052556072676
Wood,QC,2011,36.0,0.27854671280276816,0.07162627711320407
Wood,QC,2012,52.0,0.2161538461538461,0.05558240170173137
Wood,QC,2013,104.0,0.0527350147396004,0.013560428487203392
Wood,QC,2014,287.0,0.10360477178423237,0.0266412194184542
Wood,QC,2015,1471.0,0.020040202229396353,0.005153193386646666
Wood,QC,2016,3952.0,0.01906566325719434,0.004902597722536339
Wood,QC,2017,4818.0,0.02068433900047107,0.005318828509027274
Wood,QC,2018,4988.0,0.03760692916277717,0.009670350450328288
Wood,QC,2019,4351.0,0.0924400157335781,0.023770282968553526
Wood,QC,2020,2105.0,0.3543595148114088,0.09112099205979311
Wood,QC,2021,2165.0,0.3579459960509691,0.09204322982932642
Wood,QC,2022,2886.0,0.35833138850682017,0.09214233071823069
Wood,QC,2023,2585.0,0.35822108805037917,0.092113967751821
Wood,QC,2024,1421.0,0.3582264688626267,0.09211535138886079
Wood,QC,2025,794.0,0.3582612485750687,0.09212429474093346
Wood,QC,2026,264.0,0.35842432027403126,0.09216622745154307
Wood,SK,2021,5.0,0.3580246913580247,0.0920634657596447
Wood,SK,2022,39.0,0.35937499999999994,0.09241068788266057
Wood,SK,2023,17.0,0.35748462064251535,0.0919245904724781
Wood,SK,2024,25.0,0.35901234567901236,0.09231743394105062
Wood,SK,2025,23.0,0.3579136690647482,0.09203491717810178
Wood,SK,2026,5.0,0.35835351089588374,0.09214801933093603
Wood,YK,2009,1.0,0.0,0.0
Wood,YK,2012,1.0,0.0,0.0
Wood,YK,2014,1.0,0.0,0.0
Wood,YK,2015,8.0,0.0,0.0
Wood,YK,2016,9.0,0.02729044834307992,0.007017541854637165
Wood,YK,2017,22.0,0.2637130801687764,0.0678119155257095
Wood,YK,2018,28.0,0.41286695815115565,0.10616575890579463
Wood,YK,2019,27.0,0.36238532110091737,0.09318477023030154
Wood,YK,2020,44.0,0.3576512455516015,0.09196743686542985
Wood,YK,2021,77.0,0.35912651317351063,0.09234679128839095
Wood,YK,2022,50.0,0.3597440944881889,0.09250559786679206
Wood,YK,2023,47.0,0.3569023569023569,0.09177486555350164
Wood,YK,2024,30.0,0.35746606334841624,0.09191981859821602
Wood,YK,2025,24.0,0.3606060606060606,0.0927272462337738
Wood,YK,2026,8.0,0.36274509803921573,0.09327728427371709
